id,cast,crew
1052,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Amy Adams"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 27""}]"
1053,"[{""cast_id"": 0, ""name"": ""Anne Hathaway"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Angelina Jolie"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Robert Downey Jr"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 9""}]"
1054,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Scarlett Johansson"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Will Smith"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 1""}]"
1055,"[{""cast_id"": 0, ""name"": ""Emma Stone"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Angelina Jolie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Amy Adams"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 4""}]"
1056,"[{""cast_id"": 0, ""name"": ""Anne Hathaway"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Scarlett Johansson"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Tom Hardy"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 30""}]"
1057,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Chris Evans"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Matt Damon"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 25""}]"
1058,"[{""cast_id"": 0, ""name"": ""Angelina Jolie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 4""}]"
1059,"[{""cast_id"": 0, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Christian Bale"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 28""}]"
1060,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Will Smith"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 7""}]"
1061,"[{""cast_id"": 0, ""name"": ""Anne Hathaway"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Robert Downey Jr"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Gal Gadot"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emily Blunt"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 30""}]"
1062,"[{""cast_id"": 0, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Christian Bale"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Amy Adams"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Margot Robbie"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 33""}]"
1063,"[{""cast_id"": 0, ""name"": ""Natalie Portman"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Emily Blunt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Ryan Gosling"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 28""}]"
1064,"[{""cast_id"": 0, ""name"": ""Margot Robbie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Anne Hathaway"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Ryan Gosling"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Brad Pitt"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 28""}]"
1065,"[{""cast_id"": 0, ""name"": ""Robert Downey Jr"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Brad Pitt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Anne Hathaway"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Scarlett Johansson"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emma Stone"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 23""}]"
1066,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Scarlett Johansson"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Matt Damon"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Tom Hardy"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 49""}]"
1067,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 28""}]"
1068,"[{""cast_id"": 0, ""name"": ""Will Smith"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Angelina Jolie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Anne Hathaway"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Christian Bale"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1069,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Scarlett Johansson"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 43""}]"
1070,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Anne Hathaway"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 44""}]"
1071,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Christian Bale"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Scarlett Johansson"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Matt Damon"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Emily Blunt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Amy Adams"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Coen Brothers""}, {""job"": ""Producer"", ""name"": ""Producer 18""}]"
1072,"[{""cast_id"": 0, ""name"": ""Will Smith"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 37""}]"
1073,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Tom Hardy"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Natalie Portman"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Chris Evans"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 24""}]"
1074,"[{""cast_id"": 0, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Amy Adams"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Margot Robbie"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Anne Hathaway"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Christian Bale"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 33""}]"
1075,"[{""cast_id"": 0, ""name"": ""Chris Evans"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Scarlett Johansson"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 24""}]"
1076,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Brad Pitt"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Christian Bale"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Chris Evans"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 29""}]"
1077,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emily Blunt"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Chris Evans"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Emma Stone"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Anne Hathaway"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 10""}]"
1078,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Scarlett Johansson"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Amy Adams"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 25""}]"
1079,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Anne Hathaway"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Emily Blunt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Will Smith"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Robert Downey Jr"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 41""}]"
1080,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Will Smith"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Brad Pitt"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Christian Bale"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 19""}]"
1081,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Angelina Jolie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Matt Damon"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Ryan Gosling"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Wes Anderson""}, {""job"": ""Producer"", ""name"": ""Producer 11""}]"
1082,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Tom Hardy"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Scarlett Johansson"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Jordan Peele""}, {""job"": ""Producer"", ""name"": ""Producer 9""}]"
1083,"[{""cast_id"": 0, ""name"": ""Angelina Jolie"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Matt Damon"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Gal Gadot"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Amy Adams"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 36""}]"
1084,"[{""cast_id"": 0, ""name"": ""Brad Pitt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Will Smith"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Gal Gadot"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Emma Stone"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 15""}]"
1085,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Anne Hathaway"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Christian Bale"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Chris Evans"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 29""}]"
1086,"[{""cast_id"": 0, ""name"": ""Ryan Gosling"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Gal Gadot"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Angelina Jolie"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Martin Scorsese""}, {""job"": ""Producer"", ""name"": ""Producer 37""}]"
1087,"[{""cast_id"": 0, ""name"": ""Amy Adams"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Ryan Gosling"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Denis Villeneuve""}, {""job"": ""Producer"", ""name"": ""Producer 40""}]"
1088,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Matt Damon"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 1""}]"
1089,"[{""cast_id"": 0, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Natalie Portman"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Anne Hathaway"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Christian Bale"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 37""}]"
1090,"[{""cast_id"": 0, ""name"": ""Tom Hardy"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Robert Downey Jr"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Margot Robbie"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Natalie Portman"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""Ridley Scott""}, {""job"": ""Producer"", ""name"": ""Producer 1""}]"
1091,"[{""cast_id"": 0, ""name"": ""Matt Damon"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Chris Evans"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Tom Hardy"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Emma Stone"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Anne Hathaway"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Scarlett Johansson"", ""character"": ""Character 6""}]","[{""job"": ""Director"", ""name"": ""Christopher Nolan""}, {""job"": ""Producer"", ""name"": ""Producer 49""}]"
1092,"[{""cast_id"": 0, ""name"": ""Will Smith"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Scarlett Johansson"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Emily Blunt"", ""character"": ""Character 5""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 44""}]"
1093,"[{""cast_id"": 0, ""name"": ""Gal Gadot"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Natalie Portman"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Chris Evans"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Robert Downey Jr"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""James Cameron""}, {""job"": ""Producer"", ""name"": ""Producer 17""}]"
1094,"[{""cast_id"": 0, ""name"": ""Christian Bale"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Gal Gadot"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Brad Pitt"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 20""}]"
1095,"[{""cast_id"": 0, ""name"": ""Emma Stone"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Christian Bale"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Margot Robbie"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Steven Spielberg""}, {""job"": ""Producer"", ""name"": ""Producer 33""}]"
1096,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Margot Robbie"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Natalie Portman"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Anne Hathaway"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Angelina Jolie"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""Greta Gerwig""}, {""job"": ""Producer"", ""name"": ""Producer 39""}]"
1097,"[{""cast_id"": 0, ""name"": ""Emily Blunt"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Will Smith"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Amy Adams"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Leonardo DiCaprio"", ""character"": ""Character 4""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 7""}]"
1098,"[{""cast_id"": 0, ""name"": ""Scarlett Johansson"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emma Stone"", ""character"": ""Character 3""}, {""cast_id"": 3, ""name"": ""Natalie Portman"", ""character"": ""Character 4""}, {""cast_id"": 4, ""name"": ""Will Smith"", ""character"": ""Character 5""}, {""cast_id"": 5, ""name"": ""Chris Evans"", ""character"": ""Character 6""}, {""cast_id"": 6, ""name"": ""Jake Gyllenhaal"", ""character"": ""Character 7""}]","[{""job"": ""Director"", ""name"": ""David Fincher""}, {""job"": ""Producer"", ""name"": ""Producer 24""}]"
1099,"[{""cast_id"": 0, ""name"": ""Jennifer Lawrence"", ""character"": ""Character 1""}, {""cast_id"": 1, ""name"": ""Ryan Gosling"", ""character"": ""Character 2""}, {""cast_id"": 2, ""name"": ""Emily Blunt"", ""character"": ""Character 3""}]","[{""job"": ""Director"", ""name"": ""Quentin Tarantino""}, {""job"": ""Producer"", ""name"": ""Producer 37""}]"
