launch_id,mission_name,launch_date,year,rocket_id,site_id,customer_id,payload_type,payload_mass_kg,target_orbit,outcome,landing_outcome,recovery_attempted,turnaround_days,revenue_usd,analyst_email
SX-0173,Intelsat-68,2022-07-15,2022,F9-B5,SLC40,C013,Satellite - Government,4162,GTO,Success,Success,True,213.0,69759640,ops-team@spacex.com
SX-0174,Intelsat-25,2022-07-17,2022,F9-B5,LC39A,C013,Satellite - Government,3665,GTO,Success,Success,True,147.0,68712042,ops-team@spacex.com
SX-0175,Iridium NEXT-63,2022-08-11,2022,F9-B5,LC39A,C002,Starlink Batch,16827,LEO,Success,Success,True,183.0,74766073,ops-team@spacex.com
SX-0176,Arabsat-51,2022-08-21,2022,F9-B5,LC39A,C002,Starlink Batch,15555,LEO,Success,Success,True,197.0,89081457,ops-team@spacex.com
SX-0177,Arabsat-57,2022-08-28,2022,F9-B5,SLC40,C002,Starlink Batch,15418,LEO,Success,Success,True,356.0,68031785,ops-team@spacex.com
SX-0178,Iridium NEXT-35,2022-09-01,2022,F9-B5,SLC4E,C002,Starlink Batch,16302,LEO,Success,Success,True,91.0,63593181,ops-team@spacex.com
SX-0179,Dragon-30,2022-09-06,2022,FH-C,LC39A,C008,Satellite - Commercial,6350,GTO,Success,Success,True,47.0,91673640,ops-team@spacex.com
SX-0180,Dragon-61,2022-09-08,2022,F9-B5,SLC40,C013,Satellite - Government,2793,SSO,Success,Success,True,265.0,79913741,ops-team@spacex.com
SX-0181,Dragon-74,2022-09-14,2022,F9-B5,LC39A,C002,Starlink Batch,14366,LEO,Success,Failure,True,139.0,76434841,ops-team@spacex.com
SX-0182,Transporter-64,2022-09-17,2022,FH-C,LC39A,C001,Science Probe,2297,ISS,Success,Success,True,116.0,128182971,ops-team@spacex.com
SX-0183,AsiaSat-68,2022-09-17,2022,F9-B5,SLC40,C001,Cargo (Dragon),4744,TLI,Success,Success,True,273.0,87111187,ops-team@spacex.com
SX-0184,Iridium NEXT-59,2022-09-28,2022,F9-B5,LC39A,C015,Satellite - Commercial,4708,GTO,Success,Success,True,352.0,68056536,ops-team@spacex.com
SX-0185,Arabsat-52,2022-09-29,2022,F9-B5,LC39A,C001,Cargo (Dragon),3582,TLI,Success,Success,True,239.0,75835711,ops-team@spacex.com
SX-0186,NROL-34,2022-09-30,2022,F9-B5,SLC40,C003,Satellite - Government,4150,MEO,Success,Success,True,217.0,67400965,ops-team@spacex.com
SX-0187,Dragon-47,2022-10-02,2022,F9-B5,LC39A,C002,Starlink Batch,15071,LEO,Success,Success,True,375.0,67424522,ops-team@spacex.com
SX-0188,Arabsat-91,2022-10-04,2022,FH-C,LC39A,C002,Starlink Batch,16058,LEO,Success,Success,True,180.0,117431174,ops-team@spacex.com
SX-0189,Intelsat-20,2022-10-09,2022,FH-C,LC39A,C002,Starlink Batch,14547,LEO,Success,Success,True,253.0,119938625,N/A
SX-0190,AsiaSat-86,2022-10-11,2022,F9-B5,LC39A,C002,Starlink Batch,17102,LEO,Success,Failure,True,132.0,83270067,ops-team@spacex.com
SX-0191,Arabsat-73,2022-10-18,2022,FH-C,LC39A,C008,Satellite - Commercial,4963,GTO,Success,Success,True,78.0,89995738,ops-team@spacex.com
SX-0192,Intelsat-15,2022-11-02,2022,F9-B5,SLC4E,C015,Satellite - Commercial,4687,MEO,Success,Success,True,369.0,66492854,ops-team@spacex.com
SX-0193,CRS-66,2022-11-02,2022,F9-B5,SLC40,C013,Satellite - Government,1955,SSO,Success,Success,True,233.0,74072474,ops-team@spacex.com
SX-0194,Starlink-01,2022-11-03,2022,F9-B5,LC39A,C015,Satellite - Commercial,2178,GEO,Success,Success,True,132.0,77736084,ops-team@spacex.com
SX-0195,Arabsat-61,2022-11-08,2022,F9-B5,LC39A,C003,Satellite - Government,1993,MEO,Success,Success,True,37.0,68955784,ops-team@spacex.com
SX-0196,USSF-49,2022-11-17,2022,F9-B5,LC39A,C002,Starlink Batch,15837,LEO,Success,Failure,True,213.0,62719537,ops-team@spacex.com
SX-0197,SES-68,2022-11-24,2022,FH-C,LC39A,C015,Satellite - Commercial,3462,MEO,Success,Success,True,86.0,119071007,ops-team@spacex.com
SX-0198,SES-30,2022-11-25,2022,F9-B5,SLC40,C001,Science Probe,7890,TLI,Failure,Success,True,147.0,74187852,ops-team@spacex.com
SX-0199,NROL-85,2022-12-04,2022,F9-B5,SLC4E,C002,Starlink Batch,14462,LEO,Failure,Success,True,235.0,78839934,ops-team@spacex.com
SX-0200,O3b-87,2022-12-15,2022,F9-B5,SLC4E,C002,Starlink Batch,15828,LEO,Success,Success,True,381.0,86597204,ops-team@spacex.com
SX-0201,Crew-94,2022-12-16,2022,F9-B5,LC39A,C001,Cargo (Dragon),2462,ISS,Success,Success,True,315.0,69914946,ops-team@spacex.com
SX-0202,SES-39,2023-01-04,2023,F9-B5,LC39A,C012,Satellite - Commercial,6270,GTO,Success,Success,True,161.0,62137872,ops-team@spacex.com
SX-0203,Dragon-86,2023-01-08,2023,F9-B5,LC39A,C002,Starlink Batch,15410,LEO,Success,Success,True,216.0,83992008,ops-team@spacex.com
SX-0204,AsiaSat-61,2023-01-11,2023,F9-B5,LC39A,C002,Starlink Batch,17090,LEO,Success,Success,True,144.0,85907629,ops-team@spacex.com
SX-0205,SES-72,2023-01-17,2023,F9-B5,LC39A,C002,Starlink Batch,17964,LEO,Success,Success,True,292.0,64342896,ops-team@spacex.com
SX-0206,USSF-48,2023-01-26,2023,F9-B5,SLC4E,C002,Starlink Batch,15842,LEO,Success,Success,True,68.0,76449411,ops-team@spacex.com
SX-0207,NROL-10,2023-01-28,2023,SS-T,BC,C002,Starlink Batch,16469,LEO,Success,Success,True,117.0,12620927,ops-team@spacex.com
SX-0208,Arabsat-02,1998-07-22,2023,SS-T,BC,C012,Satellite - Commercial,4727,GEO,Success,Success,True,129.0,13217218,ops-team@spacex.com
SX-0209,Crew-51,2023-02-01,2023,F9-B5,LC39A,C002,Starlink Batch,16882,LEO,Success,Success,True,143.0,76945190,ops-team@spacex.com
SX-0210,Starlink-47,2023-02-02,2023,SS-T,BC,C002,Starlink Batch,15263,LEO,Success,Success,True,283.0,12972653,ops-team@spacex.com
SX-0211,OneWeb-41,2023-02-04,2023,F9-B5,LC39A,C002,Starlink Batch,14832,LEO,Success,Success,True,232.0,61678320,TBD
SX-0212,O3b-93,2023-02-06,2023,SS-T,BC,C002,Starlink Batch,16392,LEO,Success,Success,True,234.0,10328365,ops-team@spacex.com
SX-0213,AsiaSat-84,2023-02-06,2023,F9-B5,SLC4E,C002,Starlink Batch,16045,LEO,Success,Success,True,371.0,70477563,ops-team@spacex.com
SX-0214,CRS-93,2023-02-08,2023,SS-T,BC,C003,Satellite - Government,4385,MEO,Success,Success,True,300.0,11197423,ops-team@spacex.com
SX-0215,NROL-98,2023-02-17,2023,F9-B5,SLC40,C012,Satellite - Commercial,2608,MEO,Success,Success,True,24.0,72733625,ops-team@spacex.com
SX-0216,Intelsat-48,2023-02-18,2023,SS-T,BC,C012,Satellite - Commercial,-1200,MEO,Success,Success,True,51.0,11780258,ops-team@spacex.com
SX-0217,SES-02,2023-02-19,2023,F9-B5,LC39A,C015,Satellite - Commercial,6359,MEO,Success,Success,True,29.0,76261942,ops-team@spacex.com
SX-0218,GPS-13,2023-02-20,2023,F9-B5,LC39A,C013,Satellite - Government,5027,MEO,Success,Success,True,289.0,64789259,ops-team@spacex.com
SX-0219,OneWeb-52,2023-02-20,2023,SS-T,BC,C015,Satellite - Commercial,5251,GTO,Success,Success,True,256.0,11542509,ops-team@spacex.com
SX-0220,USSF-84,2023-02-25,2023,F9-B5,LC39A,C002,Starlink Batch,16677,LEO,Success,Success,True,37.0,63119040,ops-team@spacex.com
SX-0221,CRS-11,2023-03-03,2023,SS-T,BC,C002,Starlink Batch,16878,LEO,Success,Success,True,276.0,12803984,ops-team@spacex.com
SX-0222,AsiaSat-06,2023-03-09,2023,SS-T,BC,C002,Starlink Batch,17665,LEO,Failure,Failure,True,138.0,9951376,ops-team@spacex.com
SX-0223,O3b-85,2023-03-13,2023,SS-T,BC,C015,Satellite - Commercial,4296,MEO,Success,Success,True,37.0,9807095,ops-team@spacex.com
SX-0224,USSF-92,2023-03-26,2023,SS-T,BC,C002,Starlink Batch,17081,LEO,Failure,Success,True,224.0,13179937,ops-team@spacex.com
SX-0225,Dragon-70,2023-03-27,2023,SS-T,BC,C002,Starlink Batch,15593,LEO,Success,Success,True,190.0,10727307,ops-team@spacex.com
SX-0226,GPS-56,2023-04-04,2023,F9-B5,SLC40,C002,Starlink Batch,14219,LEO,Success,Failure,True,139.0,85586040,ops-team@spacex.com
SX-0227,Dragon-35,2023-04-08,2023,SS-T,BC,C015,Satellite - Commercial,4673,GTO,Failure,Success,True,251.0,11207715,ops-team@spacex.com
SX-0228,Transporter-80,2023-04-08,2023,F9-B5,LC39A,C013,Satellite - Government,4613,MEO,Success,Success,True,172.0,84361363,ops-team@spacex.com
SX-0229,Dragon-20,2023-04-09,2023,F9-B5,SLC40,C002,Starlink Batch,17210,LEO,Success,Success,True,399.0,72047102,ops-team@spacex.com
SX-0230,Transporter-35,2023-04-13,2023,F9-B5,SLC40,C002,Starlink Batch,15474,LEO,Success,Success,True,73.0,64295086,ops-team@spacex.com
SX-0231,NROL-12,2023-04-19,2023,F9-B5,LC39A,C002,Starlink Batch,14423,LEO,Success,Success,True,202.0,77009727,ops-team@spacex.com
SX-0232,Transporter-11,2023-04-20,2023,F9-B5,LC39A,C015,Satellite - Commercial,5389,GEO,Success,Success,True,392.0,87469251,ops-team@spacex.com
SX-0233,Starlink-35,2023-04-20,2023,SS-T,BC,C015,Satellite - Commercial,3137,GEO,Success,Success,True,273.0,9656706,ops-team@spacex.com
SX-0234,OneWeb-33,2023-04-23,2023,F9-B5,LC39A,C002,Starlink Batch,14315,LEO,Success,Success,True,147.0,82035118,ops-team@spacex.com
SX-0235,SES-43,2023-04-26,2023,SS-T,BC,C015,Satellite - Commercial,4495,GTO,Success,Success,True,338.0,10709504,ops-team@spacex.com
SX-0236,Dragon-77,2023-04-28,2023,SS-T,BC,C002,Starlink Batch,17520,LEO,Success,Success,True,90.0,10351958,ops-team@spacex.com
SX-0237,OneWeb-38,2023-04-28,2023,F9-B5,LC39A,C002,Starlink Batch,17967,LEO,Success,Failure,True,397.0,81252976,ops-team@spacex.com
SX-0238,GPS-73,,2023,F9-B5,SLC4E,C015,Satellite - Commercial,5218,GEO,Success,Success,True,123.0,78155645,ops-team@spacex.com
SX-0239,Iridium NEXT-27,2023-05-02,2023,SS-T,BC,C002,Starlink Batch,17862,LEO,Success,Success,True,245.0,12589584,ops-team@spacex.com
SX-0240,Crew-33,2023-05-05,2023,SS-T,BC,C002,Starlink Batch,15240,LEO,Success,Success,True,358.0,9693644,ops-team@spacex.com
SX-0241,SES-69,2023-05-07,2023,F9-B5,SLC40,C002,Starlink Batch,16384,LEO,Success,Success,True,280.0,88143396,ops-team@spacex.com
SX-0242,Arabsat-69,2023-05-08,2023,SS-T,BC,C002,Starlink Batch,16873,LEO,Success,Failure,True,325.0,11871811,ops-team@spacex.com
SX-0243,O3b-06,2023-05-08,2023,F9-B5,SLC4E,C002,Starlink Batch,16650,LEO,Success,Success,True,309.0,89955787,ops-team@spacex.com
SX-0244,NROL-13,2023-05-16,2023,F9-B5,LC39A,C012,Satellite - Commercial,5526,GTO,Failure,Success,True,153.0,66993332,ops-team@spacex.com
SX-0245,SES-60,2023-05-23,2023,SS-T,BC,C013,Satellite - Government,5151,SSO,Success,Success,True,368.0,11648654,ops-team@spacex.com
SX-0246,SES-11,2023-05-23,2023,F9-B5,LC39A,C002,Starlink Batch,15210,LEO,Failure,Success,True,80.0,85364230,ops-team@spacex.com
SX-0247,AsiaSat-62,2023-06-09,2023,F9-B5,LC39A,C002,Starlink Batch,14847,LEO,Success,Success,True,199.0,74656300,ops-team@spacex.com
SX-0248,USSF-44,2023-06-19,2023,F9-B5,LC39A,C003,Satellite - Government,2442,MEO,FAILED,Success,True,352.0,63597284,ops-team@spacex.com
SX-0249,AsiaSat-55,2023-06-23,2023,SS-T,BC,C002,Starlink Batch,15355,LEO,Success,Success,True,257.0,10043349,ops-team@spacex.com
SX-0250,Iridium NEXT-79,2023-06-23,2023,F9-B5,SLC4E,C012,Satellite - Commercial,5240,GTO,Success,Success,True,122.0,73854686,ops-team@spacex.com
SX-0251,Iridium NEXT-09,2023-07-01,2023,F9-B5,SLC40,C002,Starlink Batch,17081,LEO,Success,Success,True,316.0,63367824,ops-team@spacex.com
SX-0252,Dragon-63,2023-07-11,2023,SS-T,BC,C013,Satellite - Government,-500,SSO,Success,Success,True,291.0,13346623,ops-team@spacex.com
SX-0253,USSF-59,2023-07-24,2023,F9-B5,LC39A,C015,Satellite - Commercial,4850,GEO,Success,Success,True,337.0,65501704,ops-team@spacex.com
SX-0254,GPS-31,2023-07-26,2023,SS-T,BC,C002,Starlink Batch,15282,LEO,Success,Success,True,177.0,9526270,ops-team@spacex.com
SX-0255,SES-55,2023-07-28,2023,SS-T,BC,C002,Starlink Batch,16354,LEO,Success,Success,True,116.0,11190015,ops-team@spacex.com
SX-0256,OneWeb-58,2023-07-28,2023,F9-B5,SLC4E,C012,Satellite - Commercial,3149,GTO,Success,Success,True,338.0,61916379,ops-team@spacex.com
SX-0257,SES-88,2023-07-30,2023,F9-B5,LC39A,C001,Science Probe,6600,ISS,Success,Success,True,272.0,72831257,ops-team@spacex.com
SX-0258,NROL-36,2023-08-05,2023,SS-T,BC,C003,Satellite - Government,3306,SSO,Success,Success,True,136.0,11419238,ops-team@spacex.com
SX-0259,O3b-15,2023-08-05,2023,SS-T,BC,C003,Satellite - Government,5684,MEO,Success,Success,True,158.0,12488008,ops-team@spacex.com
SX-0260,Intelsat-70,2023-08-05,2023,SS-T,BC,C002,Starlink Batch,16944,LEO,Success,Success,True,132.0,13453990,ops-team@spacex.com
SX-0261,OneWeb-12,2023-08-09,2023,F9-B5,SLC4E,C012,Satellite - Commercial,5684,GEO,Partial Success,Failure,True,245.0,86388507,ops-team@spacex.com
SX-0262,USSF-91,2023-08-13,2023,F9-B5,SLC4E,C002,Starlink Batch,15436,LEO,Success,Success,True,333.0,79378034,ops-team@spacex.com
SX-0263,OneWeb-69,2023-08-15,2023,F9-B5,SLC4E,C015,Satellite - Commercial,2486,MEO,Success,Success,True,164.0,78295259,ops-team@spacex.com
SX-0264,AsiaSat-87,2023-08-18,2023,F9-B5,LC39A,C002,Starlink Batch,17514,LEO,Success,Success,True,69.0,64388005,ops-team@spacex.com
SX-0265,Iridium NEXT-17,2023-08-20,2023,SS-T,BC,C002,Starlink Batch,14519,LEO,Failure,Success,True,148.0,9658095,ops-team@spacex.com
SX-0266,Dragon-54,2023-08-25,2023,F9-B5,LC39A,C002,Starlink Batch,15100,LEO,Success,Success,True,213.0,73927550,
SX-0267,Arabsat-48,2023-08-28,2023,F9-B5,LC39A,C002,Starlink Batch,17835,LEO,Success,Success,True,253.0,88950160,ops-team@spacex.com
SX-0268,Intelsat-82,2023-08-31,2023,F9-B5,SLC40,C015,Satellite - Commercial,2763,MEO,Success,Success,True,361.0,81323262,
SX-0269,Crew-64,2023-08-31,2023,SS-T,BC,C002,Starlink Batch,17378,LEO,Success,Failure,True,158.0,10452893,ops-team@spacex.com
SX-0270,Transporter-44,2023-09-04,2023,SS-T,BC,C002,Starlink Batch,15987,LEO,Success,Success,True,370.0,12430143,ops-team@spacex.com
SX-0271,Intelsat-59,2023-09-06,2023,F9-B5,LC39A,C002,Starlink Batch,14647,LEO,Success,Success,True,21.0,90203922,ops-team@spacex.com
SX-0272,Arabsat-36,2023-09-06,2023,F9-B5,SLC4E,C002,Starlink Batch,17581,LEO,Success,Success,True,68.0,80035827,ops-team@spacex.com
SX-0273,SES-81,2023-09-21,2023,F9-B5,LC39A,C002,Starlink Batch,14212,LEO,Success,Success,True,177.0,82188549,ops-team@spacex.com
SX-0274,Crew-62,2023-09-22,2023,SS-T,BC,C002,Starlink Batch,14004,LEO,Success,Success,True,60.0,9597149,ops-team@spacex.com
SX-0275,Iridium NEXT-17,2023-09-28,2023,F9-B5,LC39A,C013,Satellite - Government,2487,SSO,Success,Success,True,265.0,62435473,ops-team@spacex.com
SX-0276,CRS-49,2023-10-02,2023,F9-B5,SLC40,C002,Starlink Batch,15225,LEO,Success,Success,True,89.0,79643520,ops-team@spacex.com
SX-0277,CRS-57,2023-10-04,2023,F9-B5,SLC40,C002,Starlink Batch,16662,LEO,Success,Success,True,200.0,82081325,ops-team@spacex.com
SX-0278,GPS-13,2023-10-04,2023,F9-B5,LC39A,C002,Starlink Batch,14889,LEO,Success,Success,True,92.0,82986236,ops-team@spacex.com
SX-0279,Crew-36,,2023,F9-B5,LC39A,C002,Starlink Batch,14572,LEO,Failure,Success,True,351.0,62840098,ops-team@spacex.com
SX-0280,Arabsat-39,2023-10-09,2023,SS-T,BC,C015,Satellite - Commercial,2219,MEO,Success,Success,True,126.0,11329871,ops-team@spacex.com
SX-0281,Transporter-31,2023-10-11,2023,F9-B5,LC39A,C002,Starlink Batch,17677,LEO,Success,Success,True,274.0,71934450,ops-team@spacex.com
SX-0282,Arabsat-41,2023-10-20,2023,SS-T,BC,C003,Satellite - Government,1598,SSO,Success,Success,True,88.0,10740772,ops-team@spacex.com
SX-0283,NROL-76,2023-10-23,2023,SS-T,BC,C015,Satellite - Commercial,5858,GTO,Success,Success,True,55.0,9062070,ops-team@spacex.com
SX-0284,Transporter-54,2023-10-29,2023,F9-B5,SLC40,C001,Science Probe,4346,TLI,Success,Success,True,237.0,81459590,ops-team@spacex.com
SX-0285,GPS-66,2023-10-29,2023,SS-T,BC,C012,Satellite - Commercial,2684,GEO,Success,Success,True,125.0,13384410,ops-team@spacex.com
SX-0286,Iridium NEXT-56,2023-11-07,2023,F9-B5,LC39A,C013,Satellite - Government,2041,SSO,Success,Success,True,394.0,89045853,ops-team@spacex.com
SX-0287,Starlink-86,2023-11-20,2023,F9-B5,SLC4E,C001,Science Probe,5714,LEO,Success,Success,True,400.0,80140278,ops-team@spacex.com
SX-0288,Intelsat-45,2023-11-27,2023,F9-B5,SLC40,C002,Starlink Batch,14671,LEO,Success,Success,True,288.0,75894268,ops-team@spacex.com
SX-0289,Starlink-94,2023-11-29,2023,SS-T,BC,C002,Starlink Batch,17577,LEO,Success,Success,True,81.0,12471436,ops-team@spacex.com
SX-0290,O3b-81,2023-11-30,2023,F9-B5,LC39A,C002,Starlink Batch,16917,LEO,Success,Success,True,60.0,75258849,ops-team@spacex.com
SX-0291,CRS-33,2023-12-01,2023,F9-B5,SLC40,C002,Starlink Batch,15506,LEO,Success,Success,True,73.0,87262192,ops-team@spacex.com
SX-0292,USSF-02,2023-12-04,2023,F9-B5,SLC4E,C002,Starlink Batch,17517,LEO,Success,Success,True,146.0,61686343,ops-team@spacex.com
SX-0293,AsiaSat-92,2023-12-09,2023,F9-B5,SLC4E,C002,Starlink Batch,14144,LEO,Success,Failure,True,400.0,80069454,ops-team@spacex.com
SX-0294,USSF-10,2023-12-10,2023,F9-B5,SLC4E,C002,Starlink Batch,15111,LEO,Success,Success,True,313.0,71540166,ops-team@spacex.com
SX-0295,GPS-60,2023-12-11,2023,F9-B5,SLC40,C012,Satellite - Commercial,2376,GEO,Success,Success,True,165.0,83621853,ops-team@spacex.com
SX-0296,Starlink-73,2023-12-20,2023,F9-B5,SLC40,C002,Starlink Batch,14821,LEO,Success,Success,True,176.0,82598216,ops-team@spacex.com
SX-0297,Arabsat-70,2023-12-29,2023,F9-B5,LC39A,C003,Satellite - Government,3100,GTO,Success,Success,True,146.0,64839576,ops-team@spacex.com
SX-0298,NROL-98,2024-01-02,2024,FH-C,LC39A,C001,Science Probe,7680,ISS,Success,Success,True,357.0,103724396,ops-team@spacex.com
SX-0299,NROL-19,2024-01-05,2024,F9-B5,SLC4E,C002,Starlink Batch,16015,LEO,Success,Success,True,385.0,68736731,ops-team@spacex.com
SX-0300,Iridium NEXT-11,2024-01-05,2024,SS-T,BC,C002,Starlink Batch,15877,LEO,Success,Success,True,318.0,9430096,ops-team@spacex.com
SX-0301,CRS-31,2024-01-21,2024,F9-B5,LC39A,C008,Satellite - Commercial,5563,MEO,Success,Success,True,170.0,68168876,ops-team@spacex.com
SX-0302,Crew-18,2024-01-26,2024,F9-B5,LC39A,C002,Starlink Batch,14305,LEO,Success,Success,True,320.0,63585530,ops-team@spacex.com
SX-0303,OneWeb-99,2024-01-30,2024,F9-B5,LC39A,C002,Starlink Batch,16195,LEO,Success,Success,True,127.0,73925299,ops-team@spacex.com
SX-0304,USSF-91,2024-01-30,2024,SS-T,BC,C002,Starlink Batch,15246,LEO,Success,Success,True,377.0,11714861,ops-team@spacex.com
SX-0305,SES-66,2024-01-30,2024,F9-B5,SLC4E,C002,Starlink Batch,15457,LEO,Success,Success,True,46.0,80717078,ops-team@spacex.com
SX-0306,Iridium NEXT-71,2024-01-31,2024,F9-B5,SLC40,C002,Starlink Batch,16277,LEO,Failure,Success,True,148.0,63155967,ops-team@spacex.com
SX-0307,CRS-26,2024-02-01,2024,F9-B5,SLC40,C002,Starlink Batch,14910,LEO,Success,Success,True,226.0,71523028,ops-team@spacex.com
SX-0308,Crew-83,2024-02-04,2024,SS-T,BC,C015,Satellite - Commercial,2178,GTO,Success,Success,True,248.0,12641843,ops-team@spacex.com
SX-0309,Arabsat-74,2024-02-05,2024,F9-B5,SLC40,C002,Starlink Batch,14688,LEO,Success,Success,True,242.0,85073814,ops-team@spacex.com
SX-0310,Arabsat-24,2024-02-05,2024,FH-C,LC39A,C003,Satellite - Government,4399,MEO,Success,Success,True,161.0,99515651,ops-team@spacex.com
SX-0311,Intelsat-08,2024-02-07,2024,SS-T,BC,C001,Science Probe,4417,TLI,Success,Success,True,65.0,10258991,ops-team@spacex.com
SX-0312,Dragon-70,2024-02-07,2024,F9-B5,SLC4E,C002,Starlink Batch,15020,LEO,Success,Success,True,30.0,90130519,ops-team@spacex.com
SX-0313,SES-35,2024-02-11,2024,SS-T,BC,C003,Satellite - Government,5615,SSO,Success,Success,True,113.0,9117283,ops-team@spacex.com
SX-0314,Crew-21,2024-02-11,2024,F9-B5,LC39A,C001,Cargo (Dragon),6337,TLI,Success,Failure,True,72.0,67772890,ops-team@spacex.com
SX-0315,Transporter-29,2024-02-21,2024,SS-T,BC,C002,Starlink Batch,14229,LEO,Success,Success,True,315.0,12809272,ops-team@spacex.com
SX-0316,Iridium NEXT-90,2024-02-23,2024,FH-C,LC39A,C002,Starlink Batch,17302,LEO,Success,Success,True,204.0,127195227,ops-team@spacex.com
SX-0317,USSF-64,2024-03-02,2024,F9-B5,LC39A,C012,Satellite - Commercial,6612,GTO,Success,Success,True,298.0,69617950,ops-team@spacex.com
SX-0318,OneWeb-79,2024-03-08,2024,SS-T,BC,C001,Science Probe,2163,LEO,Success,Success,True,124.0,12629004,ops-team@spacex.com
SX-0319,NROL-19,2024-03-08,2024,F9-B5,SLC4E,C012,Satellite - Commercial,4650,GTO,Success,Success,True,321.0,81546594,ops-team@spacex.com
SX-0320,Iridium NEXT-85,2024-03-09,2024,SS-T,BC,C002,Starlink Batch,15530,LEO,Success,Failure,True,223.0,11637074,ops-team@spacex.com
SX-0321,SES-82,2024-03-20,2024,F9-B5,LC39A,C002,Starlink Batch,17885,LEO,Success,Success,True,270.0,79872785,ops-team@spacex.com
SX-0322,Dragon-76,2024-03-21,2024,SS-T,BC,C012,Satellite - Commercial,4923,GTO,Success,Success,True,110.0,10702728,ops-team@spacex.com
SX-0323,O3b-51,2024-03-21,2024,F9-B5,SLC4E,C002,Starlink Batch,17885,LEO,Success,Success,True,311.0,61276339,ops-team@spacex.com
SX-0324,OneWeb-96,2024-03-25,2024,F9-B5,SLC4E,C015,Satellite - Commercial,6064,GTO,Success,Success,True,60.0,67475577,ops-team@spacex.com
SX-0325,Arabsat-43,2024-04-05,2024,F9-B5,SLC40,C002,Starlink Batch,16987,LEO,Success,Success,True,249.0,60643577,
SX-0326,NROL-07,2024-04-07,2024,F9-B5,SLC40,C002,Starlink Batch,16950,LEO,Success,Success,True,218.0,73512337,ops-team@spacex.com
SX-0327,SES-13,2024-04-14,2024,FH-C,LC39A,C002,Starlink Batch,16236,LEO,Success,Success,True,266.0,121728064,ops-team@spacex.com
SX-0328,NROL-41,2024-04-19,2024,F9-B5,LC39A,C002,Starlink Batch,15207,LEO,Success,Success,True,154.0,88992613,ops-team@spacex.com
SX-0329,AsiaSat-12,2024-04-21,2024,F9-B5,SLC4E,C002,Starlink Batch,14307,LEO,Success,Success,True,194.0,78210020,ops-team@spacex.com
SX-0330,CRS-07,2024-04-30,2024,SS-T,BC,C012,Satellite - Commercial,6975,GEO,Success,Success,True,72.0,10489925,ops-team@spacex.com
SX-0331,Dragon-37,2024-05-02,2024,SS-T,BC,C002,Starlink Batch,15086,LEO,Success,Success,True,173.0,10068967,ops-team@spacex.com
SX-0332,OneWeb-01,2024-05-05,2024,SS-T,BC,C002,Starlink Batch,14223,LEO,Success,Success,True,239.0,9394327,ops-team@spacex.com
SX-0333,GPS-61,2024-05-06,2024,SS-T,BC,C002,Starlink Batch,15195,LEO,Success,Success,True,80.0,10387590,ops-team@spacex.com
SX-0334,CRS-48,2024-05-13,2024,FH-C,LC39A,C003,Satellite - Government,5957,SSO,Success,Success,True,216.0,103424382,ops-team@spacex.com
SX-0335,Transporter-90,2024-05-15,2024,SS-T,BC,C001,Science Probe,4200,LEO,Success,Success,True,362.0,9435161,ops-team@spacex.com
SX-0336,USSF-67,2024-05-15,2024,F9-B5,LC39A,C013,Satellite - Government,1999,SSO,Failure,Success,True,235.0,89413675,ops-team@spacex.com
SX-0337,O3b-67,2024-05-15,2024,SS-T,BC,C015,Satellite - Commercial,2284,MEO,Success,Success,True,313.0,12048906,ops-team@spacex.com
SX-0338,Crew-25,2024-05-15,2024,F9-B5,LC39A,C002,Starlink Batch,17981,LEO,Success,Failure,True,85.0,61586678,ops-team@spacex.com
SX-0339,Starlink-41,2024-05-25,2024,F9-B5,LC39A,C008,Satellite - Commercial,3211,MEO,Success,Success,True,393.0,87862344,ops-team@spacex.com
SX-0340,Starlink-67,2024-05-26,2024,F9-B5,LC39A,C002,Starlink Batch,17508,LEO,Success,Success,True,255.0,87952431,ops-team@spacex.com
SX-0341,CRS-19,2024-05-31,2024,SS-T,BC,C012,Satellite - Commercial,2921,GEO,Success,Success,True,311.0,11645703,ops-team@spacex.com
SX-0342,AsiaSat-45,2024-06-02,2024,SS-T,BC,C002,Starlink Batch,17553,LEO,Success,Success,True,231.0,10188614,ops-team@spacex.com
SX-0343,O3b-78,2024-06-02,2024,SS-T,BC,C015,Satellite - Commercial,5301,GTO,Success,Success,True,369.0,12121475,ops-team@spacex.com
SX-0344,Arabsat-35,2024-06-03,2024,F9-B5,LC39A,C002,Starlink Batch,15946,LEO,Success,Success,True,211.0,60910021,ops-team@spacex.com
SX-0345,GPS-30,2024-06-09,2024,F9-B5,LC39A,C002,Starlink Batch,16805,LEO,Success,Success,True,89.0,69359485,ops-team@spacex.com
SX-0346,Crew-57,2024-06-09,2024,SS-T,BC,C002,Starlink Batch,14365,LEO,Success,Success,True,129.0,13110447,ops-team@spacex.com
SX-0347,Transporter-21,2024-06-10,2024,FH-C,LC39A,C012,Satellite - Commercial,2460,MEO,Success,Success,True,54.0,100880523,ops-team@spacex.com
SX-0348,Arabsat-26,2024-06-10,2024,SS-T,BC,C002,Starlink Batch,14789,LEO,Success,Success,True,50.0,10122706,ops-team@spacex.com
SX-0349,Arabsat-16,2024-06-27,2024,SS-T,BC,C001,Science Probe,5802,TLI,Success,Success,True,369.0,9137534,ops-team@spacex.com
