Date,Currency_Code,Currency_Name,Country,Rate_to_EUR
2024-05-22,CHF,Swiss Franc,Switzerland,0.9444
2024-05-22,GBP,British Pound,United Kingdom,0.8568
2024-05-22,USD,US Dollar,United States,1.0946
2024-05-23,EUR,Euro,Eurozone,0.9992
2024-05-23,SEK,Swedish Krona,Sweden,11.5021
2024-05-23,NOK,Norwegian Krone,Norway,11.8584
2024-05-23,DKK,Danish Krone,Denmark,7.425
2024-05-23,PLN,Polish Zloty,Poland,4.2622
2024-05-23,CZK,Czech Koruna,Czech Republic,25.3195
2024-05-23,HUF,Hungarian Forint,Hungary,403.2359
2024-05-23,RON,Romanian Leu,Romania,4.8837
2024-05-23,HRK,Croatian Kuna,Croatia,7.5856
2024-05-23,CHF,Swiss Franc,Switzerland,0.9474
2024-05-23,GBP,British Pound,United Kingdom,0.872
2024-05-23,USD,US Dollar,United States,1.0561
2024-05-24,EUR,Euro,Eurozone,1.0129
2024-05-24,SEK,Swedish Krona,Sweden,11.5261
2024-05-24,NOK,Norwegian Krone,Norway,11.3574
2024-05-24,DKK,Danish Krone,Denmark,7.3425
2024-05-24,PLN,Polish Zloty,Poland,4.4422
2024-05-24,CZK,Czech Koruna,Czech Republic,24.698
2024-05-24,HUF,Hungarian Forint,Hungary,401.867
2024-05-24,RON,Romanian Leu,Romania,4.9677
2024-05-24,HRK,Croatian Kuna,Croatia,7.4158
2024-05-24,CHF,Swiss Franc,Switzerland,0.9609
2024-05-24,GBP,British Pound,United Kingdom,0.8572
2024-05-24,USD,US Dollar,United States,1.081
2024-05-27,EUR,Euro,Eurozone,0.9916
2024-05-27,SEK,Swedish Krona,Sweden,11.3127
2024-05-27,NOK,Norwegian Krone,Norway,11.3462
2024-05-27,DKK,Danish Krone,Denmark,7.4112
2024-05-27,PLN,Polish Zloty,Poland,4.4417
2024-05-27,CZK,Czech Koruna,Czech Republic,24.8146
2024-05-27,HUF,Hungarian Forint,Hungary,397.2006
2024-05-27,RON,Romanian Leu,Romania,4.9179
2024-05-27,HRK,Croatian Kuna,Croatia,7.6536
2024-05-27,CHF,Swiss Franc,Switzerland,0.9192
2024-05-27,GBP,British Pound,United Kingdom,0.8842
2024-05-27,USD,US Dollar,United States,1.077
2024-05-28,EUR,Euro,Eurozone,0.9842
2024-05-28,SEK,Swedish Krona,Sweden,10.9621
2024-05-28,NOK,Norwegian Krone,Norway,11.3505
2024-05-28,DKK,Danish Krone,Denmark,7.4689
2024-05-28,PLN,Polish Zloty,Poland,4.2778
2024-05-28,CZK,Czech Koruna,Czech Republic,25.6769
2024-05-28,HUF,Hungarian Forint,Hungary,391.8683
2024-05-28,RON,Romanian Leu,Romania,4.8951
2024-05-28,HRK,Croatian Kuna,Croatia,7.5829
2024-05-28,CHF,Swiss Franc,Switzerland,0.9517
2024-05-28,GBP,British Pound,United Kingdom,0.8428
2024-05-28,USD,US Dollar,United States,1.0585
2024-05-29,EUR,Euro,Eurozone,0.9722
2024-05-29,SEK,Swedish Krona,Sweden,11.4096
2024-05-29,NOK,Norwegian Krone,Norway,11.6938
2024-05-29,DKK,Danish Krone,Denmark,7.4486
2024-05-29,PLN,Polish Zloty,Poland,4.4092
2024-05-29,CZK,Czech Koruna,Czech Republic,25.6418
2024-05-29,HUF,Hungarian Forint,Hungary,395.5152
2024-05-29,RON,Romanian Leu,Romania,5.0798
2024-05-29,HRK,Croatian Kuna,Croatia,7.3971
2024-05-29,CHF,Swiss Franc,Switzerland,0.9181
2024-05-29,GBP,British Pound,United Kingdom,0.8481
2024-05-29,USD,US Dollar,United States,1.0513
2024-05-30,EUR,Euro,Eurozone,1.0019
2024-05-30,SEK,Swedish Krona,Sweden,11.5447
2024-05-30,NOK,Norwegian Krone,Norway,11.2599
2024-05-30,DKK,Danish Krone,Denmark,7.2909
2024-05-30,PLN,Polish Zloty,Poland,4.3076
2024-05-30,CZK,Czech Koruna,Czech Republic,25.8355
2024-05-30,HUF,Hungarian Forint,Hungary,389.1594
2024-05-30,RON,Romanian Leu,Romania,4.9722
2024-05-30,HRK,Croatian Kuna,Croatia,7.3229
2024-05-30,CHF,Swiss Franc,Switzerland,0.9202
2024-05-30,GBP,British Pound,United Kingdom,0.8851
2024-05-30,USD,US Dollar,United States,1.1101
2024-05-31,EUR,Euro,Eurozone,0.9703
2024-05-31,SEK,Swedish Krona,Sweden,11.555
2024-05-31,NOK,Norwegian Krone,Norway,11.6767
2024-05-31,DKK,Danish Krone,Denmark,7.6247
2024-05-31,PLN,Polish Zloty,Poland,4.3083
2024-05-31,CZK,Czech Koruna,Czech Republic,25.2036
2024-05-31,HUF,Hungarian Forint,Hungary,393.2367
2024-05-31,RON,Romanian Leu,Romania,5.0198
2024-05-31,HRK,Croatian Kuna,Croatia,7.3672
2024-05-31,CHF,Swiss Franc,Switzerland,0.9135
2024-05-31,GBP,British Pound,United Kingdom,0.8501
2024-05-31,USD,US Dollar,United States,1.0933
2024-06-03,EUR,Euro,Eurozone,0.9821
2024-06-03,SEK,Swedish Krona,Sweden,11.3671
2024-06-03,NOK,Norwegian Krone,Norway,11.9065
2024-06-03,DKK,Danish Krone,Denmark,7.2782
2024-06-03,PLN,Polish Zloty,Poland,4.3647
2024-06-03,CZK,Czech Koruna,Czech Republic,25.095
2024-06-03,HUF,Hungarian Forint,Hungary,402.1918
2024-06-03,RON,Romanian Leu,Romania,4.8737
2024-06-03,HRK,Croatian Kuna,Croatia,7.617
2024-06-03,CHF,Swiss Franc,Switzerland,0.9591
2024-06-03,GBP,British Pound,United Kingdom,0.8829
2024-06-03,USD,US Dollar,United States,1.0919
2024-06-04,EUR,Euro,Eurozone,0.9998
2024-06-04,SEK,Swedish Krona,Sweden,11.3295
2024-06-04,NOK,Norwegian Krone,Norway,11.8363
2024-06-04,DKK,Danish Krone,Denmark,7.4916
2024-06-04,PLN,Polish Zloty,Poland,4.1983
2024-06-04,CZK,Czech Koruna,Czech Republic,25.8311
2024-06-04,HUF,Hungarian Forint,Hungary,397.9747
2024-06-04,RON,Romanian Leu,Romania,5.0226
2024-06-04,HRK,Croatian Kuna,Croatia,7.4015
2024-06-04,CHF,Swiss Franc,Switzerland,0.949
2024-06-04,GBP,British Pound,United Kingdom,0.8545
2024-06-04,USD,US Dollar,United States,1.0898
2024-06-05,EUR,Euro,Eurozone,0.9764
2024-06-05,SEK,Swedish Krona,Sweden,11.3565
2024-06-05,NOK,Norwegian Krone,Norway,11.927
2024-06-05,DKK,Danish Krone,Denmark,7.2578
2024-06-05,PLN,Polish Zloty,Poland,4.4437
2024-06-05,CZK,Czech Koruna,Czech Republic,25.0394
2024-06-05,HUF,Hungarian Forint,Hungary,402.2535
2024-06-05,RON,Romanian Leu,Romania,5.0542
2024-06-05,HRK,Croatian Kuna,Croatia,7.5603
2024-06-05,CHF,Swiss Franc,Switzerland,0.9534
2024-06-05,GBP,British Pound,United Kingdom,0.8795
2024-06-05,USD,US Dollar,United States,1.0738
2024-06-06,EUR,Euro,Eurozone,0.9896
2024-06-06,SEK,Swedish Krona,Sweden,11.3631
2024-06-06,NOK,Norwegian Krone,Norway,11.7939
2024-06-06,DKK,Danish Krone,Denmark,7.5774
2024-06-06,PLN,Polish Zloty,Poland,4.3972
2024-06-06,CZK,Czech Koruna,Czech Republic,25.0827
2024-06-06,HUF,Hungarian Forint,Hungary,401.0041
2024-06-06,RON,Romanian Leu,Romania,4.8567
2024-06-06,HRK,Croatian Kuna,Croatia,7.5501
2024-06-06,CHF,Swiss Franc,Switzerland,0.9121
2024-06-06,GBP,British Pound,United Kingdom,0.8509
2024-06-06,USD,US Dollar,United States,1.0713
2024-06-07,EUR,Euro,Eurozone,0.9938
2024-06-07,SEK,Swedish Krona,Sweden,11.3819
2024-06-07,NOK,Norwegian Krone,Norway,11.5026
2024-06-07,DKK,Danish Krone,Denmark,7.437
2024-06-07,PLN,Polish Zloty,Poland,4.252
2024-06-07,CZK,Czech Koruna,Czech Republic,24.9885
2024-06-07,HUF,Hungarian Forint,Hungary,387.0608
2024-06-07,RON,Romanian Leu,Romania,4.8427
2024-06-07,HRK,Croatian Kuna,Croatia,7.5767
2024-06-07,CHF,Swiss Franc,Switzerland,0.9495
2024-06-07,GBP,British Pound,United Kingdom,0.8662
2024-06-07,USD,US Dollar,United States,1.0776
2024-06-10,EUR,Euro,Eurozone,0.9928
2024-06-10,SEK,Swedish Krona,Sweden,11.4953
2024-06-10,NOK,Norwegian Krone,Norway,11.5933
2024-06-10,DKK,Danish Krone,Denmark,7.4507
2024-06-10,PLN,Polish Zloty,Poland,4.197
2024-06-10,CZK,Czech Koruna,Czech Republic,24.9402
2024-06-10,HUF,Hungarian Forint,Hungary,390.6714
2024-06-10,RON,Romanian Leu,Romania,4.9398
2024-06-10,HRK,Croatian Kuna,Croatia,7.5662
2024-06-10,CHF,Swiss Franc,Switzerland,0.9419
2024-06-10,GBP,British Pound,United Kingdom,0.8656
2024-06-10,USD,US Dollar,United States,1.0972
2024-06-11,EUR,Euro,Eurozone,1.0188
2024-06-11,SEK,Swedish Krona,Sweden,11.3972
2024-06-11,NOK,Norwegian Krone,Norway,11.8965
2024-06-11,DKK,Danish Krone,Denmark,7.2444
2024-06-11,PLN,Polish Zloty,Poland,4.2411
2024-06-11,CZK,Czech Koruna,Czech Republic,24.436
2024-06-11,HUF,Hungarian Forint,Hungary,396.9819
2024-06-11,RON,Romanian Leu,Romania,5.0887
2024-06-11,HRK,Croatian Kuna,Croatia,7.4141
2024-06-11,CHF,Swiss Franc,Switzerland,0.9641
2024-06-11,GBP,British Pound,United Kingdom,0.8373
2024-06-11,USD,US Dollar,United States,1.1082
2024-06-12,EUR,Euro,Eurozone,0.9911
2024-06-12,SEK,Swedish Krona,Sweden,10.981
2024-06-12,NOK,Norwegian Krone,Norway,11.5702
2024-06-12,DKK,Danish Krone,Denmark,7.3511
2024-06-12,PLN,Polish Zloty,Poland,4.2642
2024-06-12,CZK,Czech Koruna,Czech Republic,24.8889
2024-06-12,HUF,Hungarian Forint,Hungary,400.6544
2024-06-12,RON,Romanian Leu,Romania,4.9817
2024-06-12,HRK,Croatian Kuna,Croatia,7.4447
2024-06-12,CHF,Swiss Franc,Switzerland,0.9462
2024-06-12,GBP,British Pound,United Kingdom,0.8712
2024-06-12,USD,US Dollar,United States,1.0653
2024-06-13,EUR,Euro,Eurozone,0.9948
2024-06-13,SEK,Swedish Krona,Sweden,10.9948
2024-06-13,NOK,Norwegian Krone,Norway,11.3585
2024-06-13,DKK,Danish Krone,Denmark,7.5411
2024-06-13,PLN,Polish Zloty,Poland,4.2374
2024-06-13,CZK,Czech Koruna,Czech Republic,25.218
2024-06-13,HUF,Hungarian Forint,Hungary,398.4356
2024-06-13,RON,Romanian Leu,Romania,4.8528
2024-06-13,HRK,Croatian Kuna,Croatia,7.5604
2024-06-13,CHF,Swiss Franc,Switzerland,0.9263
2024-06-13,GBP,British Pound,United Kingdom,0.8839
2024-06-13,USD,US Dollar,United States,1.0789
2024-06-14,EUR,Euro,Eurozone,1.0184
2024-06-14,SEK,Swedish Krona,Sweden,11.2839
2024-06-14,NOK,Norwegian Krone,Norway,11.2628
2024-06-14,DKK,Danish Krone,Denmark,7.5196
2024-06-14,PLN,Polish Zloty,Poland,4.437
2024-06-14,CZK,Czech Koruna,Czech Republic,25.3335
2024-06-14,HUF,Hungarian Forint,Hungary,401.036
2024-06-14,RON,Romanian Leu,Romania,5.0846
2024-06-14,HRK,Croatian Kuna,Croatia,7.4071
2024-06-14,CHF,Swiss Franc,Switzerland,0.9238
2024-06-14,GBP,British Pound,United Kingdom,0.8657
2024-06-14,USD,US Dollar,United States,1.0742
2024-06-17,EUR,Euro,Eurozone,1.0204
2024-06-17,SEK,Swedish Krona,Sweden,11.52
2024-06-17,NOK,Norwegian Krone,Norway,11.4782
2024-06-17,DKK,Danish Krone,Denmark,7.3422
2024-06-17,PLN,Polish Zloty,Poland,4.3927
2024-06-17,CZK,Czech Koruna,Czech Republic,24.8398
2024-06-17,HUF,Hungarian Forint,Hungary,401.1169
2024-06-17,RON,Romanian Leu,Romania,4.9473
2024-06-17,HRK,Croatian Kuna,Croatia,7.6057
2024-06-17,CHF,Swiss Franc,Switzerland,0.9172
2024-06-17,GBP,British Pound,United Kingdom,0.8664
2024-06-17,USD,US Dollar,United States,1.0769
2024-06-18,EUR,Euro,Eurozone,1.0052
2024-06-18,SEK,Swedish Krona,Sweden,11.0259
2024-06-18,NOK,Norwegian Krone,Norway,11.7446
2024-06-18,DKK,Danish Krone,Denmark,7.6224
2024-06-18,PLN,Polish Zloty,Poland,4.2466
2024-06-18,CZK,Czech Koruna,Czech Republic,24.5692
2024-06-18,HUF,Hungarian Forint,Hungary,382.2531
2024-06-18,RON,Romanian Leu,Romania,5.0123
2024-06-18,HRK,Croatian Kuna,Croatia,7.5784
2024-06-18,CHF,Swiss Franc,Switzerland,0.9426
2024-06-18,GBP,British Pound,United Kingdom,0.8462
2024-06-18,USD,US Dollar,United States,1.0729
2024-06-19,EUR,Euro,Eurozone,1.0057
2024-06-19,SEK,Swedish Krona,Sweden,11.2478
2024-06-19,NOK,Norwegian Krone,Norway,11.9189
2024-06-19,DKK,Danish Krone,Denmark,7.2973
2024-06-19,PLN,Polish Zloty,Poland,4.3706
2024-06-19,CZK,Czech Koruna,Czech Republic,25.0354
2024-06-19,HUF,Hungarian Forint,Hungary,391.8048
2024-06-19,RON,Romanian Leu,Romania,5.0349
2024-06-19,HRK,Croatian Kuna,Croatia,7.6169
2024-06-19,CHF,Swiss Franc,Switzerland,0.9677
2024-06-19,GBP,British Pound,United Kingdom,0.8408
2024-06-19,USD,US Dollar,United States,1.0543
2024-06-20,EUR,Euro,Eurozone,1.0135
2024-06-20,SEK,Swedish Krona,Sweden,11.3029
2024-06-20,NOK,Norwegian Krone,Norway,11.4231
2024-06-20,DKK,Danish Krone,Denmark,7.2717
2024-06-20,PLN,Polish Zloty,Poland,4.2126
2024-06-20,CZK,Czech Koruna,Czech Republic,25.7755
2024-06-20,HUF,Hungarian Forint,Hungary,386.225
2024-06-20,RON,Romanian Leu,Romania,4.9173
2024-06-20,HRK,Croatian Kuna,Croatia,7.4065
2024-06-20,CHF,Swiss Franc,Switzerland,0.9318
2024-06-20,GBP,British Pound,United Kingdom,0.8378
2024-06-20,USD,US Dollar,United States,1.0812
2024-06-21,EUR,Euro,Eurozone,0.9741
2024-06-21,SEK,Swedish Krona,Sweden,11.4527
2024-06-21,NOK,Norwegian Krone,Norway,11.395
2024-06-21,DKK,Danish Krone,Denmark,7.4779
2024-06-21,PLN,Polish Zloty,Poland,4.4185
2024-06-21,CZK,Czech Koruna,Czech Republic,25.4079
2024-06-21,HUF,Hungarian Forint,Hungary,394.2781
2024-06-21,RON,Romanian Leu,Romania,4.9176
2024-06-21,HRK,Croatian Kuna,Croatia,7.4546
2024-06-21,CHF,Swiss Franc,Switzerland,0.9496
2024-06-21,GBP,British Pound,United Kingdom,0.8855
2024-06-21,USD,US Dollar,United States,1.0905
2024-06-24,EUR,Euro,Eurozone,1.0035
2024-06-24,SEK,Swedish Krona,Sweden,11.4057
2024-06-24,NOK,Norwegian Krone,Norway,11.5558
2024-06-24,DKK,Danish Krone,Denmark,7.2631
2024-06-24,PLN,Polish Zloty,Poland,4.3361
2024-06-24,CZK,Czech Koruna,Czech Republic,25.8714
2024-06-24,HUF,Hungarian Forint,Hungary,385.8339
2024-06-24,RON,Romanian Leu,Romania,5.0267
2024-06-24,HRK,Croatian Kuna,Croatia,7.3949
2024-06-24,CHF,Swiss Franc,Switzerland,0.942
2024-06-24,GBP,British Pound,United Kingdom,0.8392
2024-06-24,USD,US Dollar,United States,1.0768
2024-06-25,EUR,Euro,Eurozone,1.0154
2024-06-25,SEK,Swedish Krona,Sweden,11.1471
2024-06-25,NOK,Norwegian Krone,Norway,11.6946
2024-06-25,DKK,Danish Krone,Denmark,7.5922
2024-06-25,PLN,Polish Zloty,Poland,4.4307
2024-06-25,CZK,Czech Koruna,Czech Republic,24.7791
2024-06-25,HUF,Hungarian Forint,Hungary,391.1228
2024-06-25,RON,Romanian Leu,Romania,4.8664
2024-06-25,HRK,Croatian Kuna,Croatia,7.7525
2024-06-25,CHF,Swiss Franc,Switzerland,0.9641
2024-06-25,GBP,British Pound,United Kingdom,0.8621
2024-06-25,USD,US Dollar,United States,1.1022
2024-06-26,EUR,Euro,Eurozone,1.0013
2024-06-26,SEK,Swedish Krona,Sweden,11.3334
2024-06-26,NOK,Norwegian Krone,Norway,11.2945
2024-06-26,DKK,Danish Krone,Denmark,7.5743
2024-06-26,PLN,Polish Zloty,Poland,4.2235
2024-06-26,CZK,Czech Koruna,Czech Republic,25.6726
2024-06-26,HUF,Hungarian Forint,Hungary,400.1587
2024-06-26,RON,Romanian Leu,Romania,5.0322
2024-06-26,HRK,Croatian Kuna,Croatia,7.3204
2024-06-26,CHF,Swiss Franc,Switzerland,0.9289
2024-06-26,GBP,British Pound,United Kingdom,0.8478
2024-06-26,USD,US Dollar,United States,1.0709
2024-06-27,EUR,Euro,Eurozone,0.9753
2024-06-27,SEK,Swedish Krona,Sweden,11.5449
2024-06-27,NOK,Norwegian Krone,Norway,11.6174
2024-06-27,DKK,Danish Krone,Denmark,7.373
2024-06-27,PLN,Polish Zloty,Poland,4.2933
2024-06-27,CZK,Czech Koruna,Czech Republic,25.1002
2024-06-27,HUF,Hungarian Forint,Hungary,395.875
2024-06-27,RON,Romanian Leu,Romania,4.9747
2024-06-27,HRK,Croatian Kuna,Croatia,7.7195
2024-06-27,CHF,Swiss Franc,Switzerland,0.9398
2024-06-27,GBP,British Pound,United Kingdom,0.8854
2024-06-27,USD,US Dollar,United States,1.1028
2024-06-28,EUR,Euro,Eurozone,0.9825
2024-06-28,SEK,Swedish Krona,Sweden,11.5407
2024-06-28,NOK,Norwegian Krone,Norway,11.3135
2024-06-28,DKK,Danish Krone,Denmark,7.6021
2024-06-28,PLN,Polish Zloty,Poland,4.2891
2024-06-28,CZK,Czech Koruna,Czech Republic,25.751
2024-06-28,HUF,Hungarian Forint,Hungary,402.1898
2024-06-28,RON,Romanian Leu,Romania,5.0612
2024-06-28,HRK,Croatian Kuna,Croatia,7.661
2024-06-28,CHF,Swiss Franc,Switzerland,0.929
2024-06-28,GBP,British Pound,United Kingdom,0.8384
2024-06-28,USD,US Dollar,United States,1.0737
2024-07-01,EUR,Euro,Eurozone,0.9804
2024-07-01,SEK,Swedish Krona,Sweden,11.3816
2024-07-01,NOK,Norwegian Krone,Norway,11.4731
2024-07-01,DKK,Danish Krone,Denmark,7.6729
2024-07-01,PLN,Polish Zloty,Poland,4.3565
2024-07-01,CZK,Czech Koruna,Czech Republic,25.6672
2024-07-01,HUF,Hungarian Forint,Hungary,384.8239
2024-07-01,RON,Romanian Leu,Romania,5.078
2024-07-01,HRK,Croatian Kuna,Croatia,7.721
2024-07-01,CHF,Swiss Franc,Switzerland,0.9393
2024-07-01,GBP,British Pound,United Kingdom,0.8655
2024-07-01,USD,US Dollar,United States,1.0972
2024-07-02,EUR,Euro,Eurozone,0.9805
2024-07-02,SEK,Swedish Krona,Sweden,11.2517
2024-07-02,NOK,Norwegian Krone,Norway,11.5096
2024-07-02,DKK,Danish Krone,Denmark,7.3017
2024-07-02,PLN,Polish Zloty,Poland,4.2857
2024-07-02,CZK,Czech Koruna,Czech Republic,24.5276
2024-07-02,HUF,Hungarian Forint,Hungary,382.3044
2024-07-02,RON,Romanian Leu,Romania,4.8612
2024-07-02,HRK,Croatian Kuna,Croatia,7.7392
2024-07-02,CHF,Swiss Franc,Switzerland,0.9428
2024-07-02,GBP,British Pound,United Kingdom,0.884
2024-07-02,USD,US Dollar,United States,1.0756
2024-07-03,EUR,Euro,Eurozone,0.9887
2024-07-03,SEK,Swedish Krona,Sweden,11.2541
2024-07-03,NOK,Norwegian Krone,Norway,11.538
2024-07-03,DKK,Danish Krone,Denmark,7.2835
2024-07-03,PLN,Polish Zloty,Poland,4.3565
2024-07-03,CZK,Czech Koruna,Czech Republic,24.751
2024-07-03,HUF,Hungarian Forint,Hungary,396.3235
2024-07-03,RON,Romanian Leu,Romania,5.0148
2024-07-03,HRK,Croatian Kuna,Croatia,7.3728
2024-07-03,CHF,Swiss Franc,Switzerland,0.9153
2024-07-03,GBP,British Pound,United Kingdom,0.8745
2024-07-03,USD,US Dollar,United States,1.0774
2024-07-04,EUR,Euro,Eurozone,0.9735
2024-07-04,SEK,Swedish Krona,Sweden,11.584
2024-07-04,NOK,Norwegian Krone,Norway,11.2727
2024-07-04,DKK,Danish Krone,Denmark,7.5473
2024-07-04,PLN,Polish Zloty,Poland,4.4454
2024-07-04,CZK,Czech Koruna,Czech Republic,24.786
2024-07-04,HUF,Hungarian Forint,Hungary,385.0535
2024-07-04,RON,Romanian Leu,Romania,4.8571
2024-07-04,HRK,Croatian Kuna,Croatia,7.4411
2024-07-04,CHF,Swiss Franc,Switzerland,0.9175
2024-07-04,GBP,British Pound,United Kingdom,0.8699
2024-07-04,USD,US Dollar,United States,1.0516
2024-07-05,EUR,Euro,Eurozone,1.0006
2024-07-05,SEK,Swedish Krona,Sweden,11.5853
2024-07-05,NOK,Norwegian Krone,Norway,11.7981
2024-07-05,DKK,Danish Krone,Denmark,7.5116
2024-07-05,PLN,Polish Zloty,Poland,4.2698
2024-07-05,CZK,Czech Koruna,Czech Republic,25.3672
2024-07-05,HUF,Hungarian Forint,Hungary,394.1384
2024-07-05,RON,Romanian Leu,Romania,4.948
2024-07-05,HRK,Croatian Kuna,Croatia,7.3632
2024-07-05,CHF,Swiss Franc,Switzerland,0.9618
2024-07-05,GBP,British Pound,United Kingdom,0.8574
2024-07-05,USD,US Dollar,United States,1.0602
2024-07-08,EUR,Euro,Eurozone,0.9921
2024-07-08,SEK,Swedish Krona,Sweden,11.192
2024-07-08,NOK,Norwegian Krone,Norway,11.8076
2024-07-08,DKK,Danish Krone,Denmark,7.5646
2024-07-08,PLN,Polish Zloty,Poland,4.3898
2024-07-08,CZK,Czech Koruna,Czech Republic,24.4413
2024-07-08,HUF,Hungarian Forint,Hungary,391.5204
2024-07-08,RON,Romanian Leu,Romania,4.9644
2024-07-08,HRK,Croatian Kuna,Croatia,7.3128
2024-07-08,CHF,Swiss Franc,Switzerland,0.9265
2024-07-08,GBP,British Pound,United Kingdom,0.8734
2024-07-08,USD,US Dollar,United States,1.0565
2024-07-09,EUR,Euro,Eurozone,1.0021
2024-07-09,SEK,Swedish Krona,Sweden,11.0578
2024-07-09,NOK,Norwegian Krone,Norway,11.241
2024-07-09,DKK,Danish Krone,Denmark,7.3442
2024-07-09,PLN,Polish Zloty,Poland,4.4433
2024-07-09,CZK,Czech Koruna,Czech Republic,25.6356
2024-07-09,HUF,Hungarian Forint,Hungary,404.3506
2024-07-09,RON,Romanian Leu,Romania,4.9664
2024-07-09,HRK,Croatian Kuna,Croatia,7.3537
2024-07-09,CHF,Swiss Franc,Switzerland,0.9427
2024-07-09,GBP,British Pound,United Kingdom,0.8576
2024-07-09,USD,US Dollar,United States,1.1023
2024-07-10,EUR,Euro,Eurozone,0.9759
2024-07-10,SEK,Swedish Krona,Sweden,11.2421
2024-07-10,NOK,Norwegian Krone,Norway,11.3369
2024-07-10,DKK,Danish Krone,Denmark,7.3815
2024-07-10,PLN,Polish Zloty,Poland,4.3815
2024-07-10,CZK,Czech Koruna,Czech Republic,25.1438
2024-07-10,HUF,Hungarian Forint,Hungary,390.5697
2024-07-10,RON,Romanian Leu,Romania,4.9385
2024-07-10,HRK,Croatian Kuna,Croatia,7.5117
2024-07-10,CHF,Swiss Franc,Switzerland,0.9561
2024-07-10,GBP,British Pound,United Kingdom,0.8802
2024-07-10,USD,US Dollar,United States,1.1095
2024-07-11,EUR,Euro,Eurozone,1.0172
2024-07-11,SEK,Swedish Krona,Sweden,11.1254
2024-07-11,NOK,Norwegian Krone,Norway,11.7107
2024-07-11,DKK,Danish Krone,Denmark,7.4321
2024-07-11,PLN,Polish Zloty,Poland,4.2564
2024-07-11,CZK,Czech Koruna,Czech Republic,25.695
2024-07-11,HUF,Hungarian Forint,Hungary,382.6022
2024-07-11,RON,Romanian Leu,Romania,5.0898
2024-07-11,HRK,Croatian Kuna,Croatia,7.5126
2024-07-11,CHF,Swiss Franc,Switzerland,0.9477
2024-07-11,GBP,British Pound,United Kingdom,0.8682
2024-07-11,USD,US Dollar,United States,1.1056
2024-07-12,EUR,Euro,Eurozone,1.0082
2024-07-12,SEK,Swedish Krona,Sweden,11.3269
2024-07-12,NOK,Norwegian Krone,Norway,11.2789
2024-07-12,DKK,Danish Krone,Denmark,7.4682
2024-07-12,PLN,Polish Zloty,Poland,4.2293
2024-07-12,CZK,Czech Koruna,Czech Republic,25.5387
2024-07-12,HUF,Hungarian Forint,Hungary,393.7886
2024-07-12,RON,Romanian Leu,Romania,5.0237
2024-07-12,HRK,Croatian Kuna,Croatia,7.3229
2024-07-12,CHF,Swiss Franc,Switzerland,0.9166
2024-07-12,GBP,British Pound,United Kingdom,0.8712
2024-07-12,USD,US Dollar,United States,1.0523
2024-07-15,EUR,Euro,Eurozone,0.9743
2024-07-15,SEK,Swedish Krona,Sweden,10.9207
2024-07-15,NOK,Norwegian Krone,Norway,11.8972
2024-07-15,DKK,Danish Krone,Denmark,7.5663
2024-07-15,PLN,Polish Zloty,Poland,4.282
2024-07-15,CZK,Czech Koruna,Czech Republic,24.8726
2024-07-15,HUF,Hungarian Forint,Hungary,389.9515
2024-07-15,RON,Romanian Leu,Romania,5.0519
2024-07-15,HRK,Croatian Kuna,Croatia,7.6029
2024-07-15,CHF,Swiss Franc,Switzerland,0.9222
2024-07-15,GBP,British Pound,United Kingdom,0.8432
2024-07-15,USD,US Dollar,United States,1.054
2024-07-16,EUR,Euro,Eurozone,1.0096
2024-07-16,SEK,Swedish Krona,Sweden,11.4285
2024-07-16,NOK,Norwegian Krone,Norway,11.4168
2024-07-16,DKK,Danish Krone,Denmark,7.2456
2024-07-16,PLN,Polish Zloty,Poland,4.2117
2024-07-16,CZK,Czech Koruna,Czech Republic,25.8868
2024-07-16,HUF,Hungarian Forint,Hungary,388.6705
2024-07-16,RON,Romanian Leu,Romania,5.0503
2024-07-16,HRK,Croatian Kuna,Croatia,7.5863
2024-07-16,CHF,Swiss Franc,Switzerland,0.9333
2024-07-16,GBP,British Pound,United Kingdom,0.8448
2024-07-16,USD,US Dollar,United States,1.0555
2024-07-17,EUR,Euro,Eurozone,1.0069
2024-07-17,SEK,Swedish Krona,Sweden,11.4354
2024-07-17,NOK,Norwegian Krone,Norway,11.68
2024-07-17,DKK,Danish Krone,Denmark,7.4736
2024-07-17,PLN,Polish Zloty,Poland,4.2013
2024-07-17,CZK,Czech Koruna,Czech Republic,25.8878
2024-07-17,HUF,Hungarian Forint,Hungary,400.5526
2024-07-17,RON,Romanian Leu,Romania,4.9082
2024-07-17,HRK,Croatian Kuna,Croatia,7.7469
2024-07-17,CHF,Swiss Franc,Switzerland,0.9457
2024-07-17,GBP,British Pound,United Kingdom,0.8643
2024-07-17,USD,US Dollar,United States,1.0961
2024-07-18,EUR,Euro,Eurozone,1.0187
2024-07-18,SEK,Swedish Krona,Sweden,11.3556
2024-07-18,NOK,Norwegian Krone,Norway,11.3216
2024-07-18,DKK,Danish Krone,Denmark,7.3876
2024-07-18,PLN,Polish Zloty,Poland,4.431
2024-07-18,CZK,Czech Koruna,Czech Republic,24.7639
2024-07-18,HUF,Hungarian Forint,Hungary,390.4819
2024-07-18,RON,Romanian Leu,Romania,4.9497
2024-07-18,HRK,Croatian Kuna,Croatia,7.5026
2024-07-18,CHF,Swiss Franc,Switzerland,0.9464
2024-07-18,GBP,British Pound,United Kingdom,0.8829
