DateKey,Date,Year,Quarter,QuarterNumber,MonthNumber,MonthName,MonthYear,WeekNumber,Day,DayName,DayOfWeek,IsWeekend,FiscalYear,FiscalQuarter
20210915,2021-09-15,2021,Q3,3,9,September,Sep 2021,37,15,Wednesday,3,False,FY2021,FQ1
20210916,2021-09-16,2021,Q3,3,9,September,Sep 2021,37,16,Thursday,4,False,FY2021,FQ1
20210917,2021-09-17,2021,Q3,3,9,September,Sep 2021,37,17,Friday,5,False,FY2021,FQ1
20210918,2021-09-18,2021,Q3,3,9,September,Sep 2021,37,18,Saturday,6,True,FY2021,FQ1
20210919,2021-09-19,2021,Q3,3,9,September,Sep 2021,37,19,Sunday,7,True,FY2021,FQ1
20210920,2021-09-20,2021,Q3,3,9,September,Sep 2021,38,20,Monday,1,False,FY2021,FQ1
20210921,2021-09-21,2021,Q3,3,9,September,Sep 2021,38,21,Tuesday,2,False,FY2021,FQ1
20210922,2021-09-22,2021,Q3,3,9,September,Sep 2021,38,22,Wednesday,3,False,FY2021,FQ1
20210923,2021-09-23,2021,Q3,3,9,September,Sep 2021,38,23,Thursday,4,False,FY2021,FQ1
20210924,2021-09-24,2021,Q3,3,9,September,Sep 2021,38,24,Friday,5,False,FY2021,FQ1
20210925,2021-09-25,2021,Q3,3,9,September,Sep 2021,38,25,Saturday,6,True,FY2021,FQ1
20210926,2021-09-26,2021,Q3,3,9,September,Sep 2021,38,26,Sunday,7,True,FY2021,FQ1
20210927,2021-09-27,2021,Q3,3,9,September,Sep 2021,39,27,Monday,1,False,FY2021,FQ1
20210928,2021-09-28,2021,Q3,3,9,September,Sep 2021,39,28,Tuesday,2,False,FY2021,FQ1
20210929,2021-09-29,2021,Q3,3,9,September,Sep 2021,39,29,Wednesday,3,False,FY2021,FQ1
20210930,2021-09-30,2021,Q3,3,9,September,Sep 2021,39,30,Thursday,4,False,FY2021,FQ1
20211001,2021-10-01,2021,Q4,4,10,October,Oct 2021,39,1,Friday,5,False,FY2021,FQ2
20211002,2021-10-02,2021,Q4,4,10,October,Oct 2021,39,2,Saturday,6,True,FY2021,FQ2
20211003,2021-10-03,2021,Q4,4,10,October,Oct 2021,39,3,Sunday,7,True,FY2021,FQ2
20211004,2021-10-04,2021,Q4,4,10,October,Oct 2021,40,4,Monday,1,False,FY2021,FQ2
20211005,2021-10-05,2021,Q4,4,10,October,Oct 2021,40,5,Tuesday,2,False,FY2021,FQ2
20211006,2021-10-06,2021,Q4,4,10,October,Oct 2021,40,6,Wednesday,3,False,FY2021,FQ2
20211007,2021-10-07,2021,Q4,4,10,October,Oct 2021,40,7,Thursday,4,False,FY2021,FQ2
20211008,2021-10-08,2021,Q4,4,10,October,Oct 2021,40,8,Friday,5,False,FY2021,FQ2
20211009,2021-10-09,2021,Q4,4,10,October,Oct 2021,40,9,Saturday,6,True,FY2021,FQ2
20211010,2021-10-10,2021,Q4,4,10,October,Oct 2021,40,10,Sunday,7,True,FY2021,FQ2
20211011,2021-10-11,2021,Q4,4,10,October,Oct 2021,41,11,Monday,1,False,FY2021,FQ2
20211012,2021-10-12,2021,Q4,4,10,October,Oct 2021,41,12,Tuesday,2,False,FY2021,FQ2
20211013,2021-10-13,2021,Q4,4,10,October,Oct 2021,41,13,Wednesday,3,False,FY2021,FQ2
20211014,2021-10-14,2021,Q4,4,10,October,Oct 2021,41,14,Thursday,4,False,FY2021,FQ2
20211015,2021-10-15,2021,Q4,4,10,October,Oct 2021,41,15,Friday,5,False,FY2021,FQ2
20211016,2021-10-16,2021,Q4,4,10,October,Oct 2021,41,16,Saturday,6,True,FY2021,FQ2
20211017,2021-10-17,2021,Q4,4,10,October,Oct 2021,41,17,Sunday,7,True,FY2021,FQ2
20211018,2021-10-18,2021,Q4,4,10,October,Oct 2021,42,18,Monday,1,False,FY2021,FQ2
20211019,2021-10-19,2021,Q4,4,10,October,Oct 2021,42,19,Tuesday,2,False,FY2021,FQ2
20211020,2021-10-20,2021,Q4,4,10,October,Oct 2021,42,20,Wednesday,3,False,FY2021,FQ2
20211021,2021-10-21,2021,Q4,4,10,October,Oct 2021,42,21,Thursday,4,False,FY2021,FQ2
20211022,2021-10-22,2021,Q4,4,10,October,Oct 2021,42,22,Friday,5,False,FY2021,FQ2
20211023,2021-10-23,2021,Q4,4,10,October,Oct 2021,42,23,Saturday,6,True,FY2021,FQ2
20211024,2021-10-24,2021,Q4,4,10,October,Oct 2021,42,24,Sunday,7,True,FY2021,FQ2
20211025,2021-10-25,2021,Q4,4,10,October,Oct 2021,43,25,Monday,1,False,FY2021,FQ2
20211026,2021-10-26,2021,Q4,4,10,October,Oct 2021,43,26,Tuesday,2,False,FY2021,FQ2
20211027,2021-10-27,2021,Q4,4,10,October,Oct 2021,43,27,Wednesday,3,False,FY2021,FQ2
20211028,2021-10-28,2021,Q4,4,10,October,Oct 2021,43,28,Thursday,4,False,FY2021,FQ2
20211029,2021-10-29,2021,Q4,4,10,October,Oct 2021,43,29,Friday,5,False,FY2021,FQ2
20211030,2021-10-30,2021,Q4,4,10,October,Oct 2021,43,30,Saturday,6,True,FY2021,FQ2
20211031,2021-10-31,2021,Q4,4,10,October,Oct 2021,43,31,Sunday,7,True,FY2021,FQ2
20211101,2021-11-01,2021,Q4,4,11,November,Nov 2021,44,1,Monday,1,False,FY2021,FQ2
20211102,2021-11-02,2021,Q4,4,11,November,Nov 2021,44,2,Tuesday,2,False,FY2021,FQ2
20211103,2021-11-03,2021,Q4,4,11,November,Nov 2021,44,3,Wednesday,3,False,FY2021,FQ2
20211104,2021-11-04,2021,Q4,4,11,November,Nov 2021,44,4,Thursday,4,False,FY2021,FQ2
20211105,2021-11-05,2021,Q4,4,11,November,Nov 2021,44,5,Friday,5,False,FY2021,FQ2
20211106,2021-11-06,2021,Q4,4,11,November,Nov 2021,44,6,Saturday,6,True,FY2021,FQ2
20211107,2021-11-07,2021,Q4,4,11,November,Nov 2021,44,7,Sunday,7,True,FY2021,FQ2
20211108,2021-11-08,2021,Q4,4,11,November,Nov 2021,45,8,Monday,1,False,FY2021,FQ2
20211109,2021-11-09,2021,Q4,4,11,November,Nov 2021,45,9,Tuesday,2,False,FY2021,FQ2
20211110,2021-11-10,2021,Q4,4,11,November,Nov 2021,45,10,Wednesday,3,False,FY2021,FQ2
20211111,2021-11-11,2021,Q4,4,11,November,Nov 2021,45,11,Thursday,4,False,FY2021,FQ2
20211112,2021-11-12,2021,Q4,4,11,November,Nov 2021,45,12,Friday,5,False,FY2021,FQ2
20211113,2021-11-13,2021,Q4,4,11,November,Nov 2021,45,13,Saturday,6,True,FY2021,FQ2
20211114,2021-11-14,2021,Q4,4,11,November,Nov 2021,45,14,Sunday,7,True,FY2021,FQ2
20211115,2021-11-15,2021,Q4,4,11,November,Nov 2021,46,15,Monday,1,False,FY2021,FQ2
20211116,2021-11-16,2021,Q4,4,11,November,Nov 2021,46,16,Tuesday,2,False,FY2021,FQ2
20211117,2021-11-17,2021,Q4,4,11,November,Nov 2021,46,17,Wednesday,3,False,FY2021,FQ2
20211118,2021-11-18,2021,Q4,4,11,November,Nov 2021,46,18,Thursday,4,False,FY2021,FQ2
20211119,2021-11-19,2021,Q4,4,11,November,Nov 2021,46,19,Friday,5,False,FY2021,FQ2
20211120,2021-11-20,2021,Q4,4,11,November,Nov 2021,46,20,Saturday,6,True,FY2021,FQ2
20211121,2021-11-21,2021,Q4,4,11,November,Nov 2021,46,21,Sunday,7,True,FY2021,FQ2
20211122,2021-11-22,2021,Q4,4,11,November,Nov 2021,47,22,Monday,1,False,FY2021,FQ2
20211123,2021-11-23,2021,Q4,4,11,November,Nov 2021,47,23,Tuesday,2,False,FY2021,FQ2
20211124,2021-11-24,2021,Q4,4,11,November,Nov 2021,47,24,Wednesday,3,False,FY2021,FQ2
20211125,2021-11-25,2021,Q4,4,11,November,Nov 2021,47,25,Thursday,4,False,FY2021,FQ2
20211126,2021-11-26,2021,Q4,4,11,November,Nov 2021,47,26,Friday,5,False,FY2021,FQ2
20211127,2021-11-27,2021,Q4,4,11,November,Nov 2021,47,27,Saturday,6,True,FY2021,FQ2
20211128,2021-11-28,2021,Q4,4,11,November,Nov 2021,47,28,Sunday,7,True,FY2021,FQ2
20211129,2021-11-29,2021,Q4,4,11,November,Nov 2021,48,29,Monday,1,False,FY2021,FQ2
20211130,2021-11-30,2021,Q4,4,11,November,Nov 2021,48,30,Tuesday,2,False,FY2021,FQ2
20211201,2021-12-01,2021,Q4,4,12,December,Dec 2021,48,1,Wednesday,3,False,FY2021,FQ2
20211202,2021-12-02,2021,Q4,4,12,December,Dec 2021,48,2,Thursday,4,False,FY2021,FQ2
20211203,2021-12-03,2021,Q4,4,12,December,Dec 2021,48,3,Friday,5,False,FY2021,FQ2
20211204,2021-12-04,2021,Q4,4,12,December,Dec 2021,48,4,Saturday,6,True,FY2021,FQ2
20211205,2021-12-05,2021,Q4,4,12,December,Dec 2021,48,5,Sunday,7,True,FY2021,FQ2
20211206,2021-12-06,2021,Q4,4,12,December,Dec 2021,49,6,Monday,1,False,FY2021,FQ2
20211207,2021-12-07,2021,Q4,4,12,December,Dec 2021,49,7,Tuesday,2,False,FY2021,FQ2
20211208,2021-12-08,2021,Q4,4,12,December,Dec 2021,49,8,Wednesday,3,False,FY2021,FQ2
20211209,2021-12-09,2021,Q4,4,12,December,Dec 2021,49,9,Thursday,4,False,FY2021,FQ2
20211210,2021-12-10,2021,Q4,4,12,December,Dec 2021,49,10,Friday,5,False,FY2021,FQ2
20211211,2021-12-11,2021,Q4,4,12,December,Dec 2021,49,11,Saturday,6,True,FY2021,FQ2
20211212,2021-12-12,2021,Q4,4,12,December,Dec 2021,49,12,Sunday,7,True,FY2021,FQ2
20211213,2021-12-13,2021,Q4,4,12,December,Dec 2021,50,13,Monday,1,False,FY2021,FQ2
20211214,2021-12-14,2021,Q4,4,12,December,Dec 2021,50,14,Tuesday,2,False,FY2021,FQ2
20211215,2021-12-15,2021,Q4,4,12,December,Dec 2021,50,15,Wednesday,3,False,FY2021,FQ2
20211216,2021-12-16,2021,Q4,4,12,December,Dec 2021,50,16,Thursday,4,False,FY2021,FQ2
20211217,2021-12-17,2021,Q4,4,12,December,Dec 2021,50,17,Friday,5,False,FY2021,FQ2
20211218,2021-12-18,2021,Q4,4,12,December,Dec 2021,50,18,Saturday,6,True,FY2021,FQ2
20211219,2021-12-19,2021,Q4,4,12,December,Dec 2021,50,19,Sunday,7,True,FY2021,FQ2
20211220,2021-12-20,2021,Q4,4,12,December,Dec 2021,51,20,Monday,1,False,FY2021,FQ2
20211221,2021-12-21,2021,Q4,4,12,December,Dec 2021,51,21,Tuesday,2,False,FY2021,FQ2
20211222,2021-12-22,2021,Q4,4,12,December,Dec 2021,51,22,Wednesday,3,False,FY2021,FQ2
20211223,2021-12-23,2021,Q4,4,12,December,Dec 2021,51,23,Thursday,4,False,FY2021,FQ2
20211224,2021-12-24,2021,Q4,4,12,December,Dec 2021,51,24,Friday,5,False,FY2021,FQ2
20211225,2021-12-25,2021,Q4,4,12,December,Dec 2021,51,25,Saturday,6,True,FY2021,FQ2
20211226,2021-12-26,2021,Q4,4,12,December,Dec 2021,51,26,Sunday,7,True,FY2021,FQ2
20211227,2021-12-27,2021,Q4,4,12,December,Dec 2021,52,27,Monday,1,False,FY2021,FQ2
20211228,2021-12-28,2021,Q4,4,12,December,Dec 2021,52,28,Tuesday,2,False,FY2021,FQ2
20211229,2021-12-29,2021,Q4,4,12,December,Dec 2021,52,29,Wednesday,3,False,FY2021,FQ2
20211230,2021-12-30,2021,Q4,4,12,December,Dec 2021,52,30,Thursday,4,False,FY2021,FQ2
20211231,2021-12-31,2021,Q4,4,12,December,Dec 2021,52,31,Friday,5,False,FY2021,FQ2
20220101,2022-01-01,2022,Q1,1,1,January,Jan 2022,52,1,Saturday,6,True,FY2021,FQ3
20220102,2022-01-02,2022,Q1,1,1,January,Jan 2022,52,2,Sunday,7,True,FY2021,FQ3
20220103,2022-01-03,2022,Q1,1,1,January,Jan 2022,1,3,Monday,1,False,FY2021,FQ3
20220104,2022-01-04,2022,Q1,1,1,January,Jan 2022,1,4,Tuesday,2,False,FY2021,FQ3
20220105,2022-01-05,2022,Q1,1,1,January,Jan 2022,1,5,Wednesday,3,False,FY2021,FQ3
20220106,2022-01-06,2022,Q1,1,1,January,Jan 2022,1,6,Thursday,4,False,FY2021,FQ3
20220107,2022-01-07,2022,Q1,1,1,January,Jan 2022,1,7,Friday,5,False,FY2021,FQ3
20220108,2022-01-08,2022,Q1,1,1,January,Jan 2022,1,8,Saturday,6,True,FY2021,FQ3
20220109,2022-01-09,2022,Q1,1,1,January,Jan 2022,1,9,Sunday,7,True,FY2021,FQ3
20220110,2022-01-10,2022,Q1,1,1,January,Jan 2022,2,10,Monday,1,False,FY2021,FQ3
20220111,2022-01-11,2022,Q1,1,1,January,Jan 2022,2,11,Tuesday,2,False,FY2021,FQ3
20220112,2022-01-12,2022,Q1,1,1,January,Jan 2022,2,12,Wednesday,3,False,FY2021,FQ3
20220113,2022-01-13,2022,Q1,1,1,January,Jan 2022,2,13,Thursday,4,False,FY2021,FQ3
20220114,2022-01-14,2022,Q1,1,1,January,Jan 2022,2,14,Friday,5,False,FY2021,FQ3
20220115,2022-01-15,2022,Q1,1,1,January,Jan 2022,2,15,Saturday,6,True,FY2021,FQ3
20220116,2022-01-16,2022,Q1,1,1,January,Jan 2022,2,16,Sunday,7,True,FY2021,FQ3
20220117,2022-01-17,2022,Q1,1,1,January,Jan 2022,3,17,Monday,1,False,FY2021,FQ3
20220118,2022-01-18,2022,Q1,1,1,January,Jan 2022,3,18,Tuesday,2,False,FY2021,FQ3
20220119,2022-01-19,2022,Q1,1,1,January,Jan 2022,3,19,Wednesday,3,False,FY2021,FQ3
20220120,2022-01-20,2022,Q1,1,1,January,Jan 2022,3,20,Thursday,4,False,FY2021,FQ3
20220121,2022-01-21,2022,Q1,1,1,January,Jan 2022,3,21,Friday,5,False,FY2021,FQ3
20220122,2022-01-22,2022,Q1,1,1,January,Jan 2022,3,22,Saturday,6,True,FY2021,FQ3
20220123,2022-01-23,2022,Q1,1,1,January,Jan 2022,3,23,Sunday,7,True,FY2021,FQ3
20220124,2022-01-24,2022,Q1,1,1,January,Jan 2022,4,24,Monday,1,False,FY2021,FQ3
20220125,2022-01-25,2022,Q1,1,1,January,Jan 2022,4,25,Tuesday,2,False,FY2021,FQ3
20220126,2022-01-26,2022,Q1,1,1,January,Jan 2022,4,26,Wednesday,3,False,FY2021,FQ3
20220127,2022-01-27,2022,Q1,1,1,January,Jan 2022,4,27,Thursday,4,False,FY2021,FQ3
20220128,2022-01-28,2022,Q1,1,1,January,Jan 2022,4,28,Friday,5,False,FY2021,FQ3
20220129,2022-01-29,2022,Q1,1,1,January,Jan 2022,4,29,Saturday,6,True,FY2021,FQ3
20220130,2022-01-30,2022,Q1,1,1,January,Jan 2022,4,30,Sunday,7,True,FY2021,FQ3
20220131,2022-01-31,2022,Q1,1,1,January,Jan 2022,5,31,Monday,1,False,FY2021,FQ3
20220201,2022-02-01,2022,Q1,1,2,February,Feb 2022,5,1,Tuesday,2,False,FY2021,FQ3
20220202,2022-02-02,2022,Q1,1,2,February,Feb 2022,5,2,Wednesday,3,False,FY2021,FQ3
20220203,2022-02-03,2022,Q1,1,2,February,Feb 2022,5,3,Thursday,4,False,FY2021,FQ3
20220204,2022-02-04,2022,Q1,1,2,February,Feb 2022,5,4,Friday,5,False,FY2021,FQ3
20220205,2022-02-05,2022,Q1,1,2,February,Feb 2022,5,5,Saturday,6,True,FY2021,FQ3
20220206,2022-02-06,2022,Q1,1,2,February,Feb 2022,5,6,Sunday,7,True,FY2021,FQ3
20220207,2022-02-07,2022,Q1,1,2,February,Feb 2022,6,7,Monday,1,False,FY2021,FQ3
20220208,2022-02-08,2022,Q1,1,2,February,Feb 2022,6,8,Tuesday,2,False,FY2021,FQ3
20220209,2022-02-09,2022,Q1,1,2,February,Feb 2022,6,9,Wednesday,3,False,FY2021,FQ3
20220210,2022-02-10,2022,Q1,1,2,February,Feb 2022,6,10,Thursday,4,False,FY2021,FQ3
20220211,2022-02-11,2022,Q1,1,2,February,Feb 2022,6,11,Friday,5,False,FY2021,FQ3
20220212,2022-02-12,2022,Q1,1,2,February,Feb 2022,6,12,Saturday,6,True,FY2021,FQ3
20220213,2022-02-13,2022,Q1,1,2,February,Feb 2022,6,13,Sunday,7,True,FY2021,FQ3
20220214,2022-02-14,2022,Q1,1,2,February,Feb 2022,7,14,Monday,1,False,FY2021,FQ3
20220215,2022-02-15,2022,Q1,1,2,February,Feb 2022,7,15,Tuesday,2,False,FY2021,FQ3
20220216,2022-02-16,2022,Q1,1,2,February,Feb 2022,7,16,Wednesday,3,False,FY2021,FQ3
20220217,2022-02-17,2022,Q1,1,2,February,Feb 2022,7,17,Thursday,4,False,FY2021,FQ3
20220218,2022-02-18,2022,Q1,1,2,February,Feb 2022,7,18,Friday,5,False,FY2021,FQ3
20220219,2022-02-19,2022,Q1,1,2,February,Feb 2022,7,19,Saturday,6,True,FY2021,FQ3
20220220,2022-02-20,2022,Q1,1,2,February,Feb 2022,7,20,Sunday,7,True,FY2021,FQ3
20220221,2022-02-21,2022,Q1,1,2,February,Feb 2022,8,21,Monday,1,False,FY2021,FQ3
20220222,2022-02-22,2022,Q1,1,2,February,Feb 2022,8,22,Tuesday,2,False,FY2021,FQ3
20220223,2022-02-23,2022,Q1,1,2,February,Feb 2022,8,23,Wednesday,3,False,FY2021,FQ3
20220224,2022-02-24,2022,Q1,1,2,February,Feb 2022,8,24,Thursday,4,False,FY2021,FQ3
20220225,2022-02-25,2022,Q1,1,2,February,Feb 2022,8,25,Friday,5,False,FY2021,FQ3
20220226,2022-02-26,2022,Q1,1,2,February,Feb 2022,8,26,Saturday,6,True,FY2021,FQ3
20220227,2022-02-27,2022,Q1,1,2,February,Feb 2022,8,27,Sunday,7,True,FY2021,FQ3
20220228,2022-02-28,2022,Q1,1,2,February,Feb 2022,9,28,Monday,1,False,FY2021,FQ3
20220301,2022-03-01,2022,Q1,1,3,March,Mar 2022,9,1,Tuesday,2,False,FY2021,FQ3
20220302,2022-03-02,2022,Q1,1,3,March,Mar 2022,9,2,Wednesday,3,False,FY2021,FQ3
20220303,2022-03-03,2022,Q1,1,3,March,Mar 2022,9,3,Thursday,4,False,FY2021,FQ3
20220304,2022-03-04,2022,Q1,1,3,March,Mar 2022,9,4,Friday,5,False,FY2021,FQ3
20220305,2022-03-05,2022,Q1,1,3,March,Mar 2022,9,5,Saturday,6,True,FY2021,FQ3
20220306,2022-03-06,2022,Q1,1,3,March,Mar 2022,9,6,Sunday,7,True,FY2021,FQ3
20220307,2022-03-07,2022,Q1,1,3,March,Mar 2022,10,7,Monday,1,False,FY2021,FQ3
20220308,2022-03-08,2022,Q1,1,3,March,Mar 2022,10,8,Tuesday,2,False,FY2021,FQ3
20220309,2022-03-09,2022,Q1,1,3,March,Mar 2022,10,9,Wednesday,3,False,FY2021,FQ3
20220310,2022-03-10,2022,Q1,1,3,March,Mar 2022,10,10,Thursday,4,False,FY2021,FQ3
20220311,2022-03-11,2022,Q1,1,3,March,Mar 2022,10,11,Friday,5,False,FY2021,FQ3
20220312,2022-03-12,2022,Q1,1,3,March,Mar 2022,10,12,Saturday,6,True,FY2021,FQ3
20220313,2022-03-13,2022,Q1,1,3,March,Mar 2022,10,13,Sunday,7,True,FY2021,FQ3
20220314,2022-03-14,2022,Q1,1,3,March,Mar 2022,11,14,Monday,1,False,FY2021,FQ3
20220315,2022-03-15,2022,Q1,1,3,March,Mar 2022,11,15,Tuesday,2,False,FY2021,FQ3
20220316,2022-03-16,2022,Q1,1,3,March,Mar 2022,11,16,Wednesday,3,False,FY2021,FQ3
20220317,2022-03-17,2022,Q1,1,3,March,Mar 2022,11,17,Thursday,4,False,FY2021,FQ3
20220318,2022-03-18,2022,Q1,1,3,March,Mar 2022,11,18,Friday,5,False,FY2021,FQ3
20220319,2022-03-19,2022,Q1,1,3,March,Mar 2022,11,19,Saturday,6,True,FY2021,FQ3
20220320,2022-03-20,2022,Q1,1,3,March,Mar 2022,11,20,Sunday,7,True,FY2021,FQ3
20220321,2022-03-21,2022,Q1,1,3,March,Mar 2022,12,21,Monday,1,False,FY2021,FQ3
20220322,2022-03-22,2022,Q1,1,3,March,Mar 2022,12,22,Tuesday,2,False,FY2021,FQ3
20220323,2022-03-23,2022,Q1,1,3,March,Mar 2022,12,23,Wednesday,3,False,FY2021,FQ3
20220324,2022-03-24,2022,Q1,1,3,March,Mar 2022,12,24,Thursday,4,False,FY2021,FQ3
20220325,2022-03-25,2022,Q1,1,3,March,Mar 2022,12,25,Friday,5,False,FY2021,FQ3
20220326,2022-03-26,2022,Q1,1,3,March,Mar 2022,12,26,Saturday,6,True,FY2021,FQ3
20220327,2022-03-27,2022,Q1,1,3,March,Mar 2022,12,27,Sunday,7,True,FY2021,FQ3
20220328,2022-03-28,2022,Q1,1,3,March,Mar 2022,13,28,Monday,1,False,FY2021,FQ3
20220329,2022-03-29,2022,Q1,1,3,March,Mar 2022,13,29,Tuesday,2,False,FY2021,FQ3
20220330,2022-03-30,2022,Q1,1,3,March,Mar 2022,13,30,Wednesday,3,False,FY2021,FQ3
20220331,2022-03-31,2022,Q1,1,3,March,Mar 2022,13,31,Thursday,4,False,FY2021,FQ3
20220401,2022-04-01,2022,Q2,2,4,April,Apr 2022,13,1,Friday,5,False,FY2021,FQ4
20220402,2022-04-02,2022,Q2,2,4,April,Apr 2022,13,2,Saturday,6,True,FY2021,FQ4
20220403,2022-04-03,2022,Q2,2,4,April,Apr 2022,13,3,Sunday,7,True,FY2021,FQ4
20220404,2022-04-04,2022,Q2,2,4,April,Apr 2022,14,4,Monday,1,False,FY2021,FQ4
20220405,2022-04-05,2022,Q2,2,4,April,Apr 2022,14,5,Tuesday,2,False,FY2021,FQ4
20220406,2022-04-06,2022,Q2,2,4,April,Apr 2022,14,6,Wednesday,3,False,FY2021,FQ4
20220407,2022-04-07,2022,Q2,2,4,April,Apr 2022,14,7,Thursday,4,False,FY2021,FQ4
20220408,2022-04-08,2022,Q2,2,4,April,Apr 2022,14,8,Friday,5,False,FY2021,FQ4
20220409,2022-04-09,2022,Q2,2,4,April,Apr 2022,14,9,Saturday,6,True,FY2021,FQ4
20220410,2022-04-10,2022,Q2,2,4,April,Apr 2022,14,10,Sunday,7,True,FY2021,FQ4
20220411,2022-04-11,2022,Q2,2,4,April,Apr 2022,15,11,Monday,1,False,FY2021,FQ4
20220412,2022-04-12,2022,Q2,2,4,April,Apr 2022,15,12,Tuesday,2,False,FY2021,FQ4
20220413,2022-04-13,2022,Q2,2,4,April,Apr 2022,15,13,Wednesday,3,False,FY2021,FQ4
20220414,2022-04-14,2022,Q2,2,4,April,Apr 2022,15,14,Thursday,4,False,FY2021,FQ4
20220415,2022-04-15,2022,Q2,2,4,April,Apr 2022,15,15,Friday,5,False,FY2021,FQ4
20220416,2022-04-16,2022,Q2,2,4,April,Apr 2022,15,16,Saturday,6,True,FY2021,FQ4
20220417,2022-04-17,2022,Q2,2,4,April,Apr 2022,15,17,Sunday,7,True,FY2021,FQ4
20220418,2022-04-18,2022,Q2,2,4,April,Apr 2022,16,18,Monday,1,False,FY2021,FQ4
20220419,2022-04-19,2022,Q2,2,4,April,Apr 2022,16,19,Tuesday,2,False,FY2021,FQ4
20220420,2022-04-20,2022,Q2,2,4,April,Apr 2022,16,20,Wednesday,3,False,FY2021,FQ4
20220421,2022-04-21,2022,Q2,2,4,April,Apr 2022,16,21,Thursday,4,False,FY2021,FQ4
20220422,2022-04-22,2022,Q2,2,4,April,Apr 2022,16,22,Friday,5,False,FY2021,FQ4
20220423,2022-04-23,2022,Q2,2,4,April,Apr 2022,16,23,Saturday,6,True,FY2021,FQ4
20220424,2022-04-24,2022,Q2,2,4,April,Apr 2022,16,24,Sunday,7,True,FY2021,FQ4
20220425,2022-04-25,2022,Q2,2,4,April,Apr 2022,17,25,Monday,1,False,FY2021,FQ4
20220426,2022-04-26,2022,Q2,2,4,April,Apr 2022,17,26,Tuesday,2,False,FY2021,FQ4
20220427,2022-04-27,2022,Q2,2,4,April,Apr 2022,17,27,Wednesday,3,False,FY2021,FQ4
20220428,2022-04-28,2022,Q2,2,4,April,Apr 2022,17,28,Thursday,4,False,FY2021,FQ4
20220429,2022-04-29,2022,Q2,2,4,April,Apr 2022,17,29,Friday,5,False,FY2021,FQ4
20220430,2022-04-30,2022,Q2,2,4,April,Apr 2022,17,30,Saturday,6,True,FY2021,FQ4
20220501,2022-05-01,2022,Q2,2,5,May,May 2022,17,1,Sunday,7,True,FY2021,FQ4
20220502,2022-05-02,2022,Q2,2,5,May,May 2022,18,2,Monday,1,False,FY2021,FQ4
20220503,2022-05-03,2022,Q2,2,5,May,May 2022,18,3,Tuesday,2,False,FY2021,FQ4
20220504,2022-05-04,2022,Q2,2,5,May,May 2022,18,4,Wednesday,3,False,FY2021,FQ4
20220505,2022-05-05,2022,Q2,2,5,May,May 2022,18,5,Thursday,4,False,FY2021,FQ4
20220506,2022-05-06,2022,Q2,2,5,May,May 2022,18,6,Friday,5,False,FY2021,FQ4
20220507,2022-05-07,2022,Q2,2,5,May,May 2022,18,7,Saturday,6,True,FY2021,FQ4
20220508,2022-05-08,2022,Q2,2,5,May,May 2022,18,8,Sunday,7,True,FY2021,FQ4
20220509,2022-05-09,2022,Q2,2,5,May,May 2022,19,9,Monday,1,False,FY2021,FQ4
20220510,2022-05-10,2022,Q2,2,5,May,May 2022,19,10,Tuesday,2,False,FY2021,FQ4
20220511,2022-05-11,2022,Q2,2,5,May,May 2022,19,11,Wednesday,3,False,FY2021,FQ4
20220512,2022-05-12,2022,Q2,2,5,May,May 2022,19,12,Thursday,4,False,FY2021,FQ4
20220513,2022-05-13,2022,Q2,2,5,May,May 2022,19,13,Friday,5,False,FY2021,FQ4
20220514,2022-05-14,2022,Q2,2,5,May,May 2022,19,14,Saturday,6,True,FY2021,FQ4
20220515,2022-05-15,2022,Q2,2,5,May,May 2022,19,15,Sunday,7,True,FY2021,FQ4
20220516,2022-05-16,2022,Q2,2,5,May,May 2022,20,16,Monday,1,False,FY2021,FQ4
20220517,2022-05-17,2022,Q2,2,5,May,May 2022,20,17,Tuesday,2,False,FY2021,FQ4
20220518,2022-05-18,2022,Q2,2,5,May,May 2022,20,18,Wednesday,3,False,FY2021,FQ4
20220519,2022-05-19,2022,Q2,2,5,May,May 2022,20,19,Thursday,4,False,FY2021,FQ4
20220520,2022-05-20,2022,Q2,2,5,May,May 2022,20,20,Friday,5,False,FY2021,FQ4
20220521,2022-05-21,2022,Q2,2,5,May,May 2022,20,21,Saturday,6,True,FY2021,FQ4
20220522,2022-05-22,2022,Q2,2,5,May,May 2022,20,22,Sunday,7,True,FY2021,FQ4
20220523,2022-05-23,2022,Q2,2,5,May,May 2022,21,23,Monday,1,False,FY2021,FQ4
20220524,2022-05-24,2022,Q2,2,5,May,May 2022,21,24,Tuesday,2,False,FY2021,FQ4
20220525,2022-05-25,2022,Q2,2,5,May,May 2022,21,25,Wednesday,3,False,FY2021,FQ4
20220526,2022-05-26,2022,Q2,2,5,May,May 2022,21,26,Thursday,4,False,FY2021,FQ4
20220527,2022-05-27,2022,Q2,2,5,May,May 2022,21,27,Friday,5,False,FY2021,FQ4
20220528,2022-05-28,2022,Q2,2,5,May,May 2022,21,28,Saturday,6,True,FY2021,FQ4
20220529,2022-05-29,2022,Q2,2,5,May,May 2022,21,29,Sunday,7,True,FY2021,FQ4
20220530,2022-05-30,2022,Q2,2,5,May,May 2022,22,30,Monday,1,False,FY2021,FQ4
