StoreKey,ProductKey,DateKey,SnapshotDate,StockCount
2,15,20230626,2023-06-26,70
2,17,20230626,2023-06-26,67
2,18,20230626,2023-06-26,69
2,23,20230626,2023-06-26,73
3,4,20230626,2023-06-26,72
3,7,20230626,2023-06-26,73
3,8,20230626,2023-06-26,59
3,10,20230626,2023-06-26,69
3,12,20230626,2023-06-26,56
3,13,20230626,2023-06-26,85
3,15,20230626,2023-06-26,65
3,17,20230626,2023-06-26,92
3,18,20230626,2023-06-26,50
3,23,20230626,2023-06-26,91
4,4,20230626,2023-06-26,59
4,7,20230626,2023-06-26,62
4,8,20230626,2023-06-26,65
4,10,20230626,2023-06-26,79
4,12,20230626,2023-06-26,98
4,13,20230626,2023-06-26,86
4,15,20230626,2023-06-26,66
4,17,20230626,2023-06-26,95
4,18,20230626,2023-06-26,113
4,23,20230626,2023-06-26,53
5,4,20230626,2023-06-26,46
5,7,20230626,2023-06-26,31
5,8,20230626,2023-06-26,58
5,10,20230626,2023-06-26,65
5,12,20230626,2023-06-26,62
5,13,20230626,2023-06-26,47
5,15,20230626,2023-06-26,44
5,17,20230626,2023-06-26,67
5,18,20230626,2023-06-26,33
5,23,20230626,2023-06-26,60
6,4,20230626,2023-06-26,63
6,7,20230626,2023-06-26,83
6,8,20230626,2023-06-26,69
6,10,20230626,2023-06-26,46
6,12,20230626,2023-06-26,71
6,13,20230626,2023-06-26,64
6,15,20230626,2023-06-26,46
6,17,20230626,2023-06-26,82
6,18,20230626,2023-06-26,45
6,23,20230626,2023-06-26,44
7,4,20230626,2023-06-26,69
7,7,20230626,2023-06-26,89
7,8,20230626,2023-06-26,117
7,10,20230626,2023-06-26,134
7,12,20230626,2023-06-26,139
7,13,20230626,2023-06-26,96
7,15,20230626,2023-06-26,91
7,17,20230626,2023-06-26,100
7,18,20230626,2023-06-26,120
7,23,20230626,2023-06-26,107
8,4,20230626,2023-06-26,93
8,7,20230626,2023-06-26,71
8,8,20230626,2023-06-26,70
8,10,20230626,2023-06-26,70
8,12,20230626,2023-06-26,98
8,13,20230626,2023-06-26,97
8,15,20230626,2023-06-26,46
8,17,20230626,2023-06-26,63
8,18,20230626,2023-06-26,79
8,23,20230626,2023-06-26,89
9,4,20230626,2023-06-26,64
9,7,20230626,2023-06-26,31
9,8,20230626,2023-06-26,53
9,10,20230626,2023-06-26,31
9,12,20230626,2023-06-26,60
9,13,20230626,2023-06-26,38
9,15,20230626,2023-06-26,42
9,17,20230626,2023-06-26,49
9,18,20230626,2023-06-26,38
9,23,20230626,2023-06-26,52
10,4,20230626,2023-06-26,89
10,7,20230626,2023-06-26,94
10,8,20230626,2023-06-26,93
10,10,20230626,2023-06-26,51
10,12,20230626,2023-06-26,58
10,13,20230626,2023-06-26,78
10,15,20230626,2023-06-26,97
10,17,20230626,2023-06-26,52
10,18,20230626,2023-06-26,82
10,23,20230626,2023-06-26,45
11,4,20230626,2023-06-26,33
11,7,20230626,2023-06-26,40
11,8,20230626,2023-06-26,28
11,10,20230626,2023-06-26,42
11,12,20230626,2023-06-26,54
11,13,20230626,2023-06-26,53
11,15,20230626,2023-06-26,46
11,17,20230626,2023-06-26,25
11,18,20230626,2023-06-26,27
11,23,20230626,2023-06-26,52
12,4,20230626,2023-06-26,116
12,7,20230626,2023-06-26,72
12,8,20230626,2023-06-26,85
12,10,20230626,2023-06-26,78
12,12,20230626,2023-06-26,64
12,13,20230626,2023-06-26,95
12,15,20230626,2023-06-26,61
12,17,20230626,2023-06-26,92
12,18,20230626,2023-06-26,63
12,23,20230626,2023-06-26,56
1,4,20230703,2023-07-03,99
1,7,20230703,2023-07-03,119
1,8,20230703,2023-07-03,127
1,10,20230703,2023-07-03,85
1,12,20230703,2023-07-03,87
1,13,20230703,2023-07-03,70
1,15,20230703,2023-07-03,100
1,17,20230703,2023-07-03,66
1,18,20230703,2023-07-03,128
1,23,20230703,2023-07-03,61
2,4,20230703,2023-07-03,69
2,7,20230703,2023-07-03,51
2,8,20230703,2023-07-03,65
2,10,20230703,2023-07-03,68
2,12,20230703,2023-07-03,62
2,13,20230703,2023-07-03,34
2,15,20230703,2023-07-03,59
2,17,20230703,2023-07-03,71
2,18,20230703,2023-07-03,44
2,23,20230703,2023-07-03,55
3,4,20230703,2023-07-03,88
3,7,20230703,2023-07-03,56
3,8,20230703,2023-07-03,57
3,10,20230703,2023-07-03,71
3,12,20230703,2023-07-03,91
3,13,20230703,2023-07-03,83
3,15,20230703,2023-07-03,63
3,17,20230703,2023-07-03,83
3,18,20230703,2023-07-03,64
3,23,20230703,2023-07-03,72
4,4,20230703,2023-07-03,87
4,7,20230703,2023-07-03,87
4,8,20230703,2023-07-03,62
4,10,20230703,2023-07-03,65
4,12,20230703,2023-07-03,87
4,13,20230703,2023-07-03,68
4,15,20230703,2023-07-03,68
4,17,20230703,2023-07-03,77
4,18,20230703,2023-07-03,103
4,23,20230703,2023-07-03,72
5,4,20230703,2023-07-03,63
5,7,20230703,2023-07-03,46
5,8,20230703,2023-07-03,39
5,10,20230703,2023-07-03,36
5,12,20230703,2023-07-03,38
5,13,20230703,2023-07-03,61
5,15,20230703,2023-07-03,43
5,17,20230703,2023-07-03,50
5,18,20230703,2023-07-03,43
5,23,20230703,2023-07-03,40
6,4,20230703,2023-07-03,39
6,7,20230703,2023-07-03,72
6,8,20230703,2023-07-03,61
6,10,20230703,2023-07-03,83
6,12,20230703,2023-07-03,49
6,13,20230703,2023-07-03,58
6,15,20230703,2023-07-03,83
6,17,20230703,2023-07-03,60
6,18,20230703,2023-07-03,60
6,23,20230703,2023-07-03,79
7,4,20230703,2023-07-03,65
7,7,20230703,2023-07-03,78
7,8,20230703,2023-07-03,94
7,10,20230703,2023-07-03,74
7,12,20230703,2023-07-03,115
7,13,20230703,2023-07-03,139
7,15,20230703,2023-07-03,74
7,17,20230703,2023-07-03,62
7,18,20230703,2023-07-03,106
7,23,20230703,2023-07-03,74
8,4,20230703,2023-07-03,99
8,7,20230703,2023-07-03,98
8,8,20230703,2023-07-03,86
8,10,20230703,2023-07-03,55
8,12,20230703,2023-07-03,57
8,13,20230703,2023-07-03,55
8,15,20230703,2023-07-03,53
8,17,20230703,2023-07-03,45
8,18,20230703,2023-07-03,62
8,23,20230703,2023-07-03,67
9,4,20230703,2023-07-03,32
9,7,20230703,2023-07-03,59
9,8,20230703,2023-07-03,34
9,10,20230703,2023-07-03,50
9,12,20230703,2023-07-03,59
9,13,20230703,2023-07-03,50
9,15,20230703,2023-07-03,36
9,17,20230703,2023-07-03,29
9,18,20230703,2023-07-03,43
9,23,20230703,2023-07-03,54
10,4,20230703,2023-07-03,67
10,7,20230703,2023-07-03,85
10,8,20230703,2023-07-03,73
10,10,20230703,2023-07-03,61
10,12,20230703,2023-07-03,54
10,13,20230703,2023-07-03,68
10,15,20230703,2023-07-03,53
10,17,20230703,2023-07-03,68
10,18,20230703,2023-07-03,77
10,23,20230703,2023-07-03,81
11,4,20230703,2023-07-03,34
11,7,20230703,2023-07-03,28
11,8,20230703,2023-07-03,51
11,10,20230703,2023-07-03,53
11,12,20230703,2023-07-03,37
11,13,20230703,2023-07-03,32
11,15,20230703,2023-07-03,32
11,17,20230703,2023-07-03,35
11,18,20230703,2023-07-03,41
11,23,20230703,2023-07-03,43
12,4,20230703,2023-07-03,69
12,7,20230703,2023-07-03,108
12,8,20230703,2023-07-03,78
12,10,20230703,2023-07-03,68
12,12,20230703,2023-07-03,113
12,13,20230703,2023-07-03,79
12,15,20230703,2023-07-03,63
12,17,20230703,2023-07-03,56
12,18,20230703,2023-07-03,65
12,23,20230703,2023-07-03,66
1,4,20230710,2023-07-10,85
1,7,20230710,2023-07-10,63
1,8,20230710,2023-07-10,119
1,10,20230710,2023-07-10,127
1,12,20230710,2023-07-10,120
1,13,20230710,2023-07-10,100
1,15,20230710,2023-07-10,91
1,17,20230710,2023-07-10,109
1,18,20230710,2023-07-10,83
1,23,20230710,2023-07-10,59
2,4,20230710,2023-07-10,55
2,7,20230710,2023-07-10,57
2,8,20230710,2023-07-10,38
2,10,20230710,2023-07-10,54
2,12,20230710,2023-07-10,48
2,13,20230710,2023-07-10,54
2,15,20230710,2023-07-10,43
2,17,20230710,2023-07-10,45
2,18,20230710,2023-07-10,38
2,23,20230710,2023-07-10,35
3,4,20230710,2023-07-10,52
3,7,20230710,2023-07-10,64
3,8,20230710,2023-07-10,78
3,10,20230710,2023-07-10,63
3,12,20230710,2023-07-10,82
3,13,20230710,2023-07-10,71
3,15,20230710,2023-07-10,54
3,17,20230710,2023-07-10,55
3,18,20230710,2023-07-10,47
3,23,20230710,2023-07-10,72
4,4,20230710,2023-07-10,93
4,7,20230710,2023-07-10,75
4,8,20230710,2023-07-10,80
4,10,20230710,2023-07-10,55
4,12,20230710,2023-07-10,75
4,13,20230710,2023-07-10,104
4,15,20230710,2023-07-10,80
4,17,20230710,2023-07-10,94
4,18,20230710,2023-07-10,55
4,23,20230710,2023-07-10,78
5,4,20230710,2023-07-10,54
5,7,20230710,2023-07-10,30
5,8,20230710,2023-07-10,43
5,10,20230710,2023-07-10,53
5,12,20230710,2023-07-10,58
5,13,20230710,2023-07-10,30
5,15,20230710,2023-07-10,41
5,17,20230710,2023-07-10,45
5,18,20230710,2023-07-10,39
5,23,20230710,2023-07-10,52
6,4,20230710,2023-07-10,52
6,7,20230710,2023-07-10,52
6,8,20230710,2023-07-10,79
6,10,20230710,2023-07-10,82
6,12,20230710,2023-07-10,66
6,13,20230710,2023-07-10,54
6,15,20230710,2023-07-10,66
6,17,20230710,2023-07-10,67
6,18,20230710,2023-07-10,54
6,23,20230710,2023-07-10,69
7,4,20230710,2023-07-10,92
7,7,20230710,2023-07-10,65
7,8,20230710,2023-07-10,118
7,10,20230710,2023-07-10,67
7,12,20230710,2023-07-10,126
7,13,20230710,2023-07-10,97
7,15,20230710,2023-07-10,121
7,17,20230710,2023-07-10,135
7,18,20230710,2023-07-10,112
7,23,20230710,2023-07-10,72
8,4,20230710,2023-07-10,60
8,7,20230710,2023-07-10,102
8,8,20230710,2023-07-10,48
8,10,20230710,2023-07-10,50
8,12,20230710,2023-07-10,71
8,13,20230710,2023-07-10,46
8,15,20230710,2023-07-10,81
8,17,20230710,2023-07-10,57
8,18,20230710,2023-07-10,62
8,23,20230710,2023-07-10,72
9,4,20230710,2023-07-10,53
9,7,20230710,2023-07-10,58
9,8,20230710,2023-07-10,32
9,10,20230710,2023-07-10,52
9,12,20230710,2023-07-10,50
9,13,20230710,2023-07-10,38
9,15,20230710,2023-07-10,47
9,17,20230710,2023-07-10,46
9,18,20230710,2023-07-10,62
9,23,20230710,2023-07-10,33
10,4,20230710,2023-07-10,89
10,7,20230710,2023-07-10,87
10,8,20230710,2023-07-10,83
10,10,20230710,2023-07-10,40
10,12,20230710,2023-07-10,69
10,13,20230710,2023-07-10,73
10,15,20230710,2023-07-10,62
10,17,20230710,2023-07-10,79
10,18,20230710,2023-07-10,72
10,23,20230710,2023-07-10,70
11,4,20230710,2023-07-10,48
11,7,20230710,2023-07-10,44
11,8,20230710,2023-07-10,50
11,10,20230710,2023-07-10,42
11,12,20230710,2023-07-10,41
11,13,20230710,2023-07-10,33
11,15,20230710,2023-07-10,45
11,17,20230710,2023-07-10,50
11,18,20230710,2023-07-10,54
11,23,20230710,2023-07-10,26
12,4,20230710,2023-07-10,113
12,7,20230710,2023-07-10,72
12,8,20230710,2023-07-10,77
12,10,20230710,2023-07-10,60
12,12,20230710,2023-07-10,73
12,13,20230710,2023-07-10,69
12,15,20230710,2023-07-10,115
12,17,20230710,2023-07-10,64
12,18,20230710,2023-07-10,58
12,23,20230710,2023-07-10,120
1,4,20230717,2023-07-17,87
1,7,20230717,2023-07-17,63
1,8,20230717,2023-07-17,60
1,10,20230717,2023-07-17,108
1,12,20230717,2023-07-17,83
1,13,20230717,2023-07-17,107
1,15,20230717,2023-07-17,80
1,17,20230717,2023-07-17,116
1,18,20230717,2023-07-17,120
1,23,20230717,2023-07-17,125
2,4,20230717,2023-07-17,66
2,7,20230717,2023-07-17,34
2,8,20230717,2023-07-17,64
2,10,20230717,2023-07-17,40
2,12,20230717,2023-07-17,38
2,13,20230717,2023-07-17,61
2,15,20230717,2023-07-17,62
2,17,20230717,2023-07-17,67
2,18,20230717,2023-07-17,63
2,23,20230717,2023-07-17,65
3,4,20230717,2023-07-17,83
3,7,20230717,2023-07-17,81
3,8,20230717,2023-07-17,73
3,10,20230717,2023-07-17,54
3,12,20230717,2023-07-17,78
3,13,20230717,2023-07-17,77
3,15,20230717,2023-07-17,46
3,17,20230717,2023-07-17,66
3,18,20230717,2023-07-17,88
3,23,20230717,2023-07-17,67
4,4,20230717,2023-07-17,101
4,7,20230717,2023-07-17,84
4,8,20230717,2023-07-17,105
4,10,20230717,2023-07-17,63
4,12,20230717,2023-07-17,76
4,13,20230717,2023-07-17,92
4,15,20230717,2023-07-17,83
4,17,20230717,2023-07-17,66
4,18,20230717,2023-07-17,99
4,23,20230717,2023-07-17,64
5,4,20230717,2023-07-17,59
5,7,20230717,2023-07-17,60
5,8,20230717,2023-07-17,45
5,10,20230717,2023-07-17,53
5,12,20230717,2023-07-17,56
5,13,20230717,2023-07-17,39
5,15,20230717,2023-07-17,30
5,17,20230717,2023-07-17,38
5,18,20230717,2023-07-17,33
5,23,20230717,2023-07-17,42
6,4,20230717,2023-07-17,57
6,7,20230717,2023-07-17,63
6,8,20230717,2023-07-17,79
6,10,20230717,2023-07-17,50
6,12,20230717,2023-07-17,61
6,13,20230717,2023-07-17,41
6,15,20230717,2023-07-17,66
6,17,20230717,2023-07-17,61
6,18,20230717,2023-07-17,79
6,23,20230717,2023-07-17,63
7,4,20230717,2023-07-17,89
7,7,20230717,2023-07-17,137
7,8,20230717,2023-07-17,62
7,10,20230717,2023-07-17,128
7,12,20230717,2023-07-17,79
7,13,20230717,2023-07-17,115
7,15,20230717,2023-07-17,120
7,17,20230717,2023-07-17,83
7,18,20230717,2023-07-17,77
7,23,20230717,2023-07-17,121
8,4,20230717,2023-07-17,93
8,7,20230717,2023-07-17,89
8,8,20230717,2023-07-17,91
8,10,20230717,2023-07-17,64
8,12,20230717,2023-07-17,44
8,13,20230717,2023-07-17,68
8,15,20230717,2023-07-17,79
8,17,20230717,2023-07-17,96
8,18,20230717,2023-07-17,45
8,23,20230717,2023-07-17,50
9,4,20230717,2023-07-17,31
9,7,20230717,2023-07-17,64
9,8,20230717,2023-07-17,61
9,10,20230717,2023-07-17,55
9,12,20230717,2023-07-17,61
9,13,20230717,2023-07-17,42
9,15,20230717,2023-07-17,44
9,17,20230717,2023-07-17,29
9,18,20230717,2023-07-17,62
9,23,20230717,2023-07-17,52
10,4,20230717,2023-07-17,67
10,7,20230717,2023-07-17,55
10,8,20230717,2023-07-17,67
10,10,20230717,2023-07-17,43
10,12,20230717,2023-07-17,68
10,13,20230717,2023-07-17,54
10,15,20230717,2023-07-17,81
10,17,20230717,2023-07-17,78
10,18,20230717,2023-07-17,40
10,23,20230717,2023-07-17,46
11,4,20230717,2023-07-17,50
11,7,20230717,2023-07-17,38
11,8,20230717,2023-07-17,39
11,10,20230717,2023-07-17,30
11,12,20230717,2023-07-17,53
11,13,20230717,2023-07-17,32
11,15,20230717,2023-07-17,29
11,17,20230717,2023-07-17,29
11,18,20230717,2023-07-17,44
11,23,20230717,2023-07-17,47
12,4,20230717,2023-07-17,77
12,7,20230717,2023-07-17,113
12,8,20230717,2023-07-17,106
12,10,20230717,2023-07-17,90
12,12,20230717,2023-07-17,108
12,13,20230717,2023-07-17,97
12,15,20230717,2023-07-17,112
12,17,20230717,2023-07-17,109
12,18,20230717,2023-07-17,84
12,23,20230717,2023-07-17,71
1,4,20230724,2023-07-24,95
1,7,20230724,2023-07-24,64
1,8,20230724,2023-07-24,120
1,10,20230724,2023-07-24,69
1,12,20230724,2023-07-24,97
1,13,20230724,2023-07-24,126
1,15,20230724,2023-07-24,75
1,17,20230724,2023-07-24,103
1,18,20230724,2023-07-24,62
1,23,20230724,2023-07-24,116
2,4,20230724,2023-07-24,53
2,7,20230724,2023-07-24,56
2,8,20230724,2023-07-24,46
2,10,20230724,2023-07-24,40
2,12,20230724,2023-07-24,54
2,13,20230724,2023-07-24,73
2,15,20230724,2023-07-24,55
2,17,20230724,2023-07-24,56
2,18,20230724,2023-07-24,67
2,23,20230724,2023-07-24,43
3,4,20230724,2023-07-24,43
3,7,20230724,2023-07-24,62
3,8,20230724,2023-07-24,86
3,10,20230724,2023-07-24,76
3,12,20230724,2023-07-24,76
3,13,20230724,2023-07-24,59
3,15,20230724,2023-07-24,45
3,17,20230724,2023-07-24,82
3,18,20230724,2023-07-24,66
3,23,20230724,2023-07-24,65
4,4,20230724,2023-07-24,101
4,7,20230724,2023-07-24,66
4,8,20230724,2023-07-24,83
4,10,20230724,2023-07-24,81
4,12,20230724,2023-07-24,79
4,13,20230724,2023-07-24,68
4,15,20230724,2023-07-24,91
4,17,20230724,2023-07-24,109
4,18,20230724,2023-07-24,111
4,23,20230724,2023-07-24,87
5,4,20230724,2023-07-24,48
5,7,20230724,2023-07-24,64
5,8,20230724,2023-07-24,32
5,10,20230724,2023-07-24,31
5,12,20230724,2023-07-24,52
5,13,20230724,2023-07-24,38
5,15,20230724,2023-07-24,62
5,17,20230724,2023-07-24,50
5,18,20230724,2023-07-24,37
5,23,20230724,2023-07-24,41
6,4,20230724,2023-07-24,63
6,7,20230724,2023-07-24,76
6,8,20230724,2023-07-24,81
6,10,20230724,2023-07-24,63
6,12,20230724,2023-07-24,73
6,13,20230724,2023-07-24,50
6,15,20230724,2023-07-24,61
6,17,20230724,2023-07-24,40
6,18,20230724,2023-07-24,36
6,23,20230724,2023-07-24,66
7,4,20230724,2023-07-24,111
7,7,20230724,2023-07-24,65
7,8,20230724,2023-07-24,121
7,10,20230724,2023-07-24,88
7,12,20230724,2023-07-24,62
7,13,20230724,2023-07-24,137
7,15,20230724,2023-07-24,67
7,17,20230724,2023-07-24,121
7,18,20230724,2023-07-24,95
7,23,20230724,2023-07-24,79
8,4,20230724,2023-07-24,44
8,7,20230724,2023-07-24,64
8,8,20230724,2023-07-24,64
8,10,20230724,2023-07-24,77
8,12,20230724,2023-07-24,50
8,13,20230724,2023-07-24,77
8,15,20230724,2023-07-24,49
8,17,20230724,2023-07-24,80
8,18,20230724,2023-07-24,96
8,23,20230724,2023-07-24,73
9,4,20230724,2023-07-24,58
9,7,20230724,2023-07-24,54
9,8,20230724,2023-07-24,37
9,10,20230724,2023-07-24,38
9,12,20230724,2023-07-24,40
9,13,20230724,2023-07-24,29
9,15,20230724,2023-07-24,34
9,17,20230724,2023-07-24,54
9,18,20230724,2023-07-24,36
9,23,20230724,2023-07-24,40
10,4,20230724,2023-07-24,54
10,7,20230724,2023-07-24,66
10,8,20230724,2023-07-24,47
10,10,20230724,2023-07-24,85
10,12,20230724,2023-07-24,67
10,13,20230724,2023-07-24,69
10,15,20230724,2023-07-24,46
10,17,20230724,2023-07-24,65
10,18,20230724,2023-07-24,41
10,23,20230724,2023-07-24,93
11,4,20230724,2023-07-24,40
11,7,20230724,2023-07-24,53
11,8,20230724,2023-07-24,36
11,10,20230724,2023-07-24,53
11,12,20230724,2023-07-24,48
11,13,20230724,2023-07-24,29
11,15,20230724,2023-07-24,33
11,17,20230724,2023-07-24,40
11,18,20230724,2023-07-24,42
11,23,20230724,2023-07-24,52
12,4,20230724,2023-07-24,100
12,7,20230724,2023-07-24,89
12,8,20230724,2023-07-24,120
12,10,20230724,2023-07-24,108
12,12,20230724,2023-07-24,93
12,13,20230724,2023-07-24,67
12,15,20230724,2023-07-24,90
12,17,20230724,2023-07-24,65
12,18,20230724,2023-07-24,85
12,23,20230724,2023-07-24,96
1,4,20230731,2023-07-31,104
1,7,20230731,2023-07-31,89
1,8,20230731,2023-07-31,61
1,10,20230731,2023-07-31,123
1,12,20230731,2023-07-31,69
1,13,20230731,2023-07-31,130
1,15,20230731,2023-07-31,64
1,17,20230731,2023-07-31,73
1,18,20230731,2023-07-31,86
1,23,20230731,2023-07-31,88
2,4,20230731,2023-07-31,64
2,7,20230731,2023-07-31,70
2,8,20230731,2023-07-31,64
2,10,20230731,2023-07-31,38
2,12,20230731,2023-07-31,47
2,13,20230731,2023-07-31,67
2,15,20230731,2023-07-31,46
2,17,20230731,2023-07-31,55
2,18,20230731,2023-07-31,37
2,23,20230731,2023-07-31,37
3,4,20230731,2023-07-31,81
3,7,20230731,2023-07-31,57
3,8,20230731,2023-07-31,75
3,10,20230731,2023-07-31,47
3,12,20230731,2023-07-31,56
3,13,20230731,2023-07-31,70
3,15,20230731,2023-07-31,58
3,17,20230731,2023-07-31,58
3,18,20230731,2023-07-31,61
3,23,20230731,2023-07-31,58
4,4,20230731,2023-07-31,81
4,7,20230731,2023-07-31,75
4,8,20230731,2023-07-31,59
4,10,20230731,2023-07-31,108
4,12,20230731,2023-07-31,92
4,13,20230731,2023-07-31,54
4,15,20230731,2023-07-31,58
4,17,20230731,2023-07-31,111
4,18,20230731,2023-07-31,55
4,23,20230731,2023-07-31,81
5,4,20230731,2023-07-31,56
5,7,20230731,2023-07-31,33
5,8,20230731,2023-07-31,44
5,10,20230731,2023-07-31,44
5,12,20230731,2023-07-31,58
5,13,20230731,2023-07-31,46
5,15,20230731,2023-07-31,45
5,17,20230731,2023-07-31,49
5,18,20230731,2023-07-31,58
5,23,20230731,2023-07-31,46
6,4,20230731,2023-07-31,79
6,7,20230731,2023-07-31,73
6,8,20230731,2023-07-31,47
6,10,20230731,2023-07-31,52
6,12,20230731,2023-07-31,67
6,13,20230731,2023-07-31,67
6,15,20230731,2023-07-31,36
6,17,20230731,2023-07-31,82
6,18,20230731,2023-07-31,41
6,23,20230731,2023-07-31,77
7,4,20230731,2023-07-31,122
7,7,20230731,2023-07-31,93
7,8,20230731,2023-07-31,89
7,10,20230731,2023-07-31,86
7,12,20230731,2023-07-31,111
7,13,20230731,2023-07-31,101
7,15,20230731,2023-07-31,97
7,17,20230731,2023-07-31,121
7,18,20230731,2023-07-31,88
7,23,20230731,2023-07-31,80
8,4,20230731,2023-07-31,77
8,7,20230731,2023-07-31,69
8,8,20230731,2023-07-31,45
8,10,20230731,2023-07-31,78
8,12,20230731,2023-07-31,68
8,13,20230731,2023-07-31,86
8,15,20230731,2023-07-31,84
8,17,20230731,2023-07-31,72
8,18,20230731,2023-07-31,51
8,23,20230731,2023-07-31,55
9,4,20230731,2023-07-31,65
9,7,20230731,2023-07-31,29
9,8,20230731,2023-07-31,30
9,10,20230731,2023-07-31,30
9,12,20230731,2023-07-31,39
9,13,20230731,2023-07-31,34
9,15,20230731,2023-07-31,50
9,17,20230731,2023-07-31,59
9,18,20230731,2023-07-31,38
9,23,20230731,2023-07-31,58
10,4,20230731,2023-07-31,76
10,7,20230731,2023-07-31,66
10,8,20230731,2023-07-31,81
10,10,20230731,2023-07-31,63
10,12,20230731,2023-07-31,52
10,13,20230731,2023-07-31,56
10,15,20230731,2023-07-31,52
10,17,20230731,2023-07-31,73
10,18,20230731,2023-07-31,46
10,23,20230731,2023-07-31,56
11,4,20230731,2023-07-31,44
11,7,20230731,2023-07-31,39
11,8,20230731,2023-07-31,37
11,10,20230731,2023-07-31,31
11,12,20230731,2023-07-31,53
11,13,20230731,2023-07-31,51
11,15,20230731,2023-07-31,33
11,17,20230731,2023-07-31,27
11,18,20230731,2023-07-31,51
11,23,20230731,2023-07-31,32
12,4,20230731,2023-07-31,97
12,7,20230731,2023-07-31,84
12,8,20230731,2023-07-31,117
12,10,20230731,2023-07-31,52
12,12,20230731,2023-07-31,116
12,13,20230731,2023-07-31,95
12,15,20230731,2023-07-31,62
12,17,20230731,2023-07-31,115
12,18,20230731,2023-07-31,110
12,23,20230731,2023-07-31,61
1,4,20230807,2023-08-07,87
1,7,20230807,2023-08-07,102
1,8,20230807,2023-08-07,117
1,10,20230807,2023-08-07,84
1,12,20230807,2023-08-07,99
1,13,20230807,2023-08-07,72
1,15,20230807,2023-08-07,82
1,17,20230807,2023-08-07,122
1,18,20230807,2023-08-07,123
1,23,20230807,2023-08-07,72
2,4,20230807,2023-08-07,68
2,7,20230807,2023-08-07,51
2,8,20230807,2023-08-07,57
2,10,20230807,2023-08-07,77
2,12,20230807,2023-08-07,42
2,13,20230807,2023-08-07,34
2,15,20230807,2023-08-07,62
2,17,20230807,2023-08-07,71
2,18,20230807,2023-08-07,55
2,23,20230807,2023-08-07,67
3,4,20230807,2023-08-07,86
3,7,20230807,2023-08-07,96
3,8,20230807,2023-08-07,50
3,10,20230807,2023-08-07,51
3,12,20230807,2023-08-07,61
3,13,20230807,2023-08-07,42
3,15,20230807,2023-08-07,96
3,17,20230807,2023-08-07,46
3,18,20230807,2023-08-07,52
3,23,20230807,2023-08-07,68
4,4,20230807,2023-08-07,101
4,7,20230807,2023-08-07,90
4,8,20230807,2023-08-07,101
4,10,20230807,2023-08-07,90
4,12,20230807,2023-08-07,87
4,13,20230807,2023-08-07,84
4,15,20230807,2023-08-07,81
4,17,20230807,2023-08-07,60
4,18,20230807,2023-08-07,85
4,23,20230807,2023-08-07,77
5,4,20230807,2023-08-07,54
5,7,20230807,2023-08-07,60
5,8,20230807,2023-08-07,39
5,10,20230807,2023-08-07,60
5,12,20230807,2023-08-07,65
5,13,20230807,2023-08-07,32
5,15,20230807,2023-08-07,50
5,17,20230807,2023-08-07,41
5,18,20230807,2023-08-07,45
5,23,20230807,2023-08-07,55
6,4,20230807,2023-08-07,61
6,7,20230807,2023-08-07,67
6,8,20230807,2023-08-07,84
6,10,20230807,2023-08-07,54
6,12,20230807,2023-08-07,40
6,13,20230807,2023-08-07,86
6,15,20230807,2023-08-07,76
6,17,20230807,2023-08-07,71
6,18,20230807,2023-08-07,57
6,23,20230807,2023-08-07,44
7,4,20230807,2023-08-07,123
7,7,20230807,2023-08-07,69
7,8,20230807,2023-08-07,76
7,10,20230807,2023-08-07,99
7,12,20230807,2023-08-07,141
7,13,20230807,2023-08-07,94
7,15,20230807,2023-08-07,77
7,17,20230807,2023-08-07,131
7,18,20230807,2023-08-07,81
7,23,20230807,2023-08-07,145
8,4,20230807,2023-08-07,62
8,7,20230807,2023-08-07,106
8,8,20230807,2023-08-07,60
8,10,20230807,2023-08-07,69
8,12,20230807,2023-08-07,83
8,13,20230807,2023-08-07,105
8,15,20230807,2023-08-07,60
8,17,20230807,2023-08-07,98
8,18,20230807,2023-08-07,89
8,23,20230807,2023-08-07,88
9,4,20230807,2023-08-07,41
9,7,20230807,2023-08-07,46
9,8,20230807,2023-08-07,65
9,10,20230807,2023-08-07,43
9,12,20230807,2023-08-07,57
9,13,20230807,2023-08-07,53
9,15,20230807,2023-08-07,31
9,17,20230807,2023-08-07,32
9,18,20230807,2023-08-07,46
9,23,20230807,2023-08-07,37
10,4,20230807,2023-08-07,63
10,7,20230807,2023-08-07,46
10,8,20230807,2023-08-07,61
10,10,20230807,2023-08-07,86
10,12,20230807,2023-08-07,60
10,13,20230807,2023-08-07,87
10,15,20230807,2023-08-07,72
10,17,20230807,2023-08-07,82
10,18,20230807,2023-08-07,89
10,23,20230807,2023-08-07,67
11,4,20230807,2023-08-07,30
11,7,20230807,2023-08-07,33
11,8,20230807,2023-08-07,44
11,10,20230807,2023-08-07,30
11,12,20230807,2023-08-07,28
11,13,20230807,2023-08-07,51
11,15,20230807,2023-08-07,53
11,17,20230807,2023-08-07,41
11,18,20230807,2023-08-07,35
11,23,20230807,2023-08-07,38
12,4,20230807,2023-08-07,71
12,7,20230807,2023-08-07,76
12,8,20230807,2023-08-07,110
12,10,20230807,2023-08-07,75
12,12,20230807,2023-08-07,101
12,13,20230807,2023-08-07,99
12,15,20230807,2023-08-07,102
