cis,atc,denomination,lien,substance,dosage,est_antihistaminique
60591091,N03AX14,"LEVIDCEN 1000 mg, granulés enrobés en sachet",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60591091,LÉVÉTIRACÉTAM,1000 mg,False
60591814,N05AX08,"RISPERIDONE TEVA L.P. 50 mg/2 mL, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60591814,RISPÉRIDONE,50 mg,False
60595232,C09CA04,"IRBESARTAN ZYDUS 150 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60595232,IRBÉSARTAN,150 mg,False
60595727,A10BH01,"JANUVIA 50 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60595727,PHOSPHATE DE SITAGLIPTINE MONOHYDRATÉ,"64,25 mg",False
60598673,C07AB07,"BISOPROLOL CRISTERS 3,75 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60598673,HÉMIFUMARATE DE BISOPROLOL,"3,75 mg",False
60599533,N05AX12,"ABILIFY 5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60599533,ARIPIPRAZOLE,5 mg,False
60600156,N05AL05,"AMISULPRIDE VIATRIS 400 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60600156,AMISULPRIDE,400 mg,False
60601468,N02BG06,"NEFOPAM PANPHARMA 30 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60601468,CHLORHYDRATE DE NÉFOPAM,30 mg,False
60602449,B02BD02,"ELOCTA 750 UI, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60602449,EFMOROCTOCOG ALFA ,750 UI,False
60605064,N05AX08,"RISPERIDONE VIATRIS 1 mg, comprimé orodispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60605064,RISPÉRIDONE,1 mg,False
60606515,J01CR05,"PIPERACILLINE/TAZOBACTAM REIG JOFRE 2 g/0,25 g, poudre pour solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60606515,PIPÉRACILLINE SODIQUE,,False
60606586,N06AB06,"SERTRALINE EG 25 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60606586,CHLORHYDRATE DE SERTRALINE,,False
60607503,N02BG09,"PENTHROX 99,9 %, liquide pour inhalation par vapeur de 3 mL",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60607503,MÉTHOXYFLURANE,"99,9 % m/m",False
60607955,S01EE03,"BIMATOPROST BIOGARAN 0,1 mg/mL, collyre en solution",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60607955,BIMATOPROST,"0,1 mg",False
60608384,N05AX08,"RISPERIDONE ZYDUS 1 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60608384,RISPÉRIDONE,"1,00 mg",False
60613075,N02AX02,"TRAMADOL EVOLUGEN L.P. 200 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60613075,CHLORHYDRATE DE TRAMADOL,200 mg,False
60613673,H01BB02,"OXYTOCINE PANPHARMA 5 UI/1 ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60613673,OXYTOCINE,5 UI,False
60614273,J02AX06,"ECALTA 100 mg, poudre pour solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60614273,ANIDULAFUNGINE,100 mg,False
60614280,J07AL01,"PNEUMOVAX, solution injectable en seringue préremplie. Vaccin pneumococcique polyosidique",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60614280,STREPTOCOCCUS PNEUMONIAE SÉROTYPE 23F (POLYOSIDES DE),25 microgrammes,False
60614889,C08DA01,"ISOPTINE 5 mg/2 ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60614889,VÉRAPAMIL (CHLORHYDRATE DE),5 mg,False
60616445,N01AX10,"DIPRIVAN 10 mg/mL, émulsion injectable en seringue pré-remplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60616445,PROPOFOL,10 mg,False
60616751,N02AB03,"DUROGESIC 50 microgrammes/heure, dispositif transdermique",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60616751,FENTANYL,"8,4 mg",False
60617020,B05XA,"PHOCYTAN 0,66 mmol/ml, solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60617020,GLUCOSE-1 PHOSPHATE DISODIQUE TÉTRAHYDRATÉ,"250,8 mg",False
60617052,J01DD04,"CEFTRIAXONE EVOLUGEN 1 g/3,5 ml, poudre et solvant pour solution injectable (IM)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60617052,CEFTRIAXONE SODIQUE,,False
60618154,J05AB01,"ZOVIRAX 800 mg/10 mL, suspension buvable en flacon",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60618154,ACICLOVIR,8 g,False
60618229,J01XX09,"DAPTOMYCINE XELLIA 500 mg, poudre pour solution injectable/pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60618229,DAPTOMYCINE,500 mg,False
60618841,N02BF02,"PREGABALINE ARROW 75 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60618841,PRÉGABALINE,75 mg,False
60619174,C10AA03,"PRAVASTATINE EVOLUGEN PHARMA 40 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60619174,PRAVASTATINE SODIQUE,40 mg,False
60619434,A16AX07,"SAPROPTERINE DIPHARMA 100 mg, poudre pour solution buvable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60619434,DICHLORHYDRATE DE SAPROPTÉRINE,100 mg,False
60621264,G02AD02,"PROSTINE E2 1 mg/3 g, gel vaginal",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60621264,DINOPROSTONE,1 mg,False
60621442,L02BX03,"ABIRATERONE ACCORD 500 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60621442,ACÉTATE D'ABIRATÉRONE,500 mg,False
60622302,L04AC11,"SYLVANT 100 mg, poudre pour solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60622302,SILTUXIMAB ,100 mg,False
60622537,A02BC03,"LANSOPRAZOLE VIATRIS 15 mg, gélule gastro-résistante",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60622537,LANSOPRAZOLE,15 mg,False
60623831,N04BC04,"ROPINIROLE EG LP 2 mg, comprimé pelliculé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60623831,CHLORHYDRATE DE ROPINIROLE,,False
60624171,N05AH04,"QUETIAPINE EG LP 300 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60624171,FUMARATE DE QUÉTIAPINE,,False
60625921,C03DA01,"SPIRONOLACTONE BIOGARAN 25 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60625921,SPIRONOLACTONE,25 mg,False
60626197,H02AB04,"SOLUMEDROL 500 mg, poudre pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60626197,MÉTHYLPREDNISOLONE (HÉMISUCCINATE DE),"633,65 mg",False
60626471,J05AB14,"ROVALCYTE 50 mg/ml, poudre pour solution buvable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60626471,CHLORHYDRATE DE VALGANCICLOVIR,,False
60627235,L01BC02,"EFUDIX 5 %, crème",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60627235,FLUOROURACILE,"5,000 g",False
60627865,L04AA24,"ORENCIA 250 mg, poudre pour solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60627865,ABATACEPT ,250 mg,False
60628554,C08DA01,"VERAPAMIL BIOGARAN L.P. 240 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60628554,CHLORHYDRATE DE VÉRAPAMIL,"240,00 mg",False
60629186,N02AA05,"OXYNORM 20 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60629186,CHLORHYDRATE D'OXYCODONE,20 mg,False
60630498,M05BA07,"RISEDRONATE EG 35 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60630498,RISÉDRONATE MONOSODIQUE HÉMIPENTAHYDRATÉ,"40,17 mg",False
60632111,L04AX04,"LENALIDOMIDE ACCORD 25 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60632111,LÉNALIDOMIDE,25 mg,False
60635068,L01DB06,"IDARUBICINE ACCORD 5 mg/5 ml, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60635068,CHLORHYDRATE D'IDARUBICINE,5 mg,False
60639248,N01BB02,"XYLOCAINE VISQUEUSE 2 POUR CENT, gel oral",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60639248,CHLORHYDRATE DE LIDOCAÏNE,"2,14 g",False
60639255,L02AE02,"ELIGARD 22,5 mg, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60639255,ACÉTATE DE LEUPRORÉLINE,"22,5 mg",False
60639586,C09DA01,"LOSARTAN/HYDROCHLOROTHIAZIDE ARROW LAB 100 mg/12,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60639586,HYDROCHLOROTHIAZIDE,"12,5 mg",False
60639892,L01ED03,"ALECENSA 150 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60639892,CHLORHYDRATE D'ALECTINIB,,False
60643442,S01EE01,"LATANOPROST ZENTIVA 0,005 %, collyre en solution",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60643442,LATANOPROST,"0,005 g",False
60643823,V03AB,"SUCCICAPTAL 100 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60643823,SUCCIMER,100 mg,False
60643976,C09DA06,"CANDESARTAN/HYDROCHLOROTHIAZIDE ZYDUS 16 mg/12,5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60643976,HYDROCHLOROTHIAZIDE,"12,5 mg",False
60645557,J07CA09,"HEXYON, suspension injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60645557,ANATOXINE DIPHTÉRIQUE ,supérieur ou égal à 20 UI,False
60646132,N02AA05,"OXYCODONE ARROW 5 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60646132,CHLORHYDRATE D'OXYCODONE,5 mg,False
60647049,N05BA12,"XANAX 0,50 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60647049,ALPRAZOLAM,"0,50 mg",False
60647992,L03AA13,"CEGFILA 6 mg, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60647992,PEGFILGRASTIM ,6 mg,False
60648158,A10BB12,"GLIMEPIRIDE EG 4 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60648158,GLIMÉPIRIDE,4 mg,False
60648756,M05BB03,"ACIDE ALENDRONIQUE/VITAMINE D3 TEVA SANTE 70 mg/2800 UI, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60648756,CHOLÉCALCIFÉROL,"0,07 mg (2800 UI)",False
60648770,L01ED04,"ALUNBRIG 90 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60648770,BRIGATINIB,90 mg,False
60649235,N05AH04,"QUETIAPINE CRISTERS LP 300 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60649235,FUMARATE DE QUÉTIAPINE,"345,360 mg",False
60650173,B05BA02,"SMOFLIPID 200 mg/ml, émulsion pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60650173,HUILE DE SOJA RAFFINÉE,60 g,False
60650789,J01AA02,"VIBRAVEINEUSE, solution injectable pour voie IV et perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60650789,DOXYCYCLINE (HYCLATE DE),"115,5 mg",False
60651453,N02AA01,"MORPHINE (SULFATE) LAVOISIER 1 mg/ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60651453,SULFATE DE MORPHINE,1 mg,False
60651567,N06AB10,"ESCITALOPRAM EVOLUGEN PHARMA 10 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60651567,OXALATE D'ESCITALOPRAM,,False
60652523,C02CA06,"URAPIDIL ZENTIVA LP 30 mg, gélule à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60652523,URAPIDIL,30 mg,False
60654271,N01AB08,"SOJOURN 100%, liquide pour inhalation par vapeur",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60654271,SEVORANE,100 mL,False
60656799,C09DB01,"AMLODIPINE/VALSARTAN MYLAN 10 mg/160 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60656799,VALSARTAN,160 mg,False
60657189,S01ED51,"COMBIGAN 2 mg/mL + 5 mg/mL, collyre en solution",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60657189,MALÉATE DE TIMOLOL,"6,8 mg",False
60658330,N02BF02,"PREGABALINE ACCORD 300 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60658330,PRÉGABALINE,300 mg,False
60658711,L04AH02,"CERTICAN 0,5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60658711,ÉVÉROLIMUS,"0,5 mg",False
60659891,N03AX09,"LAMOTRIGINE BIOGARAN 50 mg, comprimé dispersible",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60659891,LAMOTRIGINE,50 mg,False
60660790,N04BA02,"LEVODOPA/BENSERAZIDE TEVA 200 mg/50 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60660790,LÉVODOPA,"200,00 mg",False
60661383,M04AA03,"FEBUXOSTAT TEVA SANTE 120 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60661383,FÉBUXOSTAT HÉMIHYDRATÉ,,False
60663142,C07AB07,"BISOPROLOL EG 10 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60663142,HÉMIFUMARATE DE BISOPROLOL,10 mg,False
60663231,L04AC03,"KINERET 100 mg/0,67 mL, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60663231,ANAKINRA ,100 mg,False
60663441,L01EA01,"IMATINIB SANDOZ 400 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60663441,MÉSILATE D'IMATINIB,,False
60664059,L01FX02,"MYLOTARG 5 mg, poudre pour solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60664059,GEMTUZUMAB OZOGAMICINE ,5 mg,False
60664365,H01AC01,"GENOTONORM MINIQUICK 1,2 mg, poudre et solvant pour solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60664365,SOMATROPINE ,"1,20 mg",False
60665360,L03AB13,"PLEGRIDY 125 microgrammes, solution injectable en stylo prérempli",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60665360,PÉGINTERFÉRON BÊTA-1A ,125 microgrammes,False
60670037,L03AA02,"ZARZIO 30 MU/0,5 mL, solution injectable ou pour perfusion en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60670037,FILGRASTIM ,30 MU,False
60670457,A02BC02,"PANTOPRAZOLE ZENTIVA 20 mg, comprimé gastro-résistant",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60670457,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,"22,6 mg",False
60670806,S01EE04,"TRAVATAN 40 microgrammes/mL, collyre en solution",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60670806,TRAVOPROST,40 microgrammes,False
60672974,L01EJ01,"JAKAVI 15 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60672974,PHOSPHATE DE RUXOLITINIB,"19,8 mg",False
60676467,V01AA08,"PALFORZIA 0,5 mg et 1 mg, poudre orale en gélule à ouvrir",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60676467,POUDRE DE GRAINE D'ARACHIS HYPOGAEA L. (ARACHIDE) ALLÉGÉE EN GRAISSES,,False
60678735,J05AG01,"NEVIRAPINE VIATRIS L.P. 400 mg, comprimé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60678735,NÉVIRAPINE ANHYDRE,400 mg,False
60680832,V09BA01,TECHNESCAN HDP 3 mg trousse pour préparation radiopharmaceutique,http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60680832,OXIDRONATE DE SODIUM,3 mg,False
60681934,N06AB03,"FLUOXETINE TEVA 20 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60681934,CHLORHYDRATE DE FLUOXÉTINE,"22,36 mg",False
60683198,N06AB06,"ZOLOFT 50 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60683198,CHLORHYDRATE DE SERTRALINE,"55,954 mg",False
60685046,M04AA03,"FEBUXOSTAT TEVA SANTE 80 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60685046,FÉBUXOSTAT HÉMIHYDRATÉ,,False
60685523,J01CR02,"AMOXICILLINE/ACIDE CLAVULANIQUE ALMUS 1 g/125 mg ADULTES, poudre pour suspension buvable en sachet-dose (rapport amoxicilline/acide clavulanique : 8/1)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60685523,AMOXICILLINE TRIHYDRATÉE,,False
60687652,L01EX02,"SORAFENIB SANDOZ 200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60687652,TOSILATE DE SORAFÉNIB,,False
60688551,L01EA02,"DASATINIB ZENTIVA 70 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60688551,DASATINIB,70 mg,False
60691017,L01AX03,"TEMOZOLOMIDE ACCORD 250 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60691017,TÉMOZOLOMIDE,250 mg,False
60692261,L01DB06,"ZAVEDOS 5 mg/5 ml, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60692261,CHLORHYDRATE D'IDARUBICINE,5 mg,False
60694593,J01DH52,"VABOREM 1 g/1 g, poudre pour solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60694593,VABORBACTAM,1 g,False
60694853,N02AA05,"OXYCODONE BIOGARAN LP 80 mg, comprimé pelliculé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60694853,CHLORHYDRATE D'OXYCODONE,80 mg,False
60696651,N02AA01,"SKENAN L.P. 200 mg, microgranules à libération prolongée en gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60696651,SULFATE DE MORPHINE,200 mg,False
60697664,C09AA03,"LISINOPRIL TEVA 5 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60697664,LISINOPRIL DIHYDRATÉ,,False
60698225,N01BB10,"LEVOBUPIVACAINE ALTAN 0,625 mg/mL, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60698225,CHLORHYDRATE DE LÉVOBUPIVACAÏNE,,False
60699494,C07AB03,"ATENOLOL ZYDUS 50 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60699494,ATÉNOLOL,50 mg,False
60701582,N04BA03,"LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 150 mg/37,5 mg/200 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60701582,LÉVODOPA,150 mg,False
60701778,R03AK08,"INNOVAIR 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60701778,DIPROPIONATE DE BÉCLOMÉTASONE,100 microgrammes,False
60702983,C07AB08,"CELIPROLOL VIATRIS 200 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60702983,CHLORHYDRATE DE CÉLIPROLOL,200 mg,False
60703487,C10AA05,"TAHOR 80 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60703487,ATORVASTATINE CALCIQUE TRIHYDRATÉE,,False
60703590,C01DA02,"DISCOTRINE 10 mg/24 heures, dispositif transdermique",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60703590,TRINITRINE,36 mg,False
60703989,N05CD08,"MIDAZOLAM KALCEKS 1 mg/mL, solution injectable/pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60703989,MIDAZOLAM (CHLORHYDRATE DE),,False
60704272,J05AP55,"EPCLUSA 150 mg/37,5 mg, granulés enrobés en sachet",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60704272,VELPATASVIR,"37,5 mg",False
60705552,J01DD08,"OROKEN NOURRISSONS 40 mg/5 ml, poudre pour suspension buvable en flacon",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60705552,CÉFIXIME TRIHYDRATÉE,,False
60705584,N02BE01,PARACETAMOL ARROW LAB 500 mg poudre pour solution buvable,http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60705584,PARACÉTAMOL,500 mg,False
60705972,L04AX03,"IMETH 25 mg/ml, solution injectable en seringue préremplie",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60705972,MÉTHOTREXATE DISODIQUE,,False
60707699,A10BB09,"GLICLAZIDE BIOGARAN 80 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60707699,GLICLAZIDE,80 mg,False
60709020,L01EA01,"IMATINIB ARROW LAB 100 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60709020,MÉSILATE D'IMATINIB,,False
60709675,J02AC03,"VORICONAZOLE HIKMA 200 mg, poudre pour solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60709675,VORICONAZOLE,200 mg,False
60712486,N02AX02,"TRAMADOL HCS 50 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60712486,CHLORHYDRATE DE TRAMADOL,50 mg,False
60712956,N02AJ13,"TRAMADOL/PARACETAMOL EVOLUGEN PHARMA 37,5 mg/325 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60712956,PARACÉTAMOL,325 mg,False
60713079,N05AX13,"XEPLION 75 mg, suspension injectable à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60713079,PALMITATE DE PALIPÉRIDONE,117 mg,False
60714918,N07BC01,"BUPRENORPHINE VIATRIS 4 mg, comprimé sublingual",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60714918,CHLORHYDRATE DE BUPRÉNORPHINE,,False
60716659,A11HA03,"VITAMINE E PROVEPHARM 100 mg/2 ml, solution injectable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60716659,ACÉTATE D'ALPHA-TOCOPHÉROL,"100,00 mg",False
60716890,N04BC04,"ROPINIROLE EG LP 4 mg, comprimé pelliculé à libération prolongée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60716890,CHLORHYDRATE DE ROPINIROLE,,False
60718902,C08CA04,"LOXEN 10 mg/10 mL, solution injectable (I.V.)",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60718902,NICARDIPINE (CHLORHYDRATE DE),10 mg,False
60720216,B01AE03,"ARGANOVA 1 mg/mL, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60720216,ARGATROBAN MONOHYDRATÉ,1 mg,False
60722288,C09BB04,"PERINDOPRIL/AMLODIPINE ZENTIVA 8 mg/5 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60722288,PÉRINDOPRIL TERT-BUTYLAMINE,8 mg,False
60724061,R03BA02,"BUDESONIDE VIATRIS 1 mg/2 ml, suspension pour inhalation par nébuliseur en récipient unidose",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60724061,BUDÉSONIDE,1 mg,False
60726518,J01FA09,"CLARITHROMYCINE ARROW 500 mg, comprimé pelliculé à libération modifiée",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60726518,CLARITHROMYCINE,500 mg,False
60726678,L01CD02,"DOCETAXEL KABI 80 mg/4 ml, solution à diluer pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60726678,DOCÉTAXEL,80 mg,False
60726849,N05AL05,"AMISULPRIDE ARROW LAB 200 mg, comprimé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60726849,AMISULPRIDE,200 mg,False
60727278,J05AE08,"ATAZANAVIR ARROW 300 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60727278,SULFATE D'ATAZANAVIR,,False
60728597,L04AE01,"GILENYA 0,5 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60728597,CHLORHYDRATE DE FINGOLIMOD,"0,56 mg",False
60729806,C09DA03,"VALSARTAN HYDROCHLOROTHIAZIDE BIOGARAN 160 mg/12,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60729806,HYDROCHLOROTHIAZIDE,"12,5 mg",False
60730566,J06BA02,"CLAIRYG 50 mg/mL, solution pour perfusion",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60730566,IMMUNOGLOBULINE HUMAINE NORMALE (PLASMATIQUE),50 mg,False
60731305,V03AE03,"LANTHANE VIATRIS 750 mg, comprimé à croquer",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60731305,CARBONATE DE LANTHANE HYDRATÉ,,False
60731440,C09DA04,"IRBESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 300 mg/12,5 mg, comprimé pelliculé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60731440,HYDROCHLOROTHIAZIDE,"12,5 mg",False
60734372,C03DA01,"SPIRONOLACTONE SANDOZ 25 mg, comprimé pelliculé sécable",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60734372,SPIRONOLACTONE,25 mg,False
60736761,C09AA09,"FOSINOPRIL ARROW LAB 20 mg, comprimé",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60736761,FOSINOPRIL SODIQUE,20 mg,False
60738303,J02AC02,"ITRACONAZOLE VIATRIS 100 mg, gélule",http://base-donnees-publique.medicaments.gouv.fr/extrait.php?specid=60738303,ITRACONAZOLE,100 mg,False
