time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,aasqa,region
2025-04-11,18.8,3.4,10.9,0.0,10.4,28,Normandie
2025-04-12,20.6,7.1,13.4,1.0,15.3,28,Normandie
2025-04-13,16.1,9.7,12.8,9.0,18.0,28,Normandie
2025-04-14,16.5,7.2,11.7,1.0,17.1,28,Normandie
2025-04-15,17.2,9.1,12.4,2.8,31.9,28,Normandie
2025-04-16,15.2,5.6,10.1,0.0,17.8,28,Normandie
2025-04-17,16.9,3.5,10.5,0.3,10.9,28,Normandie
2025-04-18,15.2,6.1,10.8,3.4,20.9,28,Normandie
2025-04-19,18.5,9.9,14.2,2.6,20.2,28,Normandie
2025-04-20,15.9,11.2,13.4,0.7,16.3,28,Normandie
2025-04-21,16.4,8.4,11.7,3.1,14.9,28,Normandie
2025-04-22,16.4,6.8,11.7,0.2,11.7,28,Normandie
2025-04-23,14.6,9.9,12.0,10.4,28.2,28,Normandie
2025-04-24,13.8,9.1,11.4,0.5,12.9,28,Normandie
2025-04-25,16.3,4.5,10.9,0.0,10.4,28,Normandie
2025-04-26,16.1,10.2,12.6,0.2,11.9,28,Normandie
2025-04-27,17.0,8.7,12.4,0.0,12.8,28,Normandie
2025-04-28,21.6,5.2,13.5,0.0,15.8,28,Normandie
2025-04-29,25.4,10.2,17.8,0.0,15.4,28,Normandie
2025-04-30,26.2,11.1,18.5,0.0,11.8,28,Normandie
2025-05-01,27.5,13.2,20.6,0.0,16.1,28,Normandie
2025-05-02,19.6,11.9,16.6,0.0,15.2,28,Normandie
2025-05-03,20.5,11.9,15.2,15.9,12.5,28,Normandie
2025-05-04,14.2,9.1,11.7,0.2,26.4,28,Normandie
2025-05-05,11.8,7.1,9.6,2.3,21.2,28,Normandie
2025-05-06,13.4,8.6,10.9,0.0,25.7,28,Normandie
2025-05-07,12.3,8.2,10.5,1.1,24.2,28,Normandie
2025-05-08,15.1,8.5,11.6,1.9,20.9,28,Normandie
2025-05-09,18.3,8.2,13.3,0.3,16.1,28,Normandie
2025-05-10,22.5,7.7,15.4,0.1,19.7,28,Normandie
2025-05-11,22.1,12.1,16.5,3.5,13.9,28,Normandie
2025-05-12,18.8,11.2,14.9,1.5,15.8,28,Normandie
2025-05-13,20.1,8.9,14.6,0.1,13.0,28,Normandie
2025-05-14,20.8,10.2,15.4,0.0,12.7,28,Normandie
2025-05-15,14.2,9.4,12.2,0.1,23.6,28,Normandie
2025-05-16,15.3,9.9,12.7,0.0,18.8,28,Normandie
2025-05-17,14.9,9.4,12.3,0.0,17.7,28,Normandie
2025-05-18,18.0,6.9,12.7,0.0,14.5,28,Normandie
2025-05-19,18.6,6.9,13.1,0.0,16.3,28,Normandie
2025-05-20,19.0,10.4,14.9,0.0,14.1,28,Normandie
2025-05-21,13.6,9.9,11.9,12.3,15.7,28,Normandie
2025-05-22,19.1,8.7,13.5,2.5,13.8,28,Normandie
2025-05-23,17.3,9.5,13.3,0.0,10.8,28,Normandie
2025-05-24,18.8,10.8,14.9,1.0,22.1,28,Normandie
2025-05-25,18.7,12.6,16.0,1.8,26.6,28,Normandie
2025-05-26,17.6,10.4,14.1,0.1,19.9,28,Normandie
2025-05-27,19.9,12.9,16.1,2.2,26.5,28,Normandie
2025-05-28,19.1,13.5,16.5,3.3,25.8,28,Normandie
2025-05-29,22.0,11.4,17.2,0.5,16.9,28,Normandie
2025-05-30,22.8,12.1,16.9,0.0,14.9,28,Normandie
2025-05-31,21.0,12.9,16.3,0.2,10.6,28,Normandie
2025-06-01,19.0,12.2,15.6,3.2,13.9,28,Normandie
2025-06-02,19.2,11.1,15.1,0.0,13.0,28,Normandie
2025-06-03,21.0,10.1,16.3,0.0,23.6,28,Normandie
2025-06-04,19.5,12.1,15.9,1.4,19.0,28,Normandie
2025-06-05,18.6,13.2,15.3,7.3,32.0,28,Normandie
2025-06-06,17.6,12.6,15.1,2.3,20.8,28,Normandie
2025-06-07,18.6,12.8,14.8,13.7,26.0,28,Normandie
2025-06-08,18.0,10.4,14.3,0.4,21.6,28,Normandie
2025-06-09,18.9,8.9,14.1,0.4,11.7,28,Normandie
2025-06-10,20.0,9.9,15.5,0.9,13.9,28,Normandie
2025-06-11,26.4,12.1,19.2,0.0,14.8,28,Normandie
2025-06-12,25.4,18.3,21.4,2.6,22.6,28,Normandie
2025-06-13,24.4,15.1,20.2,1.6,17.0,28,Normandie
2025-06-14,21.6,16.5,19.0,0.0,20.4,28,Normandie
2025-06-15,20.0,12.4,16.5,0.3,14.1,28,Normandie
2025-06-16,20.8,11.5,16.3,0.3,11.6,28,Normandie
2025-06-17,22.7,12.3,17.4,0.0,12.4,28,Normandie
2025-06-18,23.4,11.4,17.3,0.0,11.4,28,Normandie
2025-06-19,27.8,12.8,21.1,0.0,12.2,28,Normandie
2025-06-20,31.5,17.6,24.3,0.0,13.3,28,Normandie
2025-06-21,34.2,19.4,27.1,0.0,14.1,28,Normandie
2025-06-22,26.2,17.0,21.7,0.0,18.7,28,Normandie
2025-06-23,21.6,16.0,18.5,5.6,21.6,28,Normandie
2025-06-24,27.2,12.4,19.7,0.0,12.1,28,Normandie
2025-06-25,24.3,14.8,19.7,3.6,11.7,28,Normandie
2025-06-26,23.6,16.6,19.7,11.9,22.3,28,Normandie
2025-06-27,24.8,18.6,21.5,0.8,17.3,28,Normandie
2025-06-28,24.4,17.5,20.7,0.4,10.2,28,Normandie
2025-06-29,22.8,15.9,19.1,0.3,11.3,28,Normandie
2025-06-30,31.0,15.9,23.6,0.0,12.5,28,Normandie
2025-07-01,28.7,19.9,23.7,0.0,14.7,28,Normandie
2025-07-02,22.2,16.8,19.4,1.8,19.1,28,Normandie
2025-07-03,21.0,14.3,17.6,0.0,17.0,28,Normandie
2025-07-04,22.5,10.2,16.9,0.0,11.2,28,Normandie
2025-07-05,22.1,12.3,17.4,0.5,17.4,28,Normandie
2025-07-06,21.0,15.9,18.0,8.9,23.4,28,Normandie
2025-07-07,18.1,14.4,16.2,6.3,20.4,28,Normandie
2025-07-08,18.5,12.3,15.7,0.6,19.1,28,Normandie
2025-07-09,23.0,9.1,16.2,0.0,12.5,28,Normandie
2025-07-10,25.4,11.6,18.9,0.0,10.6,28,Normandie
2025-07-11,26.6,14.6,21.1,0.0,15.0,28,Normandie
2025-07-12,27.0,15.9,21.8,0.0,18.2,28,Normandie
2025-07-13,29.9,16.7,22.9,1.0,17.6,28,Normandie
2025-07-14,23.4,17.0,19.6,7.6,21.3,28,Normandie
2025-07-15,22.1,13.8,18.0,0.2,22.1,28,Normandie
2025-07-16,20.4,17.6,18.9,3.4,23.6,28,Normandie
2025-07-17,24.5,17.9,20.7,0.6,11.3,28,Normandie
2025-07-18,23.2,17.9,20.3,2.9,11.6,28,Normandie
2025-07-19,23.5,17.1,19.7,12.5,16.0,28,Normandie
2025-07-20,21.6,16.0,18.6,13.8,27.8,28,Normandie
2025-07-21,20.5,14.6,17.4,3.6,21.5,28,Normandie
2025-07-22,21.1,15.6,18.2,0.6,20.0,28,Normandie
2025-07-23,20.0,14.8,16.9,5.4,14.1,28,Normandie
2025-07-24,20.9,15.1,18.1,0.4,17.1,28,Normandie
2025-07-25,21.6,17.3,19.1,1.6,17.2,28,Normandie
2025-07-26,21.6,14.4,18.1,2.9,15.0,28,Normandie
2025-07-27,20.1,14.1,17.4,0.2,19.2,28,Normandie
2025-07-28,21.3,14.1,17.8,0.3,14.0,28,Normandie
2025-07-29,22.1,14.1,18.0,1.1,13.3,28,Normandie
2025-07-30,22.2,16.2,19.2,0.7,15.3,28,Normandie
2025-07-31,22.6,15.1,19.0,1.9,18.3,28,Normandie
2025-08-01,19.3,16.2,17.9,0.5,20.2,28,Normandie
2025-08-02,20.0,13.9,16.6,1.1,13.8,28,Normandie
2025-08-03,22.9,11.2,17.4,0.0,17.1,28,Normandie
2025-08-04,27.5,18.2,21.7,0.0,22.1,28,Normandie
2025-08-05,21.2,15.6,18.6,0.2,19.1,28,Normandie
2025-08-06,23.5,12.1,17.7,0.0,12.3,28,Normandie
2025-08-07,27.5,14.1,20.7,0.0,13.6,28,Normandie
2025-08-08,24.4,17.8,19.9,0.0,14.2,28,Normandie
2025-08-09,23.0,13.9,18.4,0.0,12.6,28,Normandie
2025-08-10,24.5,12.8,19.0,0.0,13.2,28,Normandie
2025-08-11,30.5,14.0,22.6,0.0,13.5,28,Normandie
2025-08-12,30.0,19.0,24.2,0.0,11.9,28,Normandie
2025-08-13,26.6,16.6,21.4,0.7,10.4,28,Normandie
2025-08-14,24.9,15.6,20.1,0.0,11.2,28,Normandie
2025-08-15,26.6,14.1,20.2,0.0,14.9,28,Normandie
2025-08-16,25.2,16.8,21.1,0.0,18.0,28,Normandie
2025-08-17,25.8,14.6,20.3,0.0,15.3,28,Normandie
2025-08-18,26.0,15.2,20.4,0.0,15.2,28,Normandie
2025-08-19,25.9,17.4,21.6,0.5,16.3,28,Normandie
2025-08-20,20.6,17.0,18.8,4.3,23.3,28,Normandie
2025-08-21,20.3,16.1,17.9,1.7,20.6,28,Normandie
2025-08-22,20.1,12.2,16.4,0.0,12.4,28,Normandie
2025-08-23,22.9,9.9,16.6,0.0,13.2,28,Normandie
2025-08-24,24.6,12.9,18.6,0.0,11.9,28,Normandie
2025-08-25,29.0,13.6,21.0,0.0,13.6,28,Normandie
2025-08-26,24.2,16.2,20.4,0.1,19.5,28,Normandie
2025-08-27,23.5,14.8,19.1,2.0,23.2,28,Normandie
2025-08-28,21.6,14.5,17.5,3.8,20.5,28,Normandie
2025-08-29,20.4,14.8,17.0,6.9,24.9,28,Normandie
2025-08-30,21.4,14.2,17.7,0.0,23.6,28,Normandie
2025-08-31,21.8,14.8,18.0,1.8,19.2,28,Normandie
2025-09-01,20.5,13.8,16.1,4.5,22.4,28,Normandie
2025-09-02,21.1,12.6,16.2,3.2,33.1,28,Normandie
2025-09-03,22.0,16.4,18.8,10.3,37.6,28,Normandie
2025-09-04,19.6,14.3,16.8,0.4,24.8,28,Normandie
2025-09-05,20.5,12.4,16.2,0.4,13.8,28,Normandie
2025-09-06,24.5,11.5,17.7,0.0,21.6,28,Normandie
2025-09-07,26.5,17.0,21.1,0.2,21.3,28,Normandie
2025-09-08,21.2,14.0,17.2,0.0,12.8,28,Normandie
2025-09-09,22.0,10.2,16.2,0.2,14.1,28,Normandie
2025-09-10,18.6,13.6,15.8,7.3,20.6,28,Normandie
2025-09-11,18.3,13.3,15.2,1.6,25.6,28,Normandie
2025-09-12,18.7,11.7,14.6,0.2,24.1,28,Normandie
2025-09-13,18.2,12.9,14.7,8.0,26.8,28,Normandie
2025-09-14,22.0,11.4,16.1,0.2,26.7,28,Normandie
2025-09-15,18.6,14.4,16.4,1.6,31.1,28,Normandie
2025-09-16,17.3,13.1,15.1,0.3,22.1,28,Normandie
2025-09-17,20.9,13.2,16.8,0.0,23.1,28,Normandie
2025-09-18,22.1,14.2,17.9,0.0,14.0,28,Normandie
2025-09-19,28.8,13.1,19.9,0.0,13.3,28,Normandie
2025-09-20,25.0,14.5,19.5,9.0,27.0,28,Normandie
2025-09-21,16.6,11.4,13.9,1.0,15.1,28,Normandie
2025-09-22,15.4,10.8,13.0,0.9,23.4,28,Normandie
2025-09-23,15.9,10.6,13.0,2.2,20.9,28,Normandie
2025-09-24,16.5,12.3,14.1,0.0,23.8,28,Normandie
2025-09-25,16.0,10.1,13.0,0.2,18.9,28,Normandie
2025-09-26,13.9,10.7,12.2,0.1,8.1,28,Normandie
2025-09-27,16.8,8.7,12.3,0.0,9.9,28,Normandie
2025-09-28,18.9,8.6,13.4,0.0,9.8,28,Normandie
2025-09-29,18.0,12.9,15.1,1.0,11.3,28,Normandie
2025-09-30,18.0,7.9,12.8,0.0,8.6,28,Normandie
2025-10-01,19.7,7.4,13.4,0.0,7.9,28,Normandie
2025-10-02,20.0,9.3,14.3,0.0,14.7,28,Normandie
2025-10-03,18.6,13.6,15.8,6.2,27.7,28,Normandie
2025-10-04,19.0,11.5,14.7,6.3,37.3,28,Normandie
2025-10-05,16.0,11.2,13.2,0.4,24.5,28,Normandie
2025-10-06,16.7,9.8,13.2,0.0,15.1,28,Normandie
2025-10-07,18.9,9.6,13.6,0.0,9.1,28,Normandie
2025-10-08,16.6,6.8,12.3,0.0,10.1,28,Normandie
2025-10-09,18.1,11.6,14.3,0.5,12.5,28,Normandie
2025-10-10,15.6,8.1,12.4,0.1,8.6,28,Normandie
2025-10-11,16.3,11.7,13.4,0.0,11.5,28,Normandie
2025-10-12,18.0,7.8,12.6,0.0,13.8,28,Normandie
2025-10-13,16.5,9.6,13.1,0.0,16.9,28,Normandie
2025-10-14,16.8,12.6,14.3,0.0,17.1,28,Normandie
2025-10-15,15.4,11.5,13.4,0.2,14.8,28,Normandie
2025-10-16,15.6,11.9,13.5,0.0,18.4,28,Normandie
2025-10-17,17.0,8.3,12.2,0.0,17.7,28,Normandie
2025-10-18,16.5,6.9,11.2,0.0,18.0,28,Normandie
2025-10-19,15.9,10.8,13.4,8.6,27.0,28,Normandie
2025-10-20,16.1,12.9,14.3,2.8,31.0,28,Normandie
2025-10-21,16.2,11.7,13.6,0.3,26.4,28,Normandie
2025-10-22,15.8,10.7,13.2,9.5,29.3,28,Normandie
2025-10-23,16.1,8.5,11.8,5.7,42.4,28,Normandie
2025-10-24,12.4,7.2,9.3,1.3,25.3,28,Normandie
2025-10-25,13.8,9.1,10.8,0.8,28.8,28,Normandie
2025-10-26,11.9,8.2,9.9,1.6,22.1,28,Normandie
2025-10-27,15.1,11.4,13.0,0.8,26.3,28,Normandie
2025-10-28,15.2,10.6,12.8,0.5,25.2,28,Normandie
2025-10-29,13.2,10.6,11.6,4.0,17.2,28,Normandie
2025-10-30,13.2,6.9,10.3,0.0,19.9,28,Normandie
2025-10-31,17.8,12.2,14.5,0.0,24.5,28,Normandie
2025-11-01,15.8,10.9,14.1,4.6,26.7,28,Normandie
2025-11-02,13.1,9.5,10.8,2.0,26.8,28,Normandie
2025-11-03,16.6,9.8,12.8,0.0,24.4,28,Normandie
2025-11-04,16.1,10.4,13.8,2.5,22.7,28,Normandie
2025-11-05,17.9,14.4,15.8,0.0,22.0,28,Normandie
2025-11-06,17.9,13.7,15.4,0.9,17.4,28,Normandie
2025-11-07,15.7,11.7,13.4,8.6,20.9,28,Normandie
2025-11-08,15.2,9.6,12.1,0.5,14.1,28,Normandie
2025-11-09,12.8,6.4,9.7,0.0,20.3,28,Normandie
2025-11-10,13.3,10.5,11.7,6.2,21.6,28,Normandie
2025-11-11,16.5,9.5,12.7,0.0,26.4,28,Normandie
2025-11-12,16.5,12.2,14.2,0.3,22.4,28,Normandie
2025-11-13,16.9,13.4,15.2,0.0,18.9,28,Normandie
2025-11-14,19.0,13.2,16.0,1.2,20.6,28,Normandie
2025-11-15,15.4,9.1,11.9,0.0,12.6,28,Normandie
2025-11-16,12.9,8.4,10.4,1.7,16.3,28,Normandie
2025-11-17,10.2,5.4,8.6,3.5,21.2,28,Normandie
2025-11-18,8.6,2.0,5.5,0.5,22.4,28,Normandie
2025-11-19,8.0,4.0,6.4,6.4,24.3,28,Normandie
2025-11-20,5.6,0.4,2.8,9.3,16.6,28,Normandie
2025-11-21,6.7,-1.0,3.5,4.2,22.3,28,Normandie
2025-11-22,4.3,-1.4,1.4,7.1,31.2,28,Normandie
2025-11-23,11.0,3.4,7.1,7.8,25.3,28,Normandie
2025-11-24,8.9,6.8,7.7,3.0,26.5,28,Normandie
2025-11-25,8.8,5.2,7.5,3.7,23.4,28,Normandie
2025-11-26,9.6,3.5,6.3,0.2,12.8,28,Normandie
2025-11-27,11.9,5.5,9.1,0.4,22.1,28,Normandie
2025-11-28,12.8,8.6,11.4,2.8,18.5,28,Normandie
2025-11-29,12.1,6.5,9.3,3.7,28.6,28,Normandie
2025-11-30,9.6,4.6,6.7,0.1,14.9,28,Normandie
2025-12-01,9.9,4.6,7.5,2.8,32.4,28,Normandie
2025-12-02,11.4,7.1,9.0,1.9,30.5,28,Normandie
2025-12-03,9.2,4.6,6.4,0.0,15.7,28,Normandie
2025-12-04,9.2,4.6,7.4,2.5,29.8,28,Normandie
2025-12-05,9.1,2.2,5.3,9.3,35.0,28,Normandie
2025-12-06,12.4,9.6,10.9,0.6,26.3,28,Normandie
2025-12-07,15.6,11.0,13.4,15.5,28.9,28,Normandie
2025-12-08,14.6,13.4,13.9,6.0,23.2,28,Normandie
2025-12-09,15.1,11.9,13.3,0.8,29.4,28,Normandie
2025-12-10,13.6,7.6,11.4,0.0,16.3,28,Normandie
2025-12-11,10.6,5.7,8.3,0.6,17.2,28,Normandie
2025-12-12,12.7,9.4,10.7,0.0,16.0,28,Normandie
2025-12-13,10.6,6.1,8.5,0.0,6.5,28,Normandie
2025-12-14,11.4,6.6,9.0,0.0,17.9,28,Normandie
2025-12-15,11.2,7.4,9.3,0.0,23.4,28,Normandie
2025-12-16,12.5,8.3,9.7,0.3,16.3,28,Normandie
2025-12-17,8.9,4.2,7.3,0.0,22.2,28,Normandie
2025-12-18,13.8,8.4,11.5,4.9,35.7,28,Normandie
2025-12-19,12.3,5.3,9.5,3.6,23.7,28,Normandie
2025-12-20,9.4,2.9,6.1,1.0,16.7,28,Normandie
2025-12-21,10.4,7.7,9.2,7.2,17.6,28,Normandie
2025-12-22,11.1,6.2,8.4,0.0,21.5,28,Normandie
2025-12-23,9.2,4.1,6.1,0.0,15.5,28,Normandie
2025-12-24,5.2,0.9,4.0,0.0,23.6,28,Normandie
2025-12-25,1.6,-1.5,-0.0,0.0,23.3,28,Normandie
2025-12-26,2.2,-2.8,-0.9,0.0,10.6,28,Normandie
2025-12-27,4.4,-1.9,0.3,0.0,14.1,28,Normandie
2025-12-28,4.0,-1.5,1.3,0.0,15.1,28,Normandie
2025-12-29,3.4,-3.5,0.1,0.0,12.7,28,Normandie
2025-12-30,6.4,0.4,3.2,0.0,13.3,28,Normandie
2025-12-31,4.6,-2.7,0.5,0.0,9.4,28,Normandie
2026-01-01,4.2,-0.8,2.0,0.1,18.4,28,Normandie
2026-01-02,5.2,1.5,3.1,1.4,18.4,28,Normandie
2026-01-03,4.4,-0.7,1.3,4.3,15.6,28,Normandie
2026-01-04,4.9,-1.2,0.9,1.2,10.1,28,Normandie
2026-01-05,2.0,-1.0,0.2,4.6,14.4,28,Normandie
2026-01-06,4.2,-2.8,0.3,0.2,15.2,28,Normandie
2026-01-07,7.0,0.6,3.7,10.0,27.7,28,Normandie
2026-01-08,11.4,5.7,8.2,7.5,37.2,28,Normandie
2026-01-09,7.4,4.9,6.1,5.8,51.2,28,Normandie
2026-01-10,6.1,0.6,4.2,3.1,23.0,28,Normandie
2026-01-11,7.9,-0.6,3.9,1.9,32.1,28,Normandie
2026-01-12,12.6,8.3,10.9,8.7,34.0,28,Normandie
2026-01-13,11.6,9.4,10.7,1.7,21.5,28,Normandie
2026-01-14,13.5,9.0,10.5,0.3,18.9,28,Normandie
2026-01-15,10.4,7.9,9.4,8.9,28.4,28,Normandie
2026-01-16,10.7,6.2,8.2,0.3,19.9,28,Normandie
2026-01-17,11.1,5.6,8.1,0.0,13.4,28,Normandie
2026-01-18,12.9,6.8,9.1,0.4,11.0,28,Normandie
2026-01-19,11.5,7.9,9.4,2.4,17.5,28,Normandie
2026-01-20,10.4,7.8,8.7,3.5,32.6,28,Normandie
2026-01-21,10.8,7.9,9.3,9.4,32.3,28,Normandie
2026-01-22,10.6,6.7,9.1,1.8,24.4,28,Normandie
2026-01-23,9.3,5.8,7.1,2.9,30.1,28,Normandie
2026-01-24,10.0,4.6,6.6,4.0,29.6,28,Normandie
2026-01-25,7.9,3.8,5.8,7.9,19.9,28,Normandie
2026-01-26,9.1,1.8,5.7,0.0,20.1,28,Normandie
2026-01-27,11.7,6.1,8.6,9.6,33.0,28,Normandie
2026-01-28,9.8,2.0,5.4,0.0,13.9,28,Normandie
2026-01-29,7.2,1.5,4.3,0.5,20.7,28,Normandie
2026-01-30,11.4,6.4,8.3,6.8,26.5,28,Normandie
2026-01-31,10.1,4.8,6.7,0.6,15.5,28,Normandie
2026-02-01,10.5,5.8,7.8,3.9,17.3,28,Normandie
2026-02-02,9.3,3.7,6.3,3.0,20.4,28,Normandie
2026-02-03,10.5,6.7,8.4,7.6,17.4,28,Normandie
2026-02-04,11.6,3.8,7.2,0.0,20.7,28,Normandie
2026-02-05,11.3,7.7,9.2,9.7,21.4,28,Normandie
2026-02-06,12.2,8.4,10.1,0.9,22.1,28,Normandie
2026-02-07,12.0,7.8,9.3,1.1,27.4,28,Normandie
2026-02-08,13.1,7.4,9.2,0.8,12.9,28,Normandie
2026-02-09,10.7,5.4,8.0,5.8,24.0,28,Normandie
2026-02-10,13.6,8.2,10.5,7.5,21.4,28,Normandie
2026-02-11,13.1,10.1,11.1,16.5,27.0,28,Normandie
2026-02-12,11.6,8.3,10.0,7.0,30.4,28,Normandie
2026-02-13,9.8,6.9,8.0,5.0,19.6,28,Normandie
2026-02-14,7.3,3.5,5.6,3.7,26.0,28,Normandie
2026-02-15,11.1,1.8,5.5,6.0,28.8,28,Normandie
2026-02-16,9.6,6.8,8.1,4.3,29.6,28,Normandie
2026-02-17,8.2,5.1,6.8,0.9,23.0,28,Normandie
2026-02-18,10.6,3.9,7.0,28.9,28.9,28,Normandie
2026-02-19,10.5,6.5,7.7,6.4,25.5,28,Normandie
2026-02-20,12.9,6.2,9.4,0.3,27.2,28,Normandie
2026-02-21,14.3,10.3,12.1,0.5,23.8,28,Normandie
2026-02-22,13.9,11.4,12.2,4.8,29.4,28,Normandie
2026-02-23,14.8,8.6,11.9,0.2,21.4,28,Normandie
2026-02-24,17.1,10.9,13.5,0.0,19.6,28,Normandie
2026-02-25,20.5,8.2,13.4,0.0,15.8,28,Normandie
2026-02-26,15.6,8.7,11.8,0.0,22.1,28,Normandie
2026-02-27,14.4,9.6,11.6,6.9,25.8,28,Normandie
2026-02-28,11.9,6.3,9.5,0.5,28.3,28,Normandie
2026-03-01,12.7,6.0,9.0,0.5,24.5,28,Normandie
2026-03-02,16.5,7.2,11.3,0.0,18.4,28,Normandie
2026-03-03,18.1,4.4,10.9,0.1,8.4,28,Normandie
2026-03-04,17.8,5.3,10.9,0.0,11.3,28,Normandie
2026-03-05,17.4,7.0,11.7,0.0,15.8,28,Normandie
2026-03-06,16.2,9.6,11.8,1.6,11.4,28,Normandie
2026-03-07,15.0,8.9,10.6,0.0,10.8,28,Normandie
2026-03-08,17.0,6.2,10.7,1.1,7.6,28,Normandie
2026-03-09,16.1,7.9,11.1,1.8,11.8,28,Normandie
2026-03-10,12.6,7.3,9.8,0.2,17.1,28,Normandie
2026-03-11,12.2,7.4,10.5,5.4,28.1,28,Normandie
2026-03-12,14.2,5.2,9.3,0.0,31.6,28,Normandie
2026-03-13,12.6,5.2,9.1,15.8,31.4,28,Normandie
2026-03-14,9.8,2.5,5.9,0.0,15.9,28,Normandie
2026-03-15,12.1,2.2,7.2,0.1,22.7,28,Normandie
2026-03-16,13.1,6.7,9.6,0.2,21.9,28,Normandie
2026-03-17,16.6,6.3,11.1,0.0,15.9,28,Normandie
2026-03-18,17.0,8.4,11.9,0.0,20.5,28,Normandie
2026-03-19,16.0,5.2,10.3,0.0,13.9,28,Normandie
2026-03-20,14.9,3.9,9.2,0.0,13.5,28,Normandie
2026-03-21,13.0,5.2,8.9,0.0,15.7,28,Normandie
2026-03-22,11.9,4.3,8.2,0.0,14.4,28,Normandie
2026-03-23,14.0,3.2,8.5,0.0,8.7,28,Normandie
2026-03-24,15.9,5.9,10.5,0.0,25.1,28,Normandie
2026-03-25,10.7,4.8,8.3,4.2,33.7,28,Normandie
2026-03-26,9.1,4.7,6.7,4.0,21.1,28,Normandie
2026-03-27,10.8,4.7,7.9,1.1,16.6,28,Normandie
2026-03-28,9.9,6.8,8.6,3.0,22.4,28,Normandie
2026-03-29,11.4,5.2,8.2,0.4,22.4,28,Normandie
2026-03-30,11.9,8.5,10.2,0.7,26.9,28,Normandie
2026-03-31,13.6,7.3,10.4,1.4,17.2,28,Normandie
2026-04-01,11.9,7.6,10.0,1.0,17.2,28,Normandie
2026-04-02,11.1,5.8,8.9,1.5,16.8,28,Normandie
2026-04-03,13.4,4.9,9.5,0.2,22.2,28,Normandie
2026-04-04,18.3,11.1,14.2,0.0,25.5,28,Normandie
2026-04-05,13.3,7.2,11.2,0.3,22.9,28,Normandie
2026-04-06,17.9,2.8,10.1,0.0,14.3,28,Normandie
2026-04-07,24.2,8.5,15.7,0.0,16.0,28,Normandie
2026-04-08,25.8,10.2,16.9,0.0,11.0,28,Normandie
2026-04-09,23.1,9.6,14.5,0.0,18.3,28,Normandie
2026-04-10,14.2,6.8,10.5,0.0,16.2,28,Normandie
2026-04-11,12.4,7.7,10.9,0.2,24.0,28,Normandie
2026-04-12,13.9,6.1,9.4,1.9,20.6,28,Normandie
2026-04-13,12.1,3.5,8.3,2.4,13.1,28,Normandie
2026-04-14,16.7,4.4,10.8,0.0,20.3,28,Normandie
2026-04-15,19.2,11.8,14.7,1.4,24.7,28,Normandie
2026-04-16,17.6,8.6,13.4,0.1,15.8,28,Normandie
2026-04-17,19.5,9.9,14.6,0.1,13.5,28,Normandie
2026-04-18,14.7,9.7,12.0,1.6,14.7,28,Normandie
2026-04-19,14.8,8.2,11.0,0.0,15.7,28,Normandie
2026-04-20,14.8,5.1,10.1,0.0,18.2,28,Normandie
2026-04-21,16.0,4.7,10.6,0.0,24.7,28,Normandie
2026-04-22,18.1,7.4,12.8,0.0,25.4,28,Normandie
2026-04-23,21.6,6.8,14.4,0.0,20.3,28,Normandie
2026-04-24,21.8,7.7,15.0,0.0,14.4,28,Normandie
2026-04-25,20.5,6.4,13.9,0.0,11.2,28,Normandie
2026-04-26,21.2,6.4,13.6,0.0,11.8,28,Normandie
2026-04-27,18.9,7.7,13.4,0.0,14.7,28,Normandie
2026-04-28,15.4,9.8,12.7,0.0,24.3,28,Normandie
2026-04-29,22.5,11.3,16.5,0.0,25.8,28,Normandie
2026-04-30,24.2,12.9,18.7,0.0,22.3,28,Normandie
2026-05-01,23.2,12.8,16.7,1.6,13.6,28,Normandie
2026-05-02,22.5,9.6,15.4,0.8,19.7,28,Normandie
2026-05-03,18.0,13.1,15.0,4.0,11.4,28,Normandie
2026-05-04,14.8,9.2,12.2,1.3,12.7,28,Normandie
2026-05-05,12.1,11.1,11.6,11.4,18.3,28,Normandie
2026-05-06,13.3,9.2,11.4,0.1,13.9,28,Normandie
2026-05-07,16.3,5.0,11.2,0.0,12.3,28,Normandie
2026-05-08,19.9,7.9,14.2,5.0,12.9,28,Normandie
2026-05-09,20.5,8.8,15.2,0.4,16.8,28,Normandie
2026-05-10,14.6,10.4,12.7,22.9,23.6,28,Normandie
2026-05-11,12.7,9.1,10.9,7.5,20.4,28,Normandie
2026-05-12,16.4,5.1,11.4,0.0,15.8,28,Normandie
2026-05-13,13.0,8.7,11.0,2.8,29.4,28,Normandie
2026-05-14,12.1,7.2,9.6,5.9,20.0,28,Normandie
2026-05-15,12.7,5.8,9.4,1.3,15.1,28,Normandie
2026-05-16,13.6,6.2,10.3,1.3,14.4,28,Normandie
2026-05-17,15.0,9.8,12.1,1.5,16.8,28,Normandie
2026-05-18,15.7,8.6,11.8,0.9,16.8,28,Normandie
2026-05-19,18.9,11.4,14.6,13.6,25.1,28,Normandie
2026-05-20,19.2,12.4,15.9,1.5,22.5,28,Normandie
2026-05-21,24.1,10.0,17.4,0.0,10.0,28,Normandie
2026-05-22,28.3,13.8,21.5,0.0,12.2,28,Normandie
2026-05-23,28.5,18.0,22.4,0.0,12.5,28,Normandie
2026-05-24,29.6,15.4,22.6,0.0,14.1,28,Normandie
