FlowID,ProductKey,WarehouseKey,CharityKey,DateKey,InspectionDateKey,DonationDateKey,FlowStage,Quantity,UnitValue,LogisticsCost,RepairCost,TaxCreditEarned,DestructionCost,BATCH_ID,IMPORT_TIMESTAMP,SOURCE_SYSTEM,RECORD_HASH
1363,1032,7,,2025-06-28,2025-07-02,,Repair,14,40.64,333.03,291.63,0.0,0.0,B-901462,2025-01-23 19:03:19,LEGACY_ERP,24c28777
1364,1074,3,,2024-09-08,,,Warehouse,15,75.93,91.29,0.0,0.0,0.0,B-343847,2025-01-02 02:55:46,MANUAL_ENTRY,288c9018
1365,1048,5,,2022-12-25,,,Store,7,111.3,146.79,0.0,0.0,0.0,B-721168,2025-01-15 05:33:15,SAP_WMS,2a5034ee
1366,1013,3,,2022-08-19,2022-08-23,,Destroyed,22,212.35,349.68,0.0,0.0,71.96,B-694103,2025-01-07 05:33:55,MANUAL_ENTRY,91edb60
1367,1073,4,,2022-12-10,,,Warehouse,2,31.59,41.37,0.0,0.0,0.0,B-341192,2025-01-06 00:01:04,MANUAL_ENTRY,275eae19
1368,1049,8,,2024-06-07,2024-06-17,,Damaged,2,97.14,14.92,0.0,0.0,0.0,B-725859,2025-01-22 17:58:51,MANUAL_ENTRY,24bc1129
1369,1049,2,,2022-01-23,2022-01-26,,Repair,10,57.13,31.36,165.11,0.0,0.0,B-859699,2025-01-08 17:18:59,LEGACY_ERP,2f8d7100
1370,1031,2,,2025-04-22,2025-05-02,,Repair,2,79.27,13.43,26.58,0.0,0.0,B-304459,2025-01-11 09:26:55,MANUAL_ENTRY,1a35a62f
1371,1012,1,,2022-01-08,,,Store,25,58.17,199.19,0.0,0.0,0.0,B-888106,2025-01-13 05:00:23,LEGACY_ERP,1b0b294e
1372,1075,7,,2024-06-15,2024-06-23,,Destroyed,11,38.52,69.87,0.0,0.0,101.21,B-800912,2025-01-13 13:17:05,SAP_WMS,6cb8ebf
1373,1050,6,103,2023-09-05,2023-09-07,2023-09-17,Donated,23,165.15,58.46,695.1,2904.49,0.0,B-667965,2025-01-11 03:25:39,MANUAL_ENTRY,172af4b2
1374,1079,8,,2022-03-27,2022-04-01,,Repair,1,87.6,4.2,21.85,0.0,0.0,B-674865,2025-01-07 09:35:09,LEGACY_ERP,2827c826
1375,1072,7,,2022-11-23,2022-12-03,,Damaged,15,77.44,301.92,0.0,0.0,0.0,B-554504,2025-01-18 17:33:57,MANUAL_ENTRY,2a2b2be6
1376,1015,8,,2024-12-19,2024-12-22,,Destroyed,22,54.11,385.77,0.0,0.0,220.75,B-489017,2025-01-26 18:27:11,LEGACY_ERP,22fc95b0
1377,1009,8,,2024-02-12,,,Warehouse,20,19.94,68.41,0.0,0.0,0.0,B-191200,2025-01-05 13:56:44,LEGACY_ERP,230d42ca
1378,1066,3,,2024-02-18,,,Warehouse,3,13.43,15.96,0.0,0.0,0.0,B-699407,2025-01-12 04:04:50,LEGACY_ERP,1d13e49c
1379,1042,6,,2022-08-30,2022-09-02,,Damaged,15,183.05,56.17,0.0,0.0,0.0,B-244671,2025-01-16 09:24:38,SAP_WMS,3823e41b
1380,1009,2,,2025-01-14,2025-01-22,,Repair,21,54.97,111.48,281.61,0.0,0.0,B-556909,2025-01-09 05:10:09,MANUAL_ENTRY,2485b25c
1381,1042,2,,2024-07-09,,,Warehouse,23,220.95,167.67,0.0,0.0,0.0,B-377174,2025-01-24 23:23:17,SAP_WMS,cb20fe5
1382,1070,6,,2025-10-26,,,Store,16,20.98,112.01,0.0,0.0,0.0,B-556253,2025-01-25 16:08:00,MANUAL_ENTRY,f04cdc1
1383,1016,6,100,2024-10-14,2024-10-22,2024-10-19,Donated,23,61.78,125.28,762.29,1974.78,0.0,B-838330,2025-01-11 13:17:03,LEGACY_ERP,10f2a2d0
1384,1027,3,108,2023-07-25,2023-08-01,2023-08-16,Donated,16,71.33,127.22,321.49,822.62,0.0,B-925803,2025-01-09 00:03:05,LEGACY_ERP,27405ad3
1385,1066,3,,2022-11-26,2022-12-04,,Repair,23,15.2,108.46,177.16,0.0,0.0,B-668585,2025-01-26 11:00:30,SAP_WMS,9bb2eb6
1386,1044,1,,2022-07-07,,,Warehouse,12,62.82,282.54,0.0,0.0,0.0,B-984830,2025-01-15 03:52:42,SAP_WMS,1a1e9104
1387,1023,7,107,2022-06-15,2022-06-19,2022-06-19,Donated,2,31.27,38.79,23.64,89.39,0.0,B-134422,2025-01-15 02:51:27,MANUAL_ENTRY,1a0cfb61
1388,1001,1,,2024-09-17,,,Store,23,112.43,160.54,0.0,0.0,0.0,B-628671,2025-01-19 09:35:45,LEGACY_ERP,32b45f86
1389,1037,4,,2025-08-15,,,Warehouse,19,54.8,292.5,0.0,0.0,0.0,B-682308,2025-01-19 06:55:54,LEGACY_ERP,1c0407f1
1390,1016,5,,2023-07-26,2023-07-29,,Destroyed,25,125.3,67.34,0.0,0.0,263.17,B-931553,2025-01-24 16:59:09,LEGACY_ERP,12e67898
1391,1039,2,105,2023-03-13,2023-03-17,2023-03-17,Donated,24,64.6,159.38,145.58,1820.02,0.0,B-688754,2025-01-22 19:25:14,MANUAL_ENTRY,11af0858
1392,1008,8,,2023-08-31,,,Store,24,87.95,99.83,0.0,0.0,0.0,B-901050,2025-01-27 07:21:55,SAP_WMS,20e23fa2
1393,1067,1,107,2024-04-10,2024-04-20,2024-04-19,Donated,18,16.89,83.03,492.48,422.82,0.0,B-852613,2025-01-09 09:59:34,MANUAL_ENTRY,12748f13
1394,1070,5,,2022-12-29,,,Store,8,56.98,34.37,0.0,0.0,0.0,B-761255,2025-01-28 09:25:58,SAP_WMS,288862f8
1395,1006,6,,2023-11-16,,,Warehouse,15,131.11,340.29,0.0,0.0,0.0,B-512586,2025-01-12 14:39:21,LEGACY_ERP,b159bcb
1396,1046,7,,2022-11-23,,,Store,6,36.39,114.75,0.0,0.0,0.0,B-135666,2025-01-18 10:57:49,LEGACY_ERP,cd14349
1397,1005,8,,2025-07-12,2025-07-15,,Repair,24,63.43,51.97,832.88,0.0,0.0,B-204574,2025-01-03 03:29:49,MANUAL_ENTRY,1ec93c82
1398,1012,1,,2022-10-19,,,Store,10,57.45,62.25,0.0,0.0,0.0,B-507964,2025-01-02 21:44:11,SAP_WMS,2e86cf6a
1399,1003,7,,2025-06-25,2025-07-01,,Damaged,8,94.26,31.13,0.0,0.0,0.0,B-187197,2025-01-22 05:00:57,SAP_WMS,30a3bc74
1400,1017,3,100,2024-06-15,2024-06-23,2024-06-23,Donated,19,94.33,78.74,643.33,1422.95,0.0,B-833621,2025-01-02 02:20:07,LEGACY_ERP,13b1dd80
1401,1023,6,109,2025-09-02,2025-09-04,2025-09-15,Donated,19,41.93,202.8,456.22,849.19,0.0,B-145954,2025-01-27 15:06:48,LEGACY_ERP,33073cc3
1402,1024,3,,2024-08-07,2024-08-14,,Repair,2,54.52,15.17,52.5,0.0,0.0,B-341801,2025-01-22 02:03:00,LEGACY_ERP,1861f10d
1403,1079,4,101,2023-09-15,2023-09-21,2023-09-18,Donated,1,79.91,3.22,31.92,94.21,0.0,B-132959,2025-01-07 13:02:32,MANUAL_ENTRY,32adddbf
1404,1036,2,,2022-05-28,2022-05-31,,Damaged,21,99.17,357.87,0.0,0.0,0.0,B-785707,2025-01-11 19:39:57,SAP_WMS,28de6c44
1405,1045,6,105,2023-05-14,2023-05-17,2023-05-29,Donated,22,57.66,118.85,206.7,2378.64,0.0,B-527354,2025-01-16 18:36:00,MANUAL_ENTRY,730ce2a
1406,1050,7,,2025-01-26,,,Warehouse,18,118.61,77.78,0.0,0.0,0.0,B-375532,2025-01-02 22:57:15,LEGACY_ERP,260581b7
1407,1034,3,,2023-03-23,2023-03-30,,Repair,19,27.85,134.7,269.85,0.0,0.0,B-121507,2025-01-01 12:31:29,LEGACY_ERP,368572c6
1408,1020,6,,2023-11-03,,,Warehouse,6,118.03,34.78,0.0,0.0,0.0,B-176418,2025-01-16 06:24:20,LEGACY_ERP,e47ed92
1409,1050,3,,2023-08-09,,,Warehouse,18,136.65,63.52,0.0,0.0,0.0,B-758229,2025-01-06 21:36:44,SAP_WMS,13f74610
1410,1028,5,,2023-11-09,2023-11-11,,Destroyed,3,79.8,18.81,0.0,0.0,30.26,B-542242,2025-01-27 21:02:22,SAP_WMS,651ef1d
1411,1069,7,,2024-11-11,,,Store,1,62.92,8.73,0.0,0.0,0.0,B-192679,2025-01-13 12:28:14,SAP_WMS,2d66c931
1412,1000,5,,2025-10-21,,,Store,15,159.5,180.21,0.0,0.0,0.0,B-689900,2025-01-18 17:28:20,MANUAL_ENTRY,11de6af0
1413,1011,3,100,2025-04-30,2025-05-05,2025-05-10,Donated,25,108.98,340.56,250.62,2964.3,0.0,B-943167,2025-01-06 00:56:44,SAP_WMS,233ec1cc
1414,1047,6,,2024-12-02,,,Store,9,146.28,128.82,0.0,0.0,0.0,B-125862,2025-01-23 19:08:00,LEGACY_ERP,d4a6941
1415,1011,6,,2022-11-28,,,Store,25,80.74,397.83,0.0,0.0,0.0,B-552407,2025-01-23 05:06:41,MANUAL_ENTRY,34656840
1416,1021,2,,2023-12-24,2024-01-02,,Destroyed,17,42.96,342.42,0.0,0.0,130.9,B-819737,2025-01-12 18:06:27,SAP_WMS,376b79d8
1417,1014,7,,2023-03-10,2023-03-13,,Damaged,11,134.17,174.96,0.0,0.0,0.0,B-428149,2025-01-19 23:29:44,LEGACY_ERP,10addc7e
1418,1012,7,,2025-02-12,2025-02-19,,Repair,23,86.14,52.95,799.77,0.0,0.0,B-602005,2025-01-18 22:38:54,SAP_WMS,a425f1f
1419,1070,7,102,2025-05-31,2025-06-10,2025-06-28,Donated,17,29.85,126.68,329.59,653.92,0.0,B-426098,2025-01-28 01:42:06,MANUAL_ENTRY,ecc8b3a
1420,1021,8,,2022-11-29,,,Warehouse,6,39.18,95.52,0.0,0.0,0.0,B-662723,2025-01-05 20:59:53,SAP_WMS,e9e25ad
1421,1019,1,,2023-06-01,,,Warehouse,9,113.62,44.31,0.0,0.0,0.0,B-321692,2025-01-24 04:59:47,MANUAL_ENTRY,35d162d3
1422,1014,2,,2024-05-13,2024-05-15,,Destroyed,12,127.94,196.68,0.0,0.0,112.74,B-871457,2025-01-21 23:00:08,SAP_WMS,2e8a0dbf
1423,1026,1,,2023-07-22,2023-07-26,,Destroyed,23,103.72,199.8,0.0,0.0,245.44,B-622219,2025-01-12 04:44:56,SAP_WMS,158ea5c7
1424,1047,4,,2022-03-26,2022-04-02,,Destroyed,25,210.5,208.8,0.0,0.0,96.05,B-526936,2025-01-09 12:12:00,MANUAL_ENTRY,3ac0b003
1425,1007,6,,2025-05-03,,,Store,15,118.56,71.12,0.0,0.0,0.0,B-712957,2025-01-04 19:34:14,SAP_WMS,371b3c9a
1426,1009,1,,2025-08-27,,,Store,20,45.14,50.76,0.0,0.0,0.0,B-952444,2025-01-22 23:04:30,LEGACY_ERP,1e28ffaf
1427,1077,1,,2022-11-22,2022-11-24,,Repair,17,38.87,56.25,566.5,0.0,0.0,B-983054,2025-01-24 17:52:17,SAP_WMS,2da569b4
1428,1049,7,,2022-11-29,,,Store,3,50.92,20.43,0.0,0.0,0.0,B-224272,2025-01-14 15:00:32,SAP_WMS,1d710ba6
1429,1051,6,,2024-05-05,2024-05-07,,Destroyed,13,41.81,185.76,0.0,0.0,127.12,B-834450,2025-01-13 04:05:36,MANUAL_ENTRY,396d9833
1430,1050,6,,2024-01-11,,,Warehouse,19,159.5,70.71,0.0,0.0,0.0,B-367109,2025-01-10 20:02:28,LEGACY_ERP,1f047b26
1431,1025,5,,2025-05-23,2025-05-25,,Destroyed,23,64.65,231.03,0.0,0.0,155.28,B-733883,2025-01-13 05:29:12,SAP_WMS,10c5d897
1432,1049,3,104,2024-06-07,2024-06-15,2024-06-16,Donated,4,84.41,10.12,136.24,289.7,0.0,B-969005,2025-01-24 10:41:35,MANUAL_ENTRY,1a79f502
1433,1034,3,,2022-07-27,2022-08-06,,Repair,17,25.25,98.9,572.03,0.0,0.0,B-722978,2025-01-22 19:06:47,MANUAL_ENTRY,200b67eb
1434,1018,4,,2023-09-30,2023-10-08,,Destroyed,23,67.8,173.04,0.0,0.0,193.36,B-310777,2025-01-18 10:51:15,SAP_WMS,340d11b2
1435,1036,8,,2023-01-18,2023-01-23,,Destroyed,22,50.8,154.8,0.0,0.0,171.26,B-312134,2025-01-27 01:51:44,SAP_WMS,aec6e41
1436,1010,6,,2025-10-01,2025-10-07,,Repair,13,98.4,28.18,447.25,0.0,0.0,B-589584,2025-01-25 23:24:58,MANUAL_ENTRY,2a09cb1e
1437,1034,8,104,2023-11-09,2023-11-16,2023-12-05,Donated,13,29.59,71.77,414.02,265.82,0.0,B-478003,2025-01-08 13:23:36,LEGACY_ERP,174b8f28
1438,1050,7,103,2025-05-02,2025-05-06,2025-05-13,Donated,13,73.13,101.06,89.8,1641.67,0.0,B-459931,2025-01-10 11:01:34,MANUAL_ENTRY,677a11b
1439,1073,6,,2025-06-20,2025-06-24,,Destroyed,10,77.32,151.44,0.0,0.0,103.33,B-724893,2025-01-05 10:50:23,MANUAL_ENTRY,1e5ce1f4
1440,1050,5,,2024-07-03,,,Store,8,173.02,16.65,0.0,0.0,0.0,B-389599,2025-01-05 07:23:49,MANUAL_ENTRY,2b9fe26e
1441,1015,5,,2023-01-07,2023-01-13,,Damaged,10,72.06,69.48,0.0,0.0,0.0,B-711866,2025-01-07 07:50:57,SAP_WMS,208cb639
1442,1014,5,,2023-10-11,2023-10-19,,Destroyed,7,78.52,132.51,0.0,0.0,24.52,B-907738,2025-01-15 07:06:58,MANUAL_ENTRY,71df85d
1443,1003,2,101,2024-10-12,2024-10-19,2024-10-17,Donated,12,96.71,90.22,111.15,943.63,0.0,B-568329,2025-01-03 17:17:20,SAP_WMS,135805fc
1444,1046,5,,2022-12-27,2023-01-02,,Damaged,17,54.76,346.05,0.0,0.0,0.0,B-813321,2025-01-21 21:31:03,SAP_WMS,25c85536
1445,1024,3,105,2025-08-20,2025-08-24,2025-09-15,Donated,22,34.44,47.34,459.16,1048.48,0.0,B-566311,2025-01-15 14:08:36,LEGACY_ERP,1f9479dc
1446,1041,7,,2023-01-21,,,Store,1,100.55,2.67,0.0,0.0,0.0,B-777071,2025-01-27 01:59:48,MANUAL_ENTRY,32c70951
1447,1045,3,105,2024-06-18,2024-06-28,2024-07-11,Donated,3,125.23,6.44,99.24,324.36,0.0,B-147846,2025-01-02 00:58:09,LEGACY_ERP,31a29f63
1448,1022,3,,2022-05-15,,,Store,11,117.07,157.71,0.0,0.0,0.0,B-304333,2025-01-04 13:01:38,LEGACY_ERP,14784820
1449,1073,2,,2023-03-22,2023-03-31,,Destroyed,17,91.61,348.66,0.0,0.0,157.2,B-136786,2025-01-07 03:12:24,MANUAL_ENTRY,1c188079
1450,1044,3,,2024-11-27,2024-12-01,,Destroyed,6,60.85,133.89,0.0,0.0,19.45,B-761827,2025-01-28 15:50:15,LEGACY_ERP,e241719
1451,1047,6,111,2025-09-12,2025-09-21,2025-10-09,Donated,8,110.36,69.36,76.19,1214.74,0.0,B-745868,2025-01-07 16:38:38,SAP_WMS,60d366a
1452,1036,6,103,2024-08-28,2024-09-05,2024-09-13,Donated,8,40.0,160.59,94.12,545.09,0.0,B-467010,2025-01-02 15:25:05,SAP_WMS,293d2ee8
1453,1058,1,,2024-11-13,,,Store,20,131.69,99.74,0.0,0.0,0.0,B-901627,2025-01-17 05:53:54,SAP_WMS,1e5a5c99
1454,1004,2,,2022-01-29,2022-02-05,,Damaged,5,120.53,21.89,0.0,0.0,0.0,B-963635,2025-01-18 07:57:35,MANUAL_ENTRY,29d088c6
1455,1023,2,104,2024-10-06,2024-10-12,2024-10-26,Donated,21,57.18,290.34,550.69,938.57,0.0,B-601718,2025-01-07 10:28:48,LEGACY_ERP,e58940c
1456,1018,4,,2023-03-20,2023-03-30,,Destroyed,5,45.89,42.75,0.0,0.0,22.26,B-211285,2025-01-25 19:18:16,SAP_WMS,1c1c7b47
1457,1071,3,,2025-09-23,2025-09-30,,Destroyed,21,65.98,451.17,0.0,0.0,96.76,B-495341,2025-01-06 19:21:13,LEGACY_ERP,2ff340b8
1458,1006,7,,2023-05-12,2023-05-17,,Destroyed,21,61.67,424.74,0.0,0.0,153.49,B-779219,2025-01-04 17:03:17,LEGACY_ERP,31b73274
1459,1062,5,108,2022-08-03,2022-08-06,2022-08-15,Donated,1,65.61,4.91,14.46,56.89,0.0,B-439695,2025-01-05 00:56:42,SAP_WMS,140649c1
1460,1049,3,,2024-04-01,2024-04-06,,Repair,17,77.56,114.02,423.62,0.0,0.0,B-855074,2025-01-16 21:23:24,SAP_WMS,1a0baf7c
1461,1035,8,,2022-04-03,2022-04-07,,Damaged,9,75.5,48.71,0.0,0.0,0.0,B-791733,2025-01-03 11:05:27,MANUAL_ENTRY,17175a83
1462,1009,2,100,2025-03-05,2025-03-08,2025-03-26,Donated,22,41.08,89.17,392.66,839.78,0.0,B-494238,2025-01-19 06:37:20,LEGACY_ERP,28f9ebf0
1463,1063,6,,2023-01-14,,,Warehouse,1,20.52,20.61,0.0,0.0,0.0,B-276923,2025-01-14 05:42:00,SAP_WMS,2dd1011f
1464,1063,2,103,2022-10-06,2022-10-11,2022-10-27,Donated,3,49.58,26.07,21.6,118.82,0.0,B-550883,2025-01-20 12:29:34,MANUAL_ENTRY,2f62b08b
1465,1058,7,,2022-03-16,2022-03-24,,Repair,17,89.37,82.41,122.84,0.0,0.0,B-607377,2025-01-08 02:51:38,SAP_WMS,e6622b9
1466,1056,7,108,2025-10-14,2025-10-23,2025-11-03,Donated,15,48.81,116.32,387.95,637.29,0.0,B-540775,2025-01-12 07:53:40,SAP_WMS,2e579cdb
1467,1073,5,,2023-02-20,,,Warehouse,3,54.12,52.02,0.0,0.0,0.0,B-423765,2025-01-07 00:32:43,MANUAL_ENTRY,383dc461
1468,1074,6,,2023-01-08,,,Store,5,62.56,11.37,0.0,0.0,0.0,B-172617,2025-01-12 00:49:22,LEGACY_ERP,39a4d8e4
1469,1048,5,,2023-08-03,2023-08-05,,Repair,15,117.34,305.88,202.84,0.0,0.0,B-101248,2025-01-05 13:35:29,LEGACY_ERP,198e2c8d
1470,1039,7,,2024-10-13,2024-10-22,,Damaged,19,107.94,89.05,0.0,0.0,0.0,B-193351,2025-01-14 06:24:56,LEGACY_ERP,2143caa0
1471,1004,5,,2023-11-09,,,Warehouse,14,85.78,48.52,0.0,0.0,0.0,B-331306,2025-01-16 06:02:37,MANUAL_ENTRY,1eac1588
1472,1034,7,,2025-06-16,,,Store,15,12.47,69.72,0.0,0.0,0.0,B-765834,2025-01-19 20:22:08,MANUAL_ENTRY,32803fbf
1473,1048,4,,2023-10-20,,,Store,23,93.59,291.57,0.0,0.0,0.0,B-108343,2025-01-06 11:22:07,SAP_WMS,27d147c4
1474,1020,8,,2024-04-26,2024-05-03,,Repair,14,98.98,53.18,484.73,0.0,0.0,B-649999,2025-01-20 17:53:36,LEGACY_ERP,2d1c5daf
1475,1050,6,,2023-07-31,2023-08-07,,Damaged,14,158.32,48.83,0.0,0.0,0.0,B-406351,2025-01-24 07:19:45,LEGACY_ERP,383c91bc
1476,1009,5,,2025-06-07,,,Warehouse,19,41.57,143.79,0.0,0.0,0.0,B-889558,2025-01-20 07:53:45,LEGACY_ERP,179c637b
1477,1074,8,,2023-08-07,,,Store,9,76.94,65.36,0.0,0.0,0.0,B-651366,2025-01-25 21:53:42,MANUAL_ENTRY,29e327e8
1478,1021,3,,2023-04-05,,,Warehouse,11,22.08,165.09,0.0,0.0,0.0,B-858068,2025-01-16 23:59:13,MANUAL_ENTRY,30c6e751
1479,1068,5,,2022-07-24,,,Store,4,94.74,93.66,0.0,0.0,0.0,B-897178,2025-01-19 14:08:03,MANUAL_ENTRY,110dd572
1480,1014,8,,2022-03-30,2022-04-09,,Damaged,10,92.45,221.85,0.0,0.0,0.0,B-401009,2025-01-21 22:50:26,LEGACY_ERP,1b820366
1481,1060,3,,2022-09-15,,,Warehouse,1,74.82,6.78,0.0,0.0,0.0,B-553862,2025-01-28 09:24:59,SAP_WMS,f74f6f1
1482,1078,4,,2025-03-06,,,Warehouse,1,30.03,8.55,0.0,0.0,0.0,B-473053,2025-01-04 04:49:07,SAP_WMS,34ed1847
1483,1059,6,,2024-03-16,2024-03-23,,Destroyed,17,220.63,318.33,0.0,0.0,110.92,B-758510,2025-01-22 15:00:35,LEGACY_ERP,398e13b6
1484,1010,4,,2022-05-21,,,Store,12,77.96,63.78,0.0,0.0,0.0,B-829560,2025-01-11 12:24:14,SAP_WMS,a995fe0
1485,1028,6,,2022-04-09,2022-04-17,,Destroyed,10,45.91,220.23,0.0,0.0,47.14,B-803330,2025-01-24 04:02:54,SAP_WMS,126f2a9a
1486,1039,8,,2023-08-23,,,Store,14,46.09,45.46,0.0,0.0,0.0,B-415891,2025-01-08 21:28:45,MANUAL_ENTRY,2090772c
1487,1064,7,110,2025-01-11,2025-01-15,2025-01-24,Donated,2,39.04,10.63,64.1,73.04,0.0,B-394209,2025-01-13 18:03:09,MANUAL_ENTRY,bb30aad
1488,1062,8,,2023-08-09,,,Warehouse,9,30.58,28.17,0.0,0.0,0.0,B-317935,2025-01-27 10:03:09,SAP_WMS,284ce71a
1489,1046,1,,2022-12-01,,,Store,18,55.71,305.49,0.0,0.0,0.0,B-509829,2025-01-11 05:28:48,LEGACY_ERP,34ab7542
1490,1020,4,,2023-02-16,,,Warehouse,5,65.19,28.71,0.0,0.0,0.0,B-242912,2025-01-01 04:21:25,MANUAL_ENTRY,cdc30e0
1491,1027,4,,2022-01-21,,,Store,8,46.7,25.47,0.0,0.0,0.0,B-562393,2025-01-03 23:44:07,MANUAL_ENTRY,215690c2
1492,1058,6,,2022-01-22,2022-01-31,,Damaged,14,100.12,39.93,0.0,0.0,0.0,B-464247,2025-01-25 10:15:57,MANUAL_ENTRY,996497f
1493,1022,5,,2025-08-07,2025-08-11,,Damaged,2,122.6,14.82,0.0,0.0,0.0,B-870405,2025-01-19 17:49:16,LEGACY_ERP,10e16fdc
1494,1030,1,,2023-03-20,,,Store,5,75.77,34.2,0.0,0.0,0.0,B-580722,2025-01-03 18:51:47,SAP_WMS,bc6a4bf
1495,1058,3,,2022-12-01,2022-12-03,,Repair,5,84.75,18.78,157.16,0.0,0.0,B-857294,2025-01-14 08:42:56,MANUAL_ENTRY,23909ff9
1496,1013,8,,2025-08-08,2025-08-11,,Repair,16,165.08,188.49,205.02,0.0,0.0,B-972839,2025-01-20 05:59:16,SAP_WMS,1eaf4d66
1497,1046,4,,2025-01-04,2025-01-08,,Destroyed,15,59.93,131.61,0.0,0.0,136.48,B-167202,2025-01-06 04:20:38,SAP_WMS,3954bbb3
1498,1074,6,,2024-02-29,2024-03-06,,Damaged,18,142.52,66.43,0.0,0.0,0.0,B-859910,2025-01-24 04:15:31,SAP_WMS,2e19f0e4
1499,1024,8,101,2025-03-20,2025-03-22,2025-03-25,Donated,3,29.51,20.3,23.98,142.97,0.0,B-580132,2025-01-17 01:15:44,LEGACY_ERP,3203f834
1500,1070,7,,2025-06-11,,,Warehouse,3,21.14,14.18,0.0,0.0,0.0,B-964424,2025-01-16 09:44:02,MANUAL_ENTRY,14650c8d
1501,1076,3,,2023-12-23,,,Warehouse,20,68.49,342.21,0.0,0.0,0.0,B-286859,2025-01-20 10:47:56,SAP_WMS,25937096
1502,1013,3,,2022-12-26,,,Warehouse,16,183.63,368.25,0.0,0.0,0.0,B-361906,2025-01-08 17:29:11,SAP_WMS,7558b9b
1503,1046,5,,2022-11-03,,,Warehouse,13,84.18,119.22,0.0,0.0,0.0,B-818378,2025-01-26 08:37:56,MANUAL_ENTRY,1e70c2dd
1504,1024,4,,2022-01-04,2022-01-10,,Repair,7,44.93,22.5,95.88,0.0,0.0,B-974002,2025-01-01 09:32:53,MANUAL_ENTRY,25e7104f
1505,1065,6,,2022-01-25,,,Store,1,13.1,20.49,0.0,0.0,0.0,B-492367,2025-01-20 21:24:49,MANUAL_ENTRY,31c258ba
1506,1044,2,,2025-06-07,2025-06-16,,Destroyed,11,42.85,103.5,0.0,0.0,100.51,B-836090,2025-01-06 12:27:40,MANUAL_ENTRY,1359764d
1507,1020,6,,2024-04-28,,,Store,6,88.67,28.28,0.0,0.0,0.0,B-434397,2025-01-26 05:10:58,LEGACY_ERP,2a4384aa
1508,1019,1,,2024-05-06,,,Warehouse,13,85.17,53.24,0.0,0.0,0.0,B-948844,2025-01-20 04:01:41,LEGACY_ERP,2a9d1244
1509,1020,3,,2025-04-28,,,Store,3,121.25,11.81,0.0,0.0,0.0,B-905940,2025-01-14 06:02:09,MANUAL_ENTRY,1a4bd4cf
1510,1040,7,,2023-04-22,2023-04-26,,Damaged,15,130.06,270.45,0.0,0.0,0.0,B-280733,2025-01-27 19:46:18,MANUAL_ENTRY,36da5ce4
1511,1023,1,,2024-06-02,2024-06-12,,Damaged,11,23.56,197.31,0.0,0.0,0.0,B-801311,2025-01-18 10:06:12,SAP_WMS,344975af
1512,1013,4,,2025-09-02,2025-09-12,,Damaged,2,198.82,13.56,0.0,0.0,0.0,B-335352,2025-01-23 05:04:52,MANUAL_ENTRY,b5159a2
1513,1022,3,,2022-07-13,2022-07-19,,Destroyed,6,87.92,120.48,0.0,0.0,38.09,B-218124,2025-01-23 11:34:09,LEGACY_ERP,28bd9907
1514,1053,8,,2024-04-02,,,Store,1,224.7,7.86,0.0,0.0,0.0,B-656624,2025-01-11 08:35:34,SAP_WMS,1ee2d8f4
1515,1039,5,102,2022-10-01,2022-10-11,2022-10-22,Donated,22,107.35,44.13,634.44,1668.35,0.0,B-622010,2025-01-15 20:33:30,SAP_WMS,3b33dd57
1516,1040,6,,2024-03-05,2024-03-11,,Repair,10,144.74,230.22,169.79,0.0,0.0,B-224520,2025-01-20 13:46:08,SAP_WMS,18eab9ed
1517,1023,2,,2025-06-04,,,Warehouse,14,30.35,287.79,0.0,0.0,0.0,B-302698,2025-01-06 00:19:44,SAP_WMS,8dee4f6
1518,1036,3,,2025-06-06,,,Store,7,41.75,142.29,0.0,0.0,0.0,B-868332,2025-01-16 16:58:56,MANUAL_ENTRY,37664876
1519,1014,2,,2024-08-22,2024-08-28,,Destroyed,15,117.28,131.43,0.0,0.0,147.65,B-652438,2025-01-04 20:10:32,MANUAL_ENTRY,12b4f505
1520,1014,1,,2022-04-27,,,Store,14,56.81,190.41,0.0,0.0,0.0,B-821618,2025-01-24 05:45:00,SAP_WMS,64e1171
1521,1044,4,,2022-11-27,2022-12-02,,Damaged,7,77.67,110.55,0.0,0.0,0.0,B-104035,2025-01-11 20:02:20,SAP_WMS,17400ff4
1522,1031,4,106,2025-01-31,2025-02-04,2025-03-01,Donated,12,80.55,63.83,118.26,833.33,0.0,B-691979,2025-01-25 19:03:03,LEGACY_ERP,1f707936
1523,1068,7,,2022-12-02,2022-12-07,,Destroyed,25,42.85,346.26,0.0,0.0,129.91,B-682809,2025-01-07 16:39:57,LEGACY_ERP,310b2d5c
1524,1026,4,,2024-09-17,2024-09-24,,Damaged,24,96.74,180.0,0.0,0.0,0.0,B-761762,2025-01-18 12:11:25,LEGACY_ERP,caa2eb5
1525,1031,7,,2025-02-04,,,Store,25,102.3,66.3,0.0,0.0,0.0,B-299095,2025-01-05 21:32:50,SAP_WMS,12d51cbc
1526,1028,3,102,2022-07-23,2022-07-26,2022-08-09,Donated,17,71.79,325.71,199.14,1186.77,0.0,B-441171,2025-01-23 23:44:01,LEGACY_ERP,24d38794
1527,1063,7,109,2022-07-14,2022-07-16,2022-07-22,Donated,14,44.95,274.38,373.81,554.48,0.0,B-664371,2025-01-17 03:54:41,LEGACY_ERP,15caa99c
