SnapshotDate,WarehouseKey,ProductKey,StockOnHand,DamagedCount
2023-02-13,6,1008,34,2
2023-02-13,6,1000,106,10
2023-02-13,6,1064,135,17
2023-02-13,6,1057,101,0
2023-02-13,6,1013,45,1
2023-02-13,6,1062,113,7
2023-02-13,6,1050,76,7
2023-02-13,6,1069,32,2
2023-02-13,6,1019,173,3
2023-02-13,7,1010,6,0
2023-02-13,7,1029,138,7
2023-02-13,7,1050,97,12
2023-02-13,7,1031,126,17
2023-02-13,7,1079,75,1
2023-02-13,7,1063,122,0
2023-02-13,7,1056,190,27
2023-02-13,7,1055,142,15
2023-02-13,7,1023,20,0
2023-02-13,7,1049,71,5
2023-02-13,8,1052,106,10
2023-02-13,8,1046,126,10
2023-02-13,8,1071,99,5
2023-02-13,8,1000,50,6
2023-02-13,8,1036,183,13
2023-02-20,1,1050,163,1
2023-02-20,1,1032,122,17
2023-02-20,1,1008,197,8
2023-02-20,1,1041,93,10
2023-02-20,1,1045,24,3
2023-02-20,1,1058,73,10
2023-02-20,1,1001,58,8
2023-02-20,1,1077,146,2
2023-02-20,2,1003,72,5
2023-02-20,2,1032,61,2
2023-02-20,2,1005,172,5
2023-02-20,2,1001,27,3
2023-02-20,2,1075,174,16
2023-02-20,2,1042,71,1
2023-02-20,2,1051,92,1
2023-02-20,2,1026,171,12
2023-02-20,2,1038,110,3
2023-02-20,3,1046,56,6
2023-02-20,3,1072,189,5
2023-02-20,3,1055,32,4
2023-02-20,3,1024,131,12
2023-02-20,3,1010,72,0
2023-02-20,3,1026,54,3
2023-02-20,3,1052,42,3
2023-02-20,3,1035,182,4
2023-02-20,4,1047,117,16
2023-02-20,4,1008,21,3
2023-02-20,4,1036,140,18
2023-02-20,4,1018,193,12
2023-02-20,4,1012,179,11
2023-02-20,4,1032,94,2
2023-02-20,4,1042,15,2
2023-02-20,4,1077,105,5
2023-02-20,5,1057,39,0
2023-02-20,5,1048,119,0
2023-02-20,5,1055,7,0
2023-02-20,5,1073,29,4
2023-02-20,5,1034,140,18
2023-02-20,6,1059,134,20
2023-02-20,6,1044,11,0
2023-02-20,6,1057,168,13
2023-02-20,6,1071,66,6
2023-02-20,6,1050,14,0
2023-02-20,6,1020,6,0
2023-02-20,6,1008,37,4
2023-02-20,7,1070,200,14
2023-02-20,7,1054,20,3
2023-02-20,7,1006,34,4
2023-02-20,7,1032,100,3
2023-02-20,7,1035,101,13
2023-02-20,7,1000,49,0
2023-02-20,7,1063,83,3
2023-02-20,7,1044,168,14
2023-02-20,8,1065,182,17
2023-02-20,8,1011,52,6
2023-02-20,8,1040,197,10
2023-02-20,8,1067,41,5
2023-02-20,8,1012,97,7
2023-02-20,8,1037,96,10
2023-02-20,8,1008,189,13
2023-02-20,8,1002,157,1
2023-02-20,8,1068,118,17
2023-02-27,1,1021,59,4
2023-02-27,1,1025,7,1
2023-02-27,1,1072,121,2
2023-02-27,1,1033,124,16
2023-02-27,1,1038,92,7
2023-02-27,1,1067,92,11
2023-02-27,1,1006,57,4
2023-02-27,1,1032,108,6
2023-02-27,1,1074,78,3
2023-02-27,1,1061,21,2
2023-02-27,2,1001,169,4
2023-02-27,2,1070,156,17
2023-02-27,2,1023,40,2
2023-02-27,2,1046,27,3
2023-02-27,2,1065,196,27
2023-02-27,2,1006,47,1
2023-02-27,3,1058,17,0
2023-02-27,3,1023,39,4
2023-02-27,3,1056,64,4
2023-02-27,3,1048,74,9
2023-02-27,3,1051,47,0
2023-02-27,3,1035,174,15
2023-02-27,3,1009,165,7
2023-02-27,3,1000,22,0
2023-02-27,4,1027,164,18
2023-02-27,4,1062,185,17
2023-02-27,4,1002,86,1
2023-02-27,4,1068,161,12
2023-02-27,4,1000,96,2
2023-02-27,4,1043,143,9
2023-02-27,4,1026,84,5
2023-02-27,4,1063,78,0
2023-02-27,4,1072,102,8
2023-02-27,5,1078,191,7
2023-02-27,5,1062,184,16
2023-02-27,5,1059,81,8
2023-02-27,5,1055,34,4
2023-02-27,5,1069,88,13
2023-02-27,5,1060,8,0
2023-02-27,5,1073,7,0
2023-02-27,5,1007,98,11
2023-02-27,5,1027,170,18
2023-02-27,5,1018,192,22
2023-02-27,6,1076,49,0
2023-02-27,6,1026,158,17
2023-02-27,6,1045,152,19
2023-02-27,6,1034,68,6
2023-02-27,6,1010,199,10
2023-02-27,6,1064,156,10
2023-02-27,6,1073,85,2
2023-02-27,6,1078,64,6
2023-02-27,7,1022,121,17
2023-02-27,7,1052,155,18
2023-02-27,7,1033,64,7
2023-02-27,7,1025,183,1
2023-02-27,7,1057,54,8
2023-02-27,7,1075,127,4
2023-02-27,7,1009,105,4
2023-02-27,7,1040,195,3
2023-02-27,8,1064,120,9
2023-02-27,8,1066,124,12
2023-02-27,8,1021,158,21
2023-02-27,8,1026,66,2
2023-02-27,8,1009,89,11
2023-02-27,8,1034,125,5
2023-02-27,8,1039,101,1
2023-02-27,8,1071,77,4
2023-03-06,1,1003,150,17
2023-03-06,1,1017,146,0
2023-03-06,1,1045,44,2
2023-03-06,1,1019,170,7
2023-03-06,1,1016,99,2
2023-03-06,1,1067,68,4
2023-03-06,1,1005,146,9
2023-03-06,1,1029,118,3
2023-03-06,1,1004,42,2
2023-03-06,2,1074,136,11
2023-03-06,2,1061,110,10
2023-03-06,2,1078,98,13
2023-03-06,2,1069,193,26
2023-03-06,2,1063,8,1
2023-03-06,2,1022,181,4
2023-03-06,2,1055,137,8
2023-03-06,3,1001,75,6
2023-03-06,3,1038,72,5
2023-03-06,3,1037,45,1
2023-03-06,3,1031,15,0
2023-03-06,3,1078,161,9
2023-03-06,3,1019,148,1
2023-03-06,4,1031,130,17
2023-03-06,4,1079,52,6
2023-03-06,4,1013,168,5
2023-03-06,4,1068,87,12
2023-03-06,4,1047,171,18
2023-03-06,4,1037,81,12
2023-03-06,4,1078,92,8
2023-03-06,5,1024,105,15
2023-03-06,5,1068,107,0
2023-03-06,5,1042,49,4
2023-03-06,5,1023,77,0
2023-03-06,5,1011,24,0
2023-03-06,5,1037,199,9
2023-03-06,5,1044,54,2
2023-03-06,5,1058,199,1
2023-03-06,5,1077,86,11
2023-03-06,5,1061,74,8
2023-03-06,6,1000,148,9
2023-03-06,6,1028,81,1
2023-03-06,6,1061,196,11
2023-03-06,6,1021,189,1
2023-03-06,6,1013,98,6
2023-03-06,6,1062,147,4
2023-03-06,6,1071,147,12
2023-03-06,6,1066,191,1
2023-03-06,6,1056,126,8
2023-03-06,7,1042,41,1
2023-03-06,7,1023,181,17
2023-03-06,7,1072,66,9
2023-03-06,7,1065,48,4
2023-03-06,7,1048,129,5
2023-03-06,7,1058,168,20
2023-03-06,7,1046,180,0
2023-03-06,7,1079,181,17
2023-03-06,7,1036,28,3
2023-03-06,8,1063,149,7
2023-03-06,8,1046,156,9
2023-03-06,8,1044,49,5
2023-03-06,8,1017,151,12
2023-03-06,8,1047,51,3
2023-03-06,8,1064,119,9
2023-03-13,1,1010,86,1
2023-03-13,1,1013,32,3
2023-03-13,1,1023,126,6
2023-03-13,1,1031,118,8
2023-03-13,1,1072,175,26
2023-03-13,2,1063,83,2
2023-03-13,2,1055,67,8
2023-03-13,2,1022,161,19
2023-03-13,2,1021,64,4
2023-03-13,2,1005,179,14
2023-03-13,2,1077,89,8
2023-03-13,2,1012,74,3
2023-03-13,2,1042,124,8
2023-03-13,2,1034,5,0
2023-03-13,3,1062,30,2
2023-03-13,3,1069,147,19
2023-03-13,3,1002,91,11
2023-03-13,3,1048,170,11
2023-03-13,3,1016,43,6
2023-03-13,3,1077,60,0
2023-03-13,3,1018,71,5
2023-03-13,3,1021,177,20
2023-03-13,3,1056,32,2
2023-03-13,3,1043,46,2
2023-03-13,4,1073,28,1
2023-03-13,4,1055,70,9
2023-03-13,4,1026,98,6
2023-03-13,4,1061,142,17
2023-03-13,4,1012,180,25
2023-03-13,4,1004,23,0
2023-03-13,4,1051,36,0
2023-03-13,4,1034,40,4
2023-03-13,5,1075,162,8
2023-03-13,5,1057,34,0
2023-03-13,5,1034,27,3
2023-03-13,5,1018,180,4
2023-03-13,5,1054,58,4
2023-03-13,6,1054,30,3
2023-03-13,6,1050,32,4
2023-03-13,6,1002,127,2
2023-03-13,6,1029,140,1
2023-03-13,6,1066,64,6
2023-03-13,6,1000,58,1
2023-03-13,6,1072,62,4
2023-03-13,6,1003,119,4
2023-03-13,6,1015,32,4
2023-03-13,6,1030,16,0
2023-03-13,7,1018,102,15
2023-03-13,7,1066,34,2
2023-03-13,7,1063,141,20
2023-03-13,7,1014,164,23
2023-03-13,7,1061,139,2
2023-03-13,7,1010,98,14
2023-03-13,7,1065,185,7
2023-03-13,7,1040,52,0
2023-03-13,7,1049,184,3
2023-03-13,7,1004,12,1
2023-03-13,8,1029,46,4
2023-03-13,8,1046,133,19
2023-03-13,8,1045,175,3
2023-03-13,8,1065,110,9
2023-03-13,8,1025,14,1
2023-03-13,8,1009,151,12
2023-03-13,8,1003,66,6
2023-03-13,8,1055,90,12
2023-03-13,8,1019,189,0
2023-03-13,8,1010,143,16
2023-03-20,1,1079,112,0
2023-03-20,1,1000,159,1
2023-03-20,1,1026,153,20
2023-03-20,1,1012,33,3
2023-03-20,1,1014,104,12
2023-03-20,1,1070,115,10
2023-03-20,2,1007,137,2
2023-03-20,2,1071,179,1
2023-03-20,2,1046,162,1
2023-03-20,2,1051,73,2
2023-03-20,2,1018,150,16
2023-03-20,2,1032,97,6
2023-03-20,2,1041,85,8
2023-03-20,2,1043,97,1
2023-03-20,2,1072,67,7
2023-03-20,2,1025,162,15
2023-03-20,3,1062,77,3
2023-03-20,3,1041,6,0
2023-03-20,3,1032,54,4
2023-03-20,3,1045,94,9
2023-03-20,3,1067,156,18
2023-03-20,3,1010,44,3
2023-03-20,4,1051,86,5
2023-03-20,4,1054,89,12
2023-03-20,4,1021,119,13
2023-03-20,4,1013,6,0
2023-03-20,4,1052,134,15
2023-03-20,4,1060,146,19
2023-03-20,4,1068,34,3
2023-03-20,5,1027,37,0
2023-03-20,5,1077,135,8
2023-03-20,5,1001,151,11
2023-03-20,5,1019,172,25
2023-03-20,5,1049,141,20
2023-03-20,5,1035,14,1
2023-03-20,5,1004,74,5
2023-03-20,5,1065,157,18
2023-03-20,6,1029,157,16
2023-03-20,6,1011,135,20
2023-03-20,6,1068,50,3
2023-03-20,6,1067,93,1
2023-03-20,6,1062,155,13
2023-03-20,6,1014,189,0
2023-03-20,6,1076,150,11
2023-03-20,6,1060,134,12
2023-03-20,7,1042,81,10
2023-03-20,7,1002,121,18
2023-03-20,7,1045,170,21
2023-03-20,7,1064,31,1
2023-03-20,7,1012,52,5
2023-03-20,8,1042,15,2
2023-03-20,8,1061,34,2
2023-03-20,8,1043,143,16
2023-03-20,8,1027,74,9
2023-03-20,8,1065,20,1
2023-03-27,1,1075,155,6
2023-03-27,1,1012,178,12
2023-03-27,1,1007,45,2
2023-03-27,1,1032,148,9
2023-03-27,1,1078,13,1
2023-03-27,1,1013,9,0
2023-03-27,1,1005,68,7
2023-03-27,1,1059,57,2
2023-03-27,1,1021,103,1
2023-03-27,2,1001,99,6
2023-03-27,2,1065,179,22
2023-03-27,2,1022,89,6
2023-03-27,2,1068,112,11
2023-03-27,2,1056,80,10
2023-03-27,2,1023,140,13
2023-03-27,2,1025,196,4
2023-03-27,2,1076,20,1
2023-03-27,2,1071,182,21
2023-03-27,3,1027,169,8
2023-03-27,3,1048,145,21
2023-03-27,3,1077,158,2
2023-03-27,3,1043,109,11
2023-03-27,3,1066,146,21
2023-03-27,3,1005,184,9
2023-03-27,3,1001,21,3
2023-03-27,3,1073,93,10
2023-03-27,4,1010,149,14
2023-03-27,4,1055,67,3
2023-03-27,4,1025,17,2
2023-03-27,4,1079,187,21
2023-03-27,4,1013,134,12
2023-03-27,5,1079,187,28
2023-03-27,5,1030,172,3
2023-03-27,5,1061,150,18
2023-03-27,5,1063,92,2
2023-03-27,5,1056,154,1
2023-03-27,5,1006,65,0
2023-03-27,5,1038,111,11
2023-03-27,5,1023,112,9
2023-03-27,5,1044,183,11
2023-03-27,6,1063,106,11
2023-03-27,6,1039,32,2
2023-03-27,6,1014,136,11
2023-03-27,6,1078,77,3
2023-03-27,6,1041,79,5
2023-03-27,6,1013,154,5
2023-03-27,6,1067,8,0
2023-03-27,6,1062,187,27
2023-03-27,6,1027,32,1
2023-03-27,7,1071,55,8
2023-03-27,7,1019,65,2
2023-03-27,7,1007,136,1
2023-03-27,7,1022,51,7
2023-03-27,7,1035,179,6
2023-03-27,7,1053,87,3
2023-03-27,7,1027,172,19
2023-03-27,8,1015,144,9
2023-03-27,8,1013,97,8
2023-03-27,8,1056,130,10
2023-03-27,8,1030,145,12
2023-03-27,8,1077,171,5
2023-03-27,8,1009,147,10
2023-03-27,8,1059,126,8
2023-04-03,1,1026,142,18
2023-04-03,1,1012,107,2
2023-04-03,1,1014,19,1
2023-04-03,1,1053,53,6
2023-04-03,1,1035,10,1
2023-04-03,1,1057,77,11
2023-04-03,2,1030,194,1
2023-04-03,2,1073,163,0
2023-04-03,2,1069,124,11
2023-04-03,2,1074,17,1
2023-04-03,2,1072,65,3
2023-04-03,2,1068,29,2
2023-04-03,3,1072,22,2
2023-04-03,3,1073,159,7
2023-04-03,3,1070,59,6
2023-04-03,3,1064,134,16
2023-04-03,3,1060,195,23
2023-04-03,3,1000,183,7
2023-04-03,3,1034,16,0
2023-04-03,3,1051,176,3
2023-04-03,3,1016,190,23
2023-04-03,3,1068,110,0
2023-04-03,4,1035,191,23
2023-04-03,4,1010,130,13
2023-04-03,4,1049,66,1
2023-04-03,4,1077,34,4
2023-04-03,4,1065,117,5
2023-04-03,4,1078,189,3
2023-04-03,4,1031,133,7
2023-04-03,4,1043,27,3
2023-04-03,5,1065,66,5
2023-04-03,5,1068,26,3
2023-04-03,5,1059,146,13
2023-04-03,5,1038,59,8
2023-04-03,5,1046,91,8
2023-04-03,6,1058,16,0
2023-04-03,6,1059,87,5
2023-04-03,6,1017,136,17
2023-04-03,6,1051,163,1
2023-04-03,6,1057,169,10
2023-04-03,6,1074,60,3
2023-04-03,6,1044,46,2
2023-04-03,7,1063,129,12
2023-04-03,7,1044,158,14
2023-04-03,7,1077,16,1
2023-04-03,7,1061,51,2
2023-04-03,7,1039,15,0
2023-04-03,7,1069,82,4
2023-04-03,7,1074,90,10
2023-04-03,8,1078,42,2
2023-04-03,8,1006,170,3
2023-04-03,8,1021,135,15
2023-04-03,8,1028,151,17
2023-04-03,8,1062,128,16
2023-04-03,8,1004,88,9
2023-04-03,8,1016,43,4
2023-04-03,8,1034,183,23
2023-04-03,8,1003,180,12
2023-04-10,1,1055,183,27
2023-04-10,1,1063,8,0
2023-04-10,1,1014,98,10
2023-04-10,1,1032,170,18
2023-04-10,1,1073,147,17
2023-04-10,1,1010,88,1
2023-04-10,1,1079,5,0
2023-04-10,1,1050,167,3
2023-04-10,1,1071,141,8
2023-04-10,2,1019,137,18
2023-04-10,2,1046,39,0
2023-04-10,2,1023,161,3
2023-04-10,2,1054,166,15
2023-04-10,2,1035,98,9
2023-04-10,2,1002,96,2
2023-04-10,2,1040,32,2
2023-04-10,2,1009,105,4
2023-04-10,2,1062,18,2
2023-04-10,2,1042,132,10
2023-04-10,3,1077,38,0
2023-04-10,3,1013,58,2
2023-04-10,3,1056,185,24
2023-04-10,3,1060,44,2
2023-04-10,3,1052,142,11
2023-04-10,3,1053,119,4
2023-04-10,3,1039,187,17
2023-04-10,3,1004,45,4
2023-04-10,3,1006,86,10
2023-04-10,3,1079,162,15
2023-04-10,4,1018,95,5
2023-04-10,4,1014,18,2
2023-04-10,4,1043,83,8
2023-04-10,4,1060,105,1
2023-04-10,4,1067,79,9
2023-04-10,5,1058,121,15
2023-04-10,5,1043,103,14
2023-04-10,5,1003,159,14
2023-04-10,5,1037,130,2
2023-04-10,5,1016,128,10
2023-04-10,5,1013,159,7
2023-04-10,5,1049,13,0
2023-04-10,5,1022,102,3
2023-04-10,5,1009,167,14
2023-04-10,6,1068,14,0
2023-04-10,6,1078,20,1
2023-04-10,6,1035,104,15
2023-04-10,6,1039,62,3
2023-04-10,6,1032,157,2
2023-04-10,6,1047,32,2
2023-04-10,6,1011,147,8
2023-04-10,6,1061,57,0
2023-04-10,7,1029,127,9
2023-04-10,7,1008,51,2
2023-04-10,7,1031,131,8
2023-04-10,7,1035,154,19
2023-04-10,7,1070,60,5
2023-04-10,8,1038,74,0
2023-04-10,8,1014,34,0
2023-04-10,8,1037,83,10
2023-04-10,8,1029,148,16
2023-04-10,8,1075,7,1
2023-04-10,8,1067,83,4
2023-04-17,1,1064,105,5
2023-04-17,1,1007,146,5
2023-04-17,1,1014,199,10
2023-04-17,1,1022,12,1
2023-04-17,1,1058,40,2
2023-04-17,1,1054,191,21
2023-04-17,1,1029,22,2
2023-04-17,1,1057,95,2
2023-04-17,1,1079,154,18
2023-04-17,2,1074,53,6
2023-04-17,2,1010,192,20
2023-04-17,2,1032,156,22
2023-04-17,2,1024,188,16
2023-04-17,2,1000,83,7
2023-04-17,2,1007,87,9
2023-04-17,2,1034,92,1
2023-04-17,2,1003,136,12
2023-04-17,2,1052,91,12
2023-04-17,3,1014,108,0
2023-04-17,3,1032,10,1
2023-04-17,3,1002,59,2
2023-04-17,3,1024,96,8
2023-04-17,3,1041,200,29
2023-04-17,3,1034,156,15
2023-04-17,3,1033,80,8
2023-04-17,3,1003,107,15
2023-04-17,4,1020,192,16
2023-04-17,4,1009,58,5
2023-04-17,4,1000,124,14
2023-04-17,4,1053,67,9
2023-04-17,4,1079,117,17
2023-04-17,5,1033,166,7
2023-04-17,5,1010,79,5
2023-04-17,5,1023,127,6
2023-04-17,5,1056,6,0
2023-04-17,5,1006,31,0
2023-04-17,5,1066,19,0
2023-04-17,6,1018,119,7
2023-04-17,6,1076,177,6
2023-04-17,6,1049,81,1
2023-04-17,6,1043,119,4
2023-04-17,6,1057,195,28
2023-04-17,6,1028,187,0
2023-04-17,6,1071,95,0
2023-04-17,7,1048,196,29
2023-04-17,7,1046,101,4
2023-04-17,7,1056,117,3
2023-04-17,7,1069,57,1
2023-04-17,7,1034,39,5
2023-04-17,7,1049,77,0
2023-04-17,7,1050,32,1
2023-04-17,8,1023,99,0
2023-04-17,8,1050,68,7
2023-04-17,8,1044,97,2
2023-04-17,8,1031,66,3
2023-04-17,8,1057,94,5
2023-04-17,8,1030,198,26
2023-04-17,8,1028,172,8
2023-04-17,8,1072,164,19
2023-04-17,8,1075,173,5
2023-04-17,8,1068,15,2
2023-04-24,1,1059,60,6
2023-04-24,1,1041,99,11
2023-04-24,1,1004,149,3
2023-04-24,1,1015,198,10
2023-04-24,1,1030,61,2
2023-04-24,1,1025,132,13
2023-04-24,1,1038,57,5
2023-04-24,1,1073,116,16
2023-04-24,2,1009,195,16
2023-04-24,2,1034,91,5
2023-04-24,2,1017,30,1
2023-04-24,2,1027,31,1
2023-04-24,2,1061,140,8
2023-04-24,2,1006,61,6
2023-04-24,2,1035,102,2
2023-04-24,3,1024,75,5
2023-04-24,3,1046,131,14
2023-04-24,3,1065,173,21
2023-04-24,3,1069,86,0
2023-04-24,3,1070,47,7
2023-04-24,4,1078,23,0
2023-04-24,4,1069,151,10
2023-04-24,4,1077,12,1
2023-04-24,4,1000,48,5
2023-04-24,4,1007,148,18
2023-04-24,4,1009,63,0
2023-04-24,4,1014,141,4
2023-04-24,5,1001,134,15
2023-04-24,5,1056,131,18
2023-04-24,5,1073,146,1
2023-04-24,5,1008,148,15
2023-04-24,5,1005,81,5
2023-04-24,6,1031,20,0
2023-04-24,6,1035,151,6
2023-04-24,6,1060,198,1
2023-04-24,6,1030,112,6
2023-04-24,6,1056,63,8
2023-04-24,6,1021,101,3
2023-04-24,6,1070,114,1
2023-04-24,6,1076,44,1
2023-04-24,7,1057,175,5
2023-04-24,7,1034,183,14
2023-04-24,7,1019,118,2
2023-04-24,7,1011,19,1
2023-04-24,7,1060,182,0
2023-04-24,7,1070,173,2
2023-04-24,8,1071,60,0
2023-04-24,8,1029,134,7
2023-04-24,8,1021,62,9
2023-04-24,8,1045,54,3
2023-04-24,8,1040,78,6
2023-04-24,8,1011,41,1
2023-04-24,8,1019,109,8
2023-04-24,8,1010,41,2
2023-04-24,8,1026,7,0
2023-04-24,8,1069,198,22
2023-05-01,1,1061,30,2
2023-05-01,1,1035,181,8
2023-05-01,1,1021,127,7
2023-05-01,1,1046,145,6
2023-05-01,1,1078,61,3
2023-05-01,2,1060,109,0
2023-05-01,2,1005,92,2
2023-05-01,2,1057,84,10
2023-05-01,2,1054,84,0
2023-05-01,2,1020,148,20
2023-05-01,2,1066,80,7
2023-05-01,2,1002,200,14
2023-05-01,2,1044,183,3
2023-05-01,3,1004,147,19
2023-05-01,3,1018,142,13
2023-05-01,3,1056,143,15
2023-05-01,3,1043,177,15
2023-05-01,3,1063,144,3
2023-05-01,4,1055,83,12
2023-05-01,4,1035,143,6
2023-05-01,4,1079,195,16
2023-05-01,4,1006,150,13
2023-05-01,4,1016,102,10
2023-05-01,5,1050,47,7
2023-05-01,5,1060,38,3
2023-05-01,5,1051,198,24
2023-05-01,5,1027,95,13
2023-05-01,5,1006,121,6
2023-05-01,5,1057,32,4
2023-05-01,6,1079,147,12
2023-05-01,6,1013,198,1
2023-05-01,6,1025,119,5
2023-05-01,6,1009,129,9
2023-05-01,6,1028,108,4
2023-05-01,6,1031,45,1
2023-05-01,7,1041,173,6
2023-05-01,7,1034,198,21
2023-05-01,7,1038,162,22
2023-05-01,7,1048,39,3
2023-05-01,7,1031,110,3
2023-05-01,7,1051,158,15
2023-05-01,8,1072,85,12
2023-05-01,8,1050,183,19
2023-05-01,8,1025,148,8
2023-05-01,8,1077,74,9
2023-05-01,8,1000,115,14
2023-05-01,8,1023,181,18
2023-05-01,8,1036,70,8
2023-05-01,8,1011,174,26
2023-05-08,1,1057,175,9
2023-05-08,1,1013,200,16
2023-05-08,1,1051,97,10
2023-05-08,1,1063,114,9
2023-05-08,1,1047,171,17
2023-05-08,1,1049,68,0
2023-05-08,1,1073,157,16
2023-05-08,2,1076,20,1
2023-05-08,2,1006,60,5
2023-05-08,2,1070,171,12
2023-05-08,2,1010,179,5
2023-05-08,2,1041,114,9
2023-05-08,2,1040,178,20
2023-05-08,2,1078,17,2
2023-05-08,2,1048,95,11
2023-05-08,2,1037,150,10
2023-05-08,3,1011,148,3
2023-05-08,3,1038,101,1
2023-05-08,3,1076,193,10
2023-05-08,3,1046,163,13
2023-05-08,3,1058,16,1
2023-05-08,3,1017,40,3
2023-05-08,3,1020,119,2
2023-05-08,4,1075,191,28
2023-05-08,4,1058,179,24
2023-05-08,4,1078,61,1
2023-05-08,4,1070,82,8
2023-05-08,4,1009,28,1
2023-05-08,4,1063,72,7
2023-05-08,4,1049,156,11
2023-05-08,4,1077,114,1
2023-05-08,5,1002,120,4
2023-05-08,5,1019,11,0
2023-05-08,5,1005,69,10
2023-05-08,5,1050,177,3
2023-05-08,5,1043,196,19
2023-05-08,5,1008,11,1
2023-05-08,5,1040,59,6
2023-05-08,6,1055,88,11
2023-05-08,6,1025,115,1
2023-05-08,6,1075,97,10
2023-05-08,6,1049,59,6
2023-05-08,6,1031,44,2
2023-05-08,6,1071,110,12
2023-05-08,7,1036,127,1
2023-05-08,7,1066,126,17
2023-05-08,7,1013,37,5
2023-05-08,7,1075,31,0
2023-05-08,7,1006,127,13
2023-05-08,7,1077,74,3
2023-05-08,7,1074,174,23
2023-05-08,8,1075,182,22
2023-05-08,8,1079,97,0
2023-05-08,8,1055,128,2
2023-05-08,8,1004,49,7
2023-05-08,8,1050,173,5
2023-05-08,8,1059,95,8
2023-05-08,8,1045,193,17
2023-05-08,8,1017,126,3
2023-05-08,8,1033,67,2
2023-05-08,8,1074,171,25
2023-05-15,1,1065,153,0
2023-05-15,1,1060,10,1
2023-05-15,1,1045,106,14
2023-05-15,1,1032,82,1
2023-05-15,1,1019,137,4
2023-05-15,1,1066,170,18
2023-05-15,2,1026,57,1
2023-05-15,2,1005,125,6
2023-05-15,2,1041,193,25
2023-05-15,2,1004,16,0
2023-05-15,2,1035,148,12
2023-05-15,2,1034,190,10
2023-05-15,2,1069,178,15
2023-05-15,3,1059,38,4
2023-05-15,3,1073,152,8
2023-05-15,3,1062,57,2
2023-05-15,3,1006,24,2
2023-05-15,3,1035,188,26
2023-05-15,3,1012,160,13
2023-05-15,3,1040,112,4
2023-05-15,3,1060,150,5
2023-05-15,3,1032,197,15
2023-05-15,4,1006,128,6
2023-05-15,4,1061,77,8
2023-05-15,4,1031,87,12
2023-05-15,4,1030,200,30
2023-05-15,4,1057,112,15
2023-05-15,4,1004,89,8
2023-05-15,5,1072,156,18
2023-05-15,5,1076,61,7
2023-05-15,5,1000,93,7
2023-05-15,5,1007,149,4
2023-05-15,5,1075,130,1
2023-05-15,5,1061,187,16
2023-05-15,5,1032,100,11
2023-05-15,6,1009,63,4
2023-05-15,6,1048,74,8
2023-05-15,6,1050,79,6
2023-05-15,6,1044,116,3
2023-05-15,6,1007,167,3
2023-05-15,6,1037,118,14
2023-05-15,7,1052,76,8
2023-05-15,7,1019,44,4
2023-05-15,7,1030,133,2
2023-05-15,7,1007,59,2
2023-05-15,7,1023,16,0
2023-05-15,8,1063,86,4
2023-05-15,8,1018,140,7
2023-05-15,8,1045,35,2
2023-05-15,8,1061,49,2
2023-05-15,8,1043,150,6
2023-05-15,8,1021,14,0
2023-05-15,8,1023,29,3
2023-05-15,8,1052,158,12
2023-05-15,8,1022,142,11
2023-05-15,8,1040,29,2
2023-05-22,1,1007,194,17
2023-05-22,1,1070,115,13
2023-05-22,1,1045,148,1
2023-05-22,1,1033,181,1
2023-05-22,1,1009,32,2
2023-05-22,1,1017,107,7
2023-05-22,1,1037,34,2
2023-05-22,2,1059,136,18
2023-05-22,2,1079,45,5
2023-05-22,2,1002,8,1
2023-05-22,2,1013,80,6
2023-05-22,2,1039,56,5
2023-05-22,2,1027,142,10
2023-05-22,3,1011,19,1
2023-05-22,3,1079,127,1
2023-05-22,3,1006,94,13
2023-05-22,3,1015,130,15
2023-05-22,3,1063,191,4
2023-05-22,3,1021,164,15
2023-05-22,4,1024,54,2
2023-05-22,4,1028,155,9
2023-05-22,4,1027,104,0
2023-05-22,4,1042,36,1
2023-05-22,4,1053,192,16
2023-05-22,4,1046,141,8
2023-05-22,4,1057,92,2
2023-05-22,5,1049,155,23
2023-05-22,5,1074,127,1
2023-05-22,5,1029,126,5
2023-05-22,5,1028,122,0
2023-05-22,5,1064,144,15
2023-05-22,5,1033,66,3
2023-05-22,5,1063,172,22
2023-05-22,5,1023,53,1
2023-05-22,5,1054,187,12
2023-05-22,6,1061,193,11
2023-05-22,6,1045,94,8
2023-05-22,6,1007,160,19
2023-05-22,6,1057,198,3
2023-05-22,6,1071,166,6
2023-05-22,6,1029,88,4
2023-05-22,6,1065,106,12
2023-05-22,6,1067,169,11
2023-05-22,6,1053,42,1
2023-05-22,7,1072,20,0
2023-05-22,7,1058,17,0
2023-05-22,7,1043,91,6
2023-05-22,7,1028,177,20
2023-05-22,7,1031,156,16
2023-05-22,7,1051,47,7
2023-05-22,7,1071,182,13
2023-05-22,7,1073,196,18
2023-05-22,7,1054,160,14
2023-05-22,8,1036,161,12
2023-05-22,8,1055,167,6
2023-05-22,8,1066,38,3
2023-05-22,8,1073,123,10
2023-05-22,8,1068,74,0
2023-05-29,1,1047,75,0
2023-05-29,1,1045,58,6
2023-05-29,1,1005,37,4
2023-05-29,1,1069,158,19
2023-05-29,1,1024,88,5
2023-05-29,1,1033,77,4
2023-05-29,1,1070,71,7
2023-05-29,2,1016,150,16
2023-05-29,2,1068,36,1
2023-05-29,2,1076,174,2
